rk,player,nation,squad,comp,season,age,born,ninety_mins_played,touches,def_pen_area_touches,def_third_touches,mid_third_touches,att_third_touches,att_pen_area_touches,live_ball_touches,take_ons_attempted,take_ons_successful,take_on_succ_pct,take_ons_tackled,take_on_tackled_pct,carries,total_distance_carried,progressive_carries_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position,age_range,general_position,country,continent
193,Federico Barba,ITA,Benevento,Serie A,2020,26.0,1993.0,29.5,1672,154,817,669,201,25,1672,8,5,62.5,3,37.5,760,3883,2099,23,22,1,14,6,891,26,DF,25-29,Defender,Italy,Europe
194,Danilo Barbosa,BRA,Nice,Ligue 1,2020,24.0,1996.0,2.8,234,25,119,110,5,1,234,1,1,100.0,0,0.0,168,1032,619,3,1,0,3,0,169,0,DF,20-24,Defender,Brazil,South America
196,Melvin Bard,FRA,Lyon,Ligue 1,2020,19.0,2000.0,4.8,453,12,100,208,148,9,453,11,8,72.7,3,27.3,255,1252,747,17,13,5,13,1,261,48,DF,Under 20,Defender,France,Europe
198,Phil Bardsley,SCO,Burnley,Premier League,2020,35.0,1985.0,3.0,196,12,58,102,38,1,196,4,3,75.0,1,25.0,72,335,183,4,6,0,1,1,92,6,DF,35-39,Defender,Scotland,Europe
199,Nicolò Barella,ITA,Inter,Serie A,2020,23.0,1997.0,32.2,2236,41,358,1168,737,54,2236,52,35,67.3,17,32.7,1305,7055,3879,99,77,12,63,28,1700,149,MF,20-24,Midfielder,Italy,Europe
200,Philipp Bargfrede,GER,Werder Bremen,Bundesliga,2020,31.0,1989.0,0.3,19,3,8,9,2,0,19,0,0,,0,,12,54,31,1,0,0,0,1,10,1,MF,30-34,Midfielder,Germany,Europe
202,Ross Barkley,ENG,Aston Villa,Premier League,2020,26.0,1993.0,17.0,945,18,114,416,428,53,945,43,29,67.4,11,25.6,507,2834,1398,40,26,12,38,32,655,73,MF,25-29,Midfielder,England,Europe
203,Ross Barkley,ENG,Chelsea,Premier League,2020,26.0,1993.0,0.5,32,1,7,18,8,0,32,1,1,100.0,0,0.0,18,132,69,2,2,0,2,1,26,1,"FW,MF",25-29,Forward,England,Europe
204,Aymen Barkok,MAR,Eint Frankfurt,Bundesliga,2020,22.0,1998.0,10.9,668,12,73,309,298,28,668,45,23,51.1,22,48.9,357,2108,988,30,22,10,48,21,415,76,"MF,DF",20-24,Midfielder,Morocco,Africa
205,Ashley Barnes,ENG,Burnley,Premier League,2020,30.0,1989.0,14.8,489,11,41,208,241,66,488,2,1,50.0,1,50.0,250,813,332,8,9,4,44,21,378,79,FW,30-34,Forward,England,Europe
206,Harvey Barnes,ENG,Leicester City,Premier League,2020,22.0,1997.0,21.6,914,13,109,344,482,96,914,89,40,44.9,49,55.1,591,4576,2576,105,79,33,58,31,706,163,"FW,MF",20-24,Forward,England,Europe
209,Antonio Barreca,ITA,Fiorentina,Serie A,2020,25.0,1995.0,0.9,56,2,8,25,23,3,56,0,0,,0,,23,82,42,1,1,0,1,0,29,9,DF,25-29,Defender,Italy,Europe
213,Musa Barrow,GAM,Bologna,Serie A,2020,21.0,1998.0,32.5,1559,16,150,652,771,119,1558,71,34,47.9,37,52.1,976,5680,2529,88,52,29,103,53,1175,253,"FW,MF",20-24,Forward,Gambia,Africa
214,Kyle Bartley,ENG,West Brom,Premier League,2020,29.0,1991.0,28.7,1172,266,712,393,73,40,1172,4,4,100.0,0,0.0,440,2113,859,2,3,0,9,2,507,3,DF,25-29,Defender,England,Europe
215,Paolo Bartolomei,ITA,Spezia,Serie A,2020,30.0,1989.0,3.6,150,4,24,79,48,9,150,6,4,66.7,2,33.3,87,501,284,8,2,4,6,3,110,14,MF,30-34,Midfielder,Italy,Europe
217,Daniele Baselli,ITA,Torino,Serie A,2020,28.0,1992.0,4.4,273,7,49,164,60,5,273,7,4,57.1,3,42.9,140,777,359,7,5,1,4,2,155,9,MF,25-29,Midfielder,Italy,Europe
218,Chris Basham,ENG,Sheffield Utd,Premier League,2020,32.0,1988.0,28.6,1518,168,574,665,295,41,1518,30,21,70.0,9,30.0,707,4074,2566,38,32,2,30,19,792,48,"DF,MF",30-34,Defender,England,Europe
219,Toma Bašić,CRO,Bordeaux,Ligue 1,2020,23.0,1996.0,28.9,1570,47,308,968,305,30,1570,31,23,74.2,8,25.8,998,4752,1986,31,24,2,46,22,1132,76,MF,20-24,Midfielder,Croatia,Europe
221,Alessandro Bastoni,ITA,Inter,Serie A,2020,21.0,1999.0,32.5,2547,245,931,1357,278,19,2547,15,12,80.0,3,20.0,1649,8511,5492,70,55,2,19,6,1923,60,DF,20-24,Defender,Italy,Europe
222,Simone Bastoni,ITA,Spezia,Serie A,2020,23.0,1996.0,16.9,1272,41,363,544,382,26,1272,40,25,62.5,15,37.5,702,4151,2437,51,41,2,28,19,766,78,DF,20-24,Defender,Italy,Europe
224,Michy Batshuayi,BEL,Crystal Palace,Premier League,2020,26.0,1993.0,8.1,255,6,23,132,104,25,255,17,11,64.7,6,35.3,146,875,517,16,10,7,26,22,197,44,FW,25-29,Forward,Belgium,Europe
225,Rodrigo Battaglia,ARG,Alavés,La Liga,2020,29.0,1991.0,27.7,1253,84,366,770,129,20,1253,25,18,72.0,7,28.0,717,3705,1663,22,13,0,18,15,765,14,MF,25-29,Midfielder,Argentina,South America
227,Oliver Baumann,GER,Hoffenheim,Bundesliga,2020,30.0,1990.0,31.0,1429,1069,1414,15,0,0,1429,0,0,,0,,827,3378,1767,0,0,0,0,0,756,1,GK,30-34,Goalkeeper,Germany,Europe
228,Julian Baumgartlinger,AUT,Leverkusen,Bundesliga,2020,32.0,1988.0,11.9,758,18,143,496,123,9,758,6,6,100.0,0,0.0,389,1605,606,3,8,0,7,8,508,8,MF,30-34,Midfielder,Austria,Europe
229,Christoph Baumgartner,AUT,Hoffenheim,Bundesliga,2020,20.0,1999.0,26.3,1353,36,203,674,498,95,1353,72,35,48.6,37,51.4,759,4314,2203,68,59,19,91,36,916,133,"MF,FW",20-24,Midfielder,Austria,Europe
231,Paul Baysse,FRA,Bordeaux,Ligue 1,2020,32.0,1988.0,29.0,1989,225,986,978,33,18,1989,2,2,100.0,0,0.0,1220,5375,3139,17,10,1,3,3,1363,6,DF,30-34,Defender,France,Europe
232,Noah Joel Sarenren Bazee,NGA,Augsburg,Bundesliga,2020,23.0,1996.0,0.4,23,1,4,13,7,1,23,4,1,25.0,3,75.0,11,86,17,1,1,0,3,3,14,4,"FW,MF",20-24,Forward,Nigeria,Africa
235,Sheraldo Becker,SUR,Union Berlin,Bundesliga,2020,25.0,1995.0,12.3,437,9,64,164,224,46,437,29,15,51.7,14,48.3,260,2179,1337,61,30,23,23,11,290,87,"FW,MF",25-29,Forward,Suriname,South America
236,Timo Becker,GER,Schalke 04,Bundesliga,2020,23.0,1997.0,18.2,991,93,459,405,140,10,991,29,15,51.7,14,48.3,485,2676,1300,21,20,1,26,14,562,48,DF,20-24,Defender,Germany,Europe
238,Donny van de Beek,NED,Manchester Utd,Premier League,2020,23.0,1997.0,5.8,345,12,58,184,106,24,345,11,8,72.7,3,27.3,183,637,272,7,6,0,11,8,243,39,"MF,FW",20-24,Midfielder,Netherlands,Europe
239,Valon Behrami,SUI,Genoa,Serie A,2020,35.0,1985.0,9.9,310,20,82,169,63,6,310,3,1,33.3,2,66.7,130,553,270,5,4,2,7,2,148,16,MF,35-39,Midfielder,Switzerland,Europe
240,Brian Behrendt,GER,Arminia,Bundesliga,2020,28.0,1991.0,0.9,61,2,12,40,9,0,61,0,0,,0,,24,71,36,0,0,0,0,0,32,2,DF,25-29,Defender,Germany,Europe
241,Maximilian Beier,GER,Hoffenheim,Bundesliga,2020,17.0,2002.0,0.1,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,1,0,1,0,"FW,DF",Under 20,Forward,Germany,Europe
242,Ishak Belfodil,ALG,Hoffenheim,Bundesliga,2020,28.0,1992.0,6.6,209,5,13,84,116,35,209,26,14,53.8,12,46.2,125,559,218,9,5,4,23,13,167,54,"FW,MF",25-29,Forward,Algeria,Africa
244,Haris Belkebla,ALG,Brest,Ligue 1,2020,26.0,1994.0,30.3,1692,91,523,951,234,14,1692,34,23,67.6,11,32.4,1018,4842,2176,21,17,3,36,24,1137,32,MF,25-29,Midfielder,Algeria,Africa
245,Stefan Bell,GER,Mainz 05,Bundesliga,2020,28.0,1991.0,14.1,756,99,442,291,27,16,756,0,0,,0,,305,1598,884,1,1,0,5,2,315,3,DF,25-29,Defender,Germany,Europe
246,Karim Bellarabi,GER,Leverkusen,Bundesliga,2020,30.0,1990.0,8.9,530,5,68,196,275,51,530,43,26,60.5,17,39.5,327,2034,1062,42,27,18,22,17,397,109,"FW,MF",30-34,Forward,Germany,Europe
247,Jean-Ricner Bellegarde,FRA,Strasbourg,Ligue 1,2020,22.0,1998.0,23.2,1091,22,161,560,389,54,1091,78,45,57.7,33,42.3,651,4827,2019,64,40,19,72,38,743,97,"MF,FW",20-24,Midfielder,France,Europe
249,Jude Bellingham,ENG,Dortmund,Bundesliga,2020,17.0,2003.0,18.9,1299,20,195,730,384,52,1299,47,28,59.6,19,40.4,736,3119,1352,28,35,6,44,31,981,80,MF,Under 20,Midfielder,England,Europe
252,Sami Ben Amar,MAR,Nîmes,Ligue 1,2020,22.0,1998.0,0.1,6,0,0,3,3,0,6,0,0,,0,,3,11,6,0,0,0,1,0,4,1,MF,20-24,Midfielder,Morocco,Africa
253,Hatem Ben Arfa,FRA,Bordeaux,Ligue 1,2020,33.0,1987.0,18.9,1086,0,69,574,470,47,1086,120,76,63.3,44,36.7,724,5615,2792,81,72,25,58,58,836,131,"MF,FW",30-34,Midfielder,France,Europe
255,Wissam Ben Yedder,FRA,Monaco,Ligue 1,2020,29.0,1990.0,29.0,1167,5,61,504,616,169,1155,59,30,50.8,29,49.2,644,3184,1596,61,38,34,70,43,866,226,FW,25-29,Forward,France,Europe
256,Ahmad Benali,LBY,Crotone,Serie A,2020,28.0,1992.0,13.5,899,40,241,488,178,28,899,20,9,45.0,11,55.0,512,2501,1091,24,20,5,22,11,638,48,MF,25-29,Midfielder,Libya,Africa
257,Samy Benchamma,FRA,Montpellier,Ligue 1,2020,20.0,2000.0,0.5,27,1,8,14,5,0,27,1,0,0.0,1,100.0,13,57,25,0,0,0,0,0,15,0,"DF,MF",20-24,Defender,France,Europe
258,Lars Bender,GER,Leverkusen,Bundesliga,2020,31.0,1989.0,10.4,837,32,218,476,146,17,836,8,5,62.5,3,37.5,386,1829,835,15,13,0,12,3,508,31,DF,30-34,Defender,Germany,Europe
259,Sven Bender,GER,Leverkusen,Bundesliga,2020,31.0,1989.0,13.0,1140,90,546,575,21,11,1140,4,2,50.0,2,50.0,647,3019,1394,1,1,0,8,3,825,2,DF,30-34,Defender,Germany,Europe
260,Darío Benedetto,ARG,Marseille,Ligue 1,2020,30.0,1990.0,17.5,516,19,43,257,219,60,515,17,11,64.7,6,35.3,303,1235,376,15,10,6,41,22,387,96,FW,30-34,Forward,Argentina,South America
261,László Bénes,SVK,Augsburg,Bundesliga,2020,22.0,1997.0,7.3,319,9,59,171,95,8,319,5,2,40.0,3,60.0,148,506,218,7,5,2,14,6,191,20,MF,20-24,Midfielder,Slovakia,Europe
262,László Bénes,SVK,Gladbach,Bundesliga,2020,22.0,1997.0,1.7,127,4,22,77,28,1,127,0,0,,0,,60,248,101,2,2,0,0,2,77,6,MF,20-24,Midfielder,Slovakia,Europe
264,Loris Benito,SUI,Bordeaux,Ligue 1,2020,28.0,1992.0,29.5,2023,104,756,1003,286,15,2023,3,2,66.7,1,33.3,1099,5573,2818,57,36,1,13,8,1245,73,DF,25-29,Defender,Switzerland,Europe
266,Bilal Benkhedim,FRA,Saint-Étienne,Ligue 1,2020,19.0,2001.0,0.8,58,0,4,28,26,2,58,3,2,66.7,1,33.3,33,163,57,0,1,0,6,1,37,9,FW,Under 20,Forward,France,Europe
268,Ismaël Bennacer,ALG,Milan,Serie A,2020,22.0,1997.0,14.7,1140,33,261,749,140,4,1140,36,29,80.6,7,19.4,702,3777,1719,20,23,3,21,15,798,12,MF,20-24,Midfielder,Algeria,Africa
269,Saïd Benrahma,ALG,West Ham,Premier League,2020,24.0,1995.0,15.5,752,13,113,307,351,49,752,80,42,52.5,38,47.5,509,3605,1793,63,35,16,48,33,535,107,"FW,MF",20-24,Forward,Algeria,Africa
270,Yassine Benrahou,FRA,Nîmes,Ligue 1,2020,21.0,1999.0,13.8,742,6,89,343,318,29,742,37,17,45.9,20,54.1,411,2114,808,26,19,7,45,30,499,53,MF,20-24,Midfielder,France,Europe
271,Ramy Bensebaini,ALG,Gladbach,Bundesliga,2020,25.0,1995.0,20.1,1521,97,560,779,202,32,1520,22,13,59.1,9,40.9,780,3405,1829,27,15,5,32,10,866,64,DF,25-29,Defender,Algeria,Africa
272,Josh Benson,ENG,Burnley,Premier League,2020,20.0,1999.0,2.9,110,3,16,59,36,2,110,7,2,28.6,5,71.4,52,202,116,1,2,0,4,4,72,8,MF,20-24,Midfielder,England,Europe
273,Nabil Bentaleb,ALG,Schalke 04,Bundesliga,2020,25.0,1994.0,6.1,338,11,88,198,52,3,337,5,4,80.0,1,20.0,163,652,289,6,3,1,9,8,230,5,MF,25-29,Midfielder,Algeria,Africa
274,Rodrigo Bentancur,URU,Juventus,Serie A,2020,23.0,1997.0,25.8,2127,101,507,1312,339,15,2127,51,35,68.6,16,31.4,1174,5484,2550,35,41,3,29,16,1503,25,MF,20-24,Midfielder,Uruguay,South America
275,Christian Benteke,BEL,Crystal Palace,Premier League,2020,29.0,1990.0,20.2,837,53,82,411,350,118,837,27,16,59.3,11,40.7,351,1499,464,14,10,9,59,27,661,124,FW,25-29,Forward,Belgium,Europe
276,Karim Benzema,FRA,Real Madrid,La Liga,2020,32.0,1987.0,32.2,1533,31,119,588,837,217,1532,62,39,62.9,23,37.1,857,5094,2603,107,66,46,58,39,1287,256,FW,30-34,Forward,France,Europe
278,Alessandro Berardi,ITA,Hellas Verona,Serie A,2020,29.0,1991.0,0.3,12,12,12,0,0,0,12,0,0,,0,,6,42,33,0,0,0,0,0,4,0,GK,25-29,Goalkeeper,Italy,Europe
279,Domenico Berardi,ITA,Sassuolo,Serie A,2020,25.0,1994.0,27.5,1660,41,193,614,879,121,1652,63,30,47.6,33,52.4,1006,6316,3125,101,59,36,54,31,1213,272,FW,25-29,Forward,Italy,Europe
280,Gaetano Berardi,SUI,Leeds United,Premier League,2020,31.0,1988.0,1.3,72,6,37,32,3,1,72,0,0,,0,,36,138,79,0,0,0,0,0,45,1,DF,30-34,Defender,Switzerland,Europe
290,Federico Bernardeschi,ITA,Juventus,Serie A,2020,26.0,1994.0,10.8,707,23,139,277,297,29,707,32,22,68.8,10,31.3,416,2620,1257,37,26,5,27,12,481,85,"MF,DF",25-29,Midfielder,Italy,Europe
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,113,4,24,36,53,6,113,3,0,0.0,3,100.0,63,234,104,2,2,0,1,4,79,15,"DF,MF",25-29,Defender,Brazil,South America
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,113,4,24,36,53,6,113,3,0,0.0,3,100.0,63,234,104,2,2,0,1,4,79,15,"DF,MF",25-29,Defender,Brazil,South America
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,113,4,24,36,53,6,113,3,0,0.0,3,100.0,63,234,104,2,2,0,1,4,79,15,"DF,MF",25-29,Defender,Brazil,South America
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,113,4,24,36,53,6,113,3,0,0.0,3,100.0,63,234,104,2,2,0,1,4,79,15,"DF,MF",25-29,Defender,Brazil,South America
294,Dimitry Bertaud,COD,Montpellier,Ligue 1,2020,22.0,1998.0,8.3,330,286,330,0,0,0,330,0,0,,0,,177,952,625,0,0,0,0,0,109,0,GK,20-24,Goalkeeper,DR Congo,Africa
296,Ryan Bertrand,ENG,Southampton,Premier League,2020,30.0,1989.0,28.9,1803,58,427,894,492,42,1803,9,3,33.3,6,66.7,827,4066,2364,46,41,6,25,8,1030,120,DF,30-34,Defender,England,Europe
297,Daniel Bessa,ITA,Hellas Verona,Serie A,2020,27.0,1993.0,6.8,368,3,37,170,163,15,368,5,3,60.0,2,40.0,247,1306,619,19,19,4,18,12,287,39,MF,25-29,Midfielder,Italy,Europe
299,Jordan Beyer,GER,Gladbach,Bundesliga,2020,20.0,2000.0,2.1,117,16,56,60,1,0,117,1,1,100.0,0,0.0,59,324,184,1,1,0,2,0,62,2,DF,20-24,Defender,Germany,Europe
304,El Bilal Touré,MLI,Reims,Ligue 1,2020,18.0,2001.0,13.8,436,16,51,226,165,43,436,22,10,45.5,12,54.5,192,936,383,13,12,2,43,10,283,65,FW,Under 20,Forward,Mali,Africa
305,Cristiano Biraghi,ITA,Fiorentina,Serie A,2020,27.0,1992.0,31.1,1966,87,413,742,828,56,1966,29,13,44.8,16,55.2,996,4986,2656,91,52,8,32,5,1166,225,DF,25-29,Defender,Italy,Europe
307,Yves Bissouma,MLI,Brighton,Premier League,2020,23.0,1996.0,34.6,2106,99,500,1272,371,11,2106,73,53,72.6,20,27.4,1211,7336,3269,55,45,2,33,29,1364,26,MF,20-24,Midfielder,Mali,Africa
308,Leonardo Bittencourt,GER,Werder Bremen,Bundesliga,2020,26.0,1993.0,16.8,905,15,140,475,308,43,904,29,14,48.3,15,51.7,501,2716,1274,40,29,6,59,11,592,106,"MF,FW",25-29,Midfielder,Germany,Europe
312,Ludovic Blas,FRA,Nantes,Ligue 1,2020,22.0,1997.0,31.0,1414,16,180,738,526,76,1414,154,94,61.0,60,39.0,903,5782,2655,73,59,19,85,63,944,148,"MF,FW",20-24,Midfielder,France,Europe
314,Jérôme Boateng,GER,Bayern Munich,Bundesliga,2020,31.0,1988.0,26.3,2220,158,789,1365,81,13,2220,6,5,83.3,1,16.7,1445,7270,4053,8,18,1,5,1,1635,7,DF,30-34,Defender,Germany,Europe
315,Antonin Bobichon,FRA,Angers,Ligue 1,2020,24.0,1995.0,10.1,652,6,66,363,230,20,652,26,18,69.2,8,30.8,419,2017,915,20,24,3,17,16,478,58,"MF,FW",20-24,Midfielder,France,Europe
316,Yann Bodiger,FRA,Cádiz,La Liga,2020,25.0,1995.0,2.8,130,6,31,72,28,5,130,3,0,0.0,3,100.0,75,454,241,4,4,1,4,6,73,5,MF,25-29,Midfielder,France,Europe
317,Jean-Paul Boëtius,NED,Mainz 05,Bundesliga,2020,26.0,1994.0,22.9,1076,12,166,577,346,45,1076,41,26,63.4,15,36.6,587,2895,1421,33,28,5,49,27,692,96,"MF,FW",25-29,Midfielder,Netherlands,Europe
318,Sacha Boey,FRA,Dijon,Ligue 1,2020,19.0,2000.0,20.7,1312,76,420,596,305,19,1312,42,22,52.4,20,47.6,579,2513,1136,32,22,2,34,13,632,91,DF,Under 20,Defender,France,Europe
319,Sacha Boey,FRA,Rennes,Ligue 1,2020,19.0,2000.0,1.4,104,1,30,47,27,1,104,3,0,0.0,3,100.0,35,113,43,1,1,0,3,0,58,7,DF,Under 20,Defender,France,Europe
321,Melayro Bogarde,NED,Hoffenheim,Bundesliga,2020,18.0,2002.0,3.1,202,1,50,112,41,3,202,9,7,77.8,2,22.2,132,644,307,5,1,0,7,5,133,9,"DF,MF",Under 20,Defender,Netherlands,Europe
322,Jayden Bogle,ENG,Sheffield Utd,Premier League,2020,20.0,2000.0,12.3,568,26,154,172,250,33,568,31,11,35.5,20,64.5,267,1182,482,11,7,5,20,17,291,61,"DF,MF",20-24,Defender,England,Europe
323,Quentin Boisgard,FRA,Lorient,Ligue 1,2020,23.0,1997.0,14.6,717,6,82,292,353,24,717,40,25,62.5,15,37.5,405,2179,930,28,24,5,41,34,453,107,"MF,FW",20-24,Midfielder,France,Europe
324,Willy Boly,CIV,Wolves,Premier League,2020,29.0,1991.0,20.9,1243,126,599,603,47,23,1243,4,4,100.0,0,0.0,687,2742,1284,5,8,2,10,3,826,1,DF,25-29,Defender,Ivory Coast,Africa
325,Giacomo Bonaventura,ITA,Fiorentina,Serie A,2020,30.0,1989.0,25.1,1208,32,197,594,443,37,1208,60,40,66.7,20,33.3,710,4013,1906,49,48,7,36,30,843,91,MF,30-34,Midfielder,Italy,Europe
326,Federico Bonazzoli,ITA,Torino,Serie A,2020,23.0,1997.0,6.3,223,3,15,113,100,25,223,15,8,53.3,7,46.7,130,728,223,7,9,3,15,8,160,36,FW,20-24,Forward,Italy,Europe
327,Federico Bonazzoli,ITA,Sampdoria,Serie A,2020,23.0,1997.0,1.5,35,0,4,14,19,6,35,2,2,100.0,0,0.0,19,156,103,5,3,1,3,3,26,7,FW,20-24,Forward,Italy,Europe
328,Kevin Bonifazi,ITA,Udinese,Serie A,2020,24.0,1996.0,27.4,1613,262,872,678,74,22,1613,16,13,81.3,3,18.8,1020,5282,2586,15,14,2,19,3,1047,5,DF,20-24,Defender,Italy,Europe
330,Elias Bördner,GER,Eint Frankfurt,Bundesliga,2020,18.0,2002.0,1.0,47,41,47,0,0,0,47,0,0,,0,,26,174,62,0,0,0,0,0,19,0,GK,Under 20,Goalkeeper,Germany,Europe
331,Dennis Borkowski,GER,RB Leipzig,Bundesliga,2020,18.0,2002.0,0.1,9,0,0,4,5,0,9,0,0,,0,,7,35,9,0,0,0,2,0,7,4,"MF,FW",Under 20,Midfielder,Germany,Europe
332,Sebastiaan Bornauw,BEL,Köln,Bundesliga,2020,21.0,1999.0,23.1,1164,181,717,412,42,27,1164,6,4,66.7,2,33.3,626,2776,1131,4,4,0,7,0,682,4,DF,20-24,Defender,Belgium,Europe
333,Sven Botman,NED,Lille,Ligue 1,2020,20.0,2000.0,36.8,2906,234,1369,1474,74,35,2906,9,7,77.8,2,22.2,1846,8331,4770,24,19,0,19,3,2078,7,DF,20-24,Defender,Netherlands,Europe
334,Denis Bouanga,GAB,Saint-Étienne,Ligue 1,2020,25.0,1994.0,30.2,1337,45,210,587,559,162,1333,127,57,44.9,70,55.1,746,4925,2500,85,43,40,121,53,896,222,"MF,FW",25-29,Midfielder,Gabon,Africa
335,Hicham Boudaoui,ALG,Nice,Ligue 1,2020,20.0,1999.0,19.3,1063,39,227,592,251,27,1063,39,24,61.5,15,38.5,640,3312,1614,33,28,4,38,22,769,70,MF,20-24,Midfielder,Algeria,Africa
336,Ryad Boudebouz,ALG,Saint-Étienne,Ligue 1,2020,30.0,1990.0,7.2,533,1,64,264,216,14,531,24,14,58.3,10,41.7,312,1971,991,20,25,1,16,9,381,36,"MF,FW",30-34,Midfielder,Algeria,Africa
338,Nassim Boujellab,MAR,Schalke 04,Bundesliga,2020,21.0,1999.0,6.7,277,10,49,142,92,18,277,10,5,50.0,5,50.0,154,821,370,9,9,3,18,13,168,29,"MF,FW",20-24,Midfielder,Morocco,Africa
339,Farid Boulaya,ALG,Metz,Ligue 1,2020,27.0,1993.0,31.3,1878,8,166,1044,704,45,1876,92,58,63.0,34,37.0,1164,8132,3650,120,89,20,73,35,1269,116,"MF,FW",25-29,Midfielder,Algeria,Africa
343,Benjamin Bourigeaud,FRA,Rennes,Ligue 1,2020,26.0,1994.0,28.4,2169,39,263,1136,782,55,2169,16,8,50.0,8,50.0,1136,3920,1749,21,31,6,30,15,1493,164,"MF,FW",25-29,Midfielder,France,Europe
345,Jarrod Bowen,ENG,West Ham,Premier League,2020,23.0,1996.0,28.5,1038,12,142,391,528,103,1038,67,36,53.7,31,46.3,611,5080,1881,83,44,40,63,50,692,165,"FW,MF",20-24,Forward,England,Europe
347,John Boye,GHA,Metz,Ligue 1,2020,33.0,1987.0,33.8,1634,229,987,623,29,17,1634,4,3,75.0,1,25.0,829,2963,1045,4,4,1,14,3,894,0,DF,30-34,Defender,Ghana,Africa
348,Lucas Boyé,ARG,Elche,La Liga,2020,24.0,1996.0,29.9,1137,31,112,619,427,95,1137,117,66,56.4,51,43.6,690,3281,1164,43,29,17,163,79,815,117,FW,20-24,Forward,Argentina,South America
352,Domagoj Bradarić,CRO,Lille,Ligue 1,2020,20.0,1999.0,14.0,1044,31,249,517,283,14,1044,13,8,61.5,5,38.5,612,2763,1628,42,33,5,21,5,638,93,DF,20-24,Defender,Croatia,Europe
353,Robbie Brady,IRL,Burnley,Premier League,2020,28.0,1992.0,11.7,537,43,121,240,185,22,537,15,11,73.3,4,26.7,250,1482,597,14,11,3,17,9,292,40,MF,25-29,Midfielder,Republic of Ireland,Europe
354,Martin Braithwaite,DEN,Barcelona,La Liga,2020,29.0,1991.0,13.1,391,10,40,131,221,70,390,16,9,56.3,7,43.8,240,1230,539,20,14,14,32,16,310,91,FW,25-29,Forward,Denmark,Europe
355,Julian Brandt,GER,Dortmund,Bundesliga,2020,24.0,1996.0,16.6,1132,10,123,526,497,59,1132,39,23,59.0,16,41.0,653,3755,1291,39,24,15,42,28,871,142,"FW,MF",20-24,Forward,Germany,Europe
357,Lilian Brassier,FRA,Brest,Ligue 1,2020,20.0,1999.0,10.7,824,103,405,382,38,7,824,6,4,66.7,2,33.3,528,2661,1524,2,11,0,17,1,562,15,DF,20-24,Defender,France,Europe
359,Claudio Bravo,CHI,Betis,La Liga,2020,37.0,1983.0,20.0,699,590,696,3,0,0,699,3,3,100.0,0,0.0,367,1849,1229,0,0,0,0,0,297,0,GK,35-39,Goalkeeper,Chile,South America
360,Fabian Bredlow,GER,Stuttgart,Bundesliga,2020,25.0,1995.0,1.0,43,39,43,0,0,0,43,0,0,,0,,18,61,36,0,0,0,0,0,14,0,GK,25-29,Goalkeeper,Germany,Europe
364,Rhian Brewster,ENG,Sheffield Utd,Premier League,2020,20.0,2000.0,12.5,342,4,27,140,178,30,342,15,8,53.3,7,46.7,176,801,306,11,11,4,20,18,225,48,"FW,MF",20-24,Forward,England,Europe
365,Anthony Briançon,FRA,Nîmes,Ligue 1,2020,25.0,1994.0,13.6,989,114,597,382,14,6,989,1,1,100.0,0,0.0,581,2812,1637,9,3,0,3,0,638,0,DF,25-29,Defender,France,Europe
366,Jimmy Briand,FRA,Bordeaux,Ligue 1,2020,34.0,1985.0,6.3,239,3,19,137,85,21,238,5,2,40.0,3,60.0,118,550,125,3,3,2,30,9,185,22,FW,30-34,Forward,France,Europe
369,Dylan Bronn,TUN,Metz,Ligue 1,2020,25.0,1995.0,37.9,2114,193,1045,1005,76,19,2112,19,15,78.9,4,21.1,1274,6385,4032,37,26,2,10,9,1369,7,DF,25-29,Defender,Tunisia,Africa
370,John Brooks,USA,Wolfsburg,Bundesliga,2020,27.0,1993.0,30.8,2282,210,1036,1206,53,29,2282,11,6,54.5,5,45.5,1340,7653,4485,28,13,2,11,4,1417,6,DF,25-29,Defender,United States,North America
371,Daniel Brosinski,GER,Mainz 05,Bundesliga,2020,32.0,1988.0,15.9,993,52,273,440,288,7,991,17,7,41.2,10,58.8,382,1931,981,21,16,4,10,8,464,66,"DF,FW",30-34,Defender,Germany,Europe
372,Josh Brownhill,ENG,Burnley,Premier League,2020,24.0,1995.0,31.3,1506,69,262,835,423,61,1506,21,15,71.4,7,33.3,682,2691,1125,22,33,4,35,15,819,69,MF,20-24,Midfielder,England,Europe
374,Gastón Brugman,URU,Parma,Serie A,2020,27.0,1992.0,18.0,1288,56,353,749,204,4,1288,19,16,84.2,3,15.8,701,3614,1818,22,24,1,20,9,831,17,MF,25-29,Midfielder,Uruguay,South America
375,Juan Brunet,ARG,Granada,La Liga,2020,22.0,1998.0,0.3,10,1,3,3,4,0,10,0,0,,0,,2,7,1,0,1,0,0,0,5,0,MF,20-24,Midfielder,Argentina,South America
