rk,player,nation,squad,comp,season,age,born,ninety_mins_played,touches,def_pen_area_touches,def_third_touches,mid_third_touches,att_third_touches,att_pen_area_touches,live_ball_touches,take_ons_attempted,take_ons_successful,take_on_succ_pct,take_ons_tackled,take_on_tackled_pct,carries,total_distance_carried,progressive_carries_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position,age_range,general_position,country,continent
1206,Jony,ESP,Lazio,Serie A,2019,28.0,1991.0,13.1,761,19,155,270,343,18,761,23,10,43.5,13,56.5,357,2020,1044,33,20,9,22,6,461,110,"DF,FW",25-29,Defender,Spain,Europe
1207,Joan Jordán,ESP,Sevilla,La Liga,2019,25.0,1994.0,25.0,1998,40,332,1127,556,38,1998,54,40,74.1,14,25.9,1125,5212,2335,40,40,6,36,21,1416,82,MF,25-29,Midfielder,Spain,Europe
1212,Joselu,ESP,Alavés,La Liga,2019,29.0,1990.0,30.9,1387,50,134,760,501,130,1386,34,13,38.2,21,61.8,708,2113,639,13,18,5,90,43,1083,117,FW,25-29,Forward,Spain,Europe
1218,Luka Jović,SRB,Real Madrid,La Liga,2019,21.0,1997.0,4.8,176,1,7,96,76,16,176,9,5,55.6,4,44.4,102,381,145,4,6,0,8,4,141,27,FW,20-24,Forward,Serbia,Europe
1219,Juanmi,ESP,Betis,La Liga,2019,26.0,1993.0,2.9,84,1,6,35,43,11,84,3,2,66.7,1,33.3,49,243,108,3,5,1,13,4,59,13,"FW,MF",25-29,Forward,Spain,Europe
1220,David Juncà,ESP,Celta Vigo,La Liga,2019,25.0,1993.0,2.9,169,5,48,87,37,2,169,4,2,50.0,2,50.0,98,577,371,7,7,2,3,0,107,8,DF,25-29,Defender,Spain,Europe
1241,Kevin Kampl,SVN,RB Leipzig,Bundesliga,2019,28.0,1990.0,7.5,587,9,99,379,117,5,587,9,7,77.8,2,22.2,354,1753,846,14,13,2,10,6,435,22,MF,25-29,Midfielder,Slovenia,Europe
1273,Joshua King,NOR,Bournemouth,Premier League,2019,27.0,1992.0,22.3,817,12,88,350,399,84,814,107,52,48.6,55,51.4,555,4169,1749,60,47,23,77,54,585,151,"FW,MF",25-29,Forward,Norway,Europe
1289,Koke,ESP,Atlético Madrid,La Liga,2019,27.0,1992.0,30.0,2030,44,323,1128,587,50,2030,22,14,63.6,8,36.4,1084,3797,1751,26,41,3,46,34,1384,83,MF,25-29,Midfielder,Spain,Europe
1290,Aleksandar Kolarov,SRB,Roma,Serie A,2019,33.0,1985.0,30.4,2105,96,551,891,682,67,2101,35,19,54.3,16,45.7,1039,5776,3584,86,46,15,22,11,1314,193,DF,30-34,Defender,Serbia,Europe
1314,Dawid Kownacki,POL,Düsseldorf,Bundesliga,2019,22.0,1997.0,12.1,498,7,73,220,216,48,498,49,19,38.8,30,61.2,264,1799,645,21,21,11,35,13,310,91,"FW,MF",20-24,Forward,Poland,Europe
1322,Rene Krhin,SVN,Nantes,Ligue 1,2019,29.0,1990.0,3.6,191,24,101,86,7,2,191,0,0,,0,,98,432,78,0,0,0,3,0,96,1,"DF,MF",25-29,Defender,Slovenia,Europe
1346,Víctor Laguardia,ESP,Alavés,La Liga,2019,29.0,1989.0,29.5,1329,157,761,548,27,15,1329,6,4,66.7,2,33.3,687,2802,1284,6,5,3,9,2,667,4,DF,25-29,Defender,Spain,Europe
1362,Aymeric Laporte,ESP,Manchester City,Premier League,2019,25.0,1994.0,12.2,1228,80,432,765,35,8,1228,3,2,66.7,1,33.3,946,5450,3802,23,18,0,1,1,978,3,DF,25-29,Defender,Spain,Europe
1369,Toni Lato,ESP,Osasuna,La Liga,2019,21.0,1997.0,5.2,322,15,99,132,97,5,322,5,3,60.0,2,40.0,114,586,214,6,5,0,5,1,131,15,"DF,MF",20-24,Defender,Spain,Europe
1377,Darko Lazović,SRB,Hellas Verona,Serie A,2019,28.0,1990.0,36.0,1962,85,358,851,764,106,1962,84,37,44.0,47,56.0,999,6307,3937,143,69,54,40,18,1219,321,DF,25-29,Defender,Serbia,Europe
1380,Robin Le Normand,ESP,Real Sociedad,La Liga,2019,22.0,1996.0,26.6,1951,177,952,967,39,23,1951,3,2,66.7,1,33.3,1279,6864,3861,15,7,0,5,2,1349,2,DF,20-24,Defender,Spain,Europe
1394,Iñigo Lekue,ESP,Athletic Club,La Liga,2019,26.0,1993.0,6.9,389,17,79,147,169,9,389,39,13,33.3,26,66.7,185,1363,725,24,17,3,19,9,230,41,"FW,DF",25-29,Forward,Spain,Europe
1403,Pedro León,ESP,Eibar,La Liga,2019,32.0,1986.0,21.1,934,12,74,321,546,56,934,31,19,61.3,12,38.7,475,2378,828,30,24,9,47,31,558,179,"MF,FW",30-34,Midfielder,Spain,Europe
1404,Sergio León,ESP,Levante,La Liga,2019,30.0,1989.0,7.5,166,2,12,67,87,24,166,8,3,37.5,5,62.5,101,393,110,7,1,5,20,10,123,38,FW,30-34,Forward,Spain,Europe
1409,Robert Lewandowski,POL,Bayern Munich,Bundesliga,2019,30.0,1988.0,30.7,1178,14,43,409,738,250,1173,90,58,64.4,32,35.6,768,3989,1623,70,44,47,81,54,981,245,FW,30-34,Forward,Poland,Europe
1410,Jamal Lewis,NIR,Norwich City,Premier League,2019,21.0,1998.0,25.6,1626,117,638,638,357,23,1626,65,34,52.3,31,47.7,931,5940,3418,100,65,12,36,21,937,106,DF,20-24,Defender,Northern Ireland,Europe
1422,Karol Linetty,POL,Sampdoria,Serie A,2019,24.0,1995.0,22.4,1032,27,192,492,366,49,1032,57,37,64.9,20,35.1,557,3363,1940,59,44,11,50,26,633,103,MF,20-24,Midfielder,Poland,Europe
1424,Pol Lirola,ESP,Fiorentina,Serie A,2019,21.0,1997.0,29.4,1551,72,400,642,533,62,1551,71,46,64.8,25,35.2,857,6129,3890,98,63,23,39,14,952,169,DF,20-24,Defender,Spain,Europe
1425,Diego Llorente,ESP,Real Sociedad,La Liga,2019,25.0,1993.0,25.9,1854,185,940,886,38,14,1854,9,8,88.9,1,11.1,1158,6955,4493,30,7,0,17,2,1266,3,DF,25-29,Defender,Spain,Europe
1425,Diego Llorente,ESP,Real Sociedad,La Liga,2019,25.0,1993.0,25.9,1854,185,940,886,38,14,1854,9,8,88.9,1,11.1,1158,6955,4493,30,7,0,17,2,1266,3,DF,25-29,Defender,Spain,Europe
1425,Diego Llorente,ESP,Real Sociedad,La Liga,2019,25.0,1993.0,25.9,1854,185,940,886,38,14,1854,9,8,88.9,1,11.1,1158,6955,4493,30,7,0,17,2,1266,3,DF,25-29,Defender,Spain,Europe
1425,Diego Llorente,ESP,Real Sociedad,La Liga,2019,25.0,1993.0,25.9,1854,185,940,886,38,14,1854,9,8,88.9,1,11.1,1158,6955,4493,30,7,0,17,2,1266,3,DF,25-29,Defender,Spain,Europe
1426,Fernando Llorente,ESP,Napoli,Serie A,2019,34.0,1985.0,5.6,226,4,9,79,139,59,226,4,2,50.0,2,50.0,118,489,135,5,4,2,16,10,194,51,FW,30-34,Forward,Spain,Europe
1427,Marcos Llorente,ESP,Atlético Madrid,La Liga,2019,24.0,1995.0,15.2,658,18,116,359,193,44,658,32,27,84.4,5,15.6,385,2350,1195,39,23,18,28,26,419,75,"MF,FW",20-24,Midfielder,Spain,Europe
1447,Adrián López,ESP,Osasuna,La Liga,2019,31.0,1988.0,16.0,638,11,33,289,319,65,637,44,23,52.3,21,47.7,400,2713,1412,58,38,23,29,24,511,110,FW,30-34,Forward,Spain,Europe
1447,Adrián López,ESP,Osasuna,La Liga,2019,31.0,1988.0,16.0,638,11,33,289,319,65,637,44,23,52.3,21,47.7,400,2713,1412,58,38,23,29,24,511,110,FW,30-34,Forward,Spain,Europe
1447,Adrián López,ESP,Osasuna,La Liga,2019,31.0,1988.0,16.0,638,11,33,289,319,65,637,44,23,52.3,21,47.7,400,2713,1412,58,38,23,29,24,511,110,FW,30-34,Forward,Spain,Europe
1447,Adrián López,ESP,Osasuna,La Liga,2019,31.0,1988.0,16.0,638,11,33,289,319,65,637,44,23,52.3,21,47.7,400,2713,1412,58,38,23,29,24,511,110,FW,30-34,Forward,Spain,Europe
1448,David López,ESP,Espanyol,La Liga,2019,29.0,1989.0,27.3,1634,110,606,897,148,24,1634,6,4,66.7,2,33.3,898,4372,2397,18,12,0,25,14,997,18,"DF,MF",25-29,Defender,Spain,Europe
1448,David López,ESP,Espanyol,La Liga,2019,29.0,1989.0,27.3,1634,110,606,897,148,24,1634,6,4,66.7,2,33.3,898,4372,2397,18,12,0,25,14,997,18,"DF,MF",25-29,Defender,Spain,Europe
1448,David López,ESP,Espanyol,La Liga,2019,29.0,1989.0,27.3,1634,110,606,897,148,24,1634,6,4,66.7,2,33.3,898,4372,2397,18,12,0,25,14,997,18,"DF,MF",25-29,Defender,Spain,Europe
1448,David López,ESP,Espanyol,La Liga,2019,29.0,1989.0,27.3,1634,110,606,897,148,24,1634,6,4,66.7,2,33.3,898,4372,2397,18,12,0,25,14,997,18,"DF,MF",25-29,Defender,Spain,Europe
1449,Diego López,ESP,Espanyol,La Liga,2019,37.0,1981.0,35.9,1216,1025,1206,11,0,0,1216,3,3,100.0,0,0.0,569,4049,2990,0,0,0,1,0,384,0,GK,35-39,Goalkeeper,Spain,Europe
1449,Diego López,ESP,Espanyol,La Liga,2019,37.0,1981.0,35.9,1216,1025,1206,11,0,0,1216,3,3,100.0,0,0.0,569,4049,2990,0,0,0,1,0,384,0,GK,35-39,Goalkeeper,Spain,Europe
1449,Diego López,ESP,Espanyol,La Liga,2019,37.0,1981.0,35.9,1216,1025,1206,11,0,0,1216,3,3,100.0,0,0.0,569,4049,2990,0,0,0,1,0,384,0,GK,35-39,Goalkeeper,Spain,Europe
1449,Diego López,ESP,Espanyol,La Liga,2019,37.0,1981.0,35.9,1216,1025,1206,11,0,0,1216,3,3,100.0,0,0.0,569,4049,2990,0,0,0,1,0,384,0,GK,35-39,Goalkeeper,Spain,Europe
1449,Diego López,ESP,Espanyol,La Liga,2019,37.0,1981.0,35.9,1216,1025,1206,11,0,0,1216,3,3,100.0,0,0.0,569,4049,2990,0,0,0,1,0,384,0,GK,35-39,Goalkeeper,Spain,Europe
1449,Diego López,ESP,Espanyol,La Liga,2019,37.0,1981.0,35.9,1216,1025,1206,11,0,0,1216,3,3,100.0,0,0.0,569,4049,2990,0,0,0,1,0,384,0,GK,35-39,Goalkeeper,Spain,Europe
1449,Diego López,ESP,Espanyol,La Liga,2019,37.0,1981.0,35.9,1216,1025,1206,11,0,0,1216,3,3,100.0,0,0.0,569,4049,2990,0,0,0,1,0,384,0,GK,35-39,Goalkeeper,Spain,Europe
1449,Diego López,ESP,Espanyol,La Liga,2019,37.0,1981.0,35.9,1216,1025,1206,11,0,0,1216,3,3,100.0,0,0.0,569,4049,2990,0,0,0,1,0,384,0,GK,35-39,Goalkeeper,Spain,Europe
1449,Diego López,ESP,Espanyol,La Liga,2019,37.0,1981.0,35.9,1216,1025,1206,11,0,0,1216,3,3,100.0,0,0.0,569,4049,2990,0,0,0,1,0,384,0,GK,35-39,Goalkeeper,Spain,Europe
1450,Javi López,ESP,Alavés,La Liga,2019,17.0,2002.0,1.0,47,6,20,15,12,0,47,3,2,66.7,1,33.3,14,81,43,1,0,0,1,0,16,3,DF,Under 20,Defender,Spain,Europe
1450,Javi López,ESP,Alavés,La Liga,2019,17.0,2002.0,1.0,47,6,20,15,12,0,47,3,2,66.7,1,33.3,14,81,43,1,0,0,1,0,16,3,DF,Under 20,Defender,Spain,Europe
1450,Javi López,ESP,Alavés,La Liga,2019,17.0,2002.0,1.0,47,6,20,15,12,0,47,3,2,66.7,1,33.3,14,81,43,1,0,0,1,0,16,3,DF,Under 20,Defender,Spain,Europe
1450,Javi López,ESP,Alavés,La Liga,2019,17.0,2002.0,1.0,47,6,20,15,12,0,47,3,2,66.7,1,33.3,14,81,43,1,0,0,1,0,16,3,DF,Under 20,Defender,Spain,Europe
1451,Javi López,ESP,Espanyol,La Liga,2019,33.0,1986.0,15.4,866,44,302,376,201,4,866,25,17,68.0,8,32.0,385,1977,965,20,19,1,14,9,386,62,DF,30-34,Defender,Spain,Europe
1451,Javi López,ESP,Espanyol,La Liga,2019,33.0,1986.0,15.4,866,44,302,376,201,4,866,25,17,68.0,8,32.0,385,1977,965,20,19,1,14,9,386,62,DF,30-34,Defender,Spain,Europe
1451,Javi López,ESP,Espanyol,La Liga,2019,33.0,1986.0,15.4,866,44,302,376,201,4,866,25,17,68.0,8,32.0,385,1977,965,20,19,1,14,9,386,62,DF,30-34,Defender,Spain,Europe
1451,Javi López,ESP,Espanyol,La Liga,2019,33.0,1986.0,15.4,866,44,302,376,201,4,866,25,17,68.0,8,32.0,385,1977,965,20,19,1,14,9,386,62,DF,30-34,Defender,Spain,Europe
1454,Pau López,ESP,Roma,Serie A,2019,24.0,1994.0,32.0,1119,948,1111,9,0,0,1119,0,0,,0,,539,2226,1317,0,0,0,2,0,500,0,GK,20-24,Goalkeeper,Spain,Europe
1455,Roberto López,ESP,Real Sociedad,La Liga,2019,19.0,2000.0,0.6,55,3,7,27,22,0,55,3,2,66.7,1,33.3,37,160,40,0,3,0,1,1,36,6,"FW,MF",Under 20,Forward,Spain,Europe
1456,Unai López,ESP,Athletic Club,La Liga,2019,23.0,1995.0,19.9,1392,20,196,874,339,11,1392,19,13,68.4,6,31.6,743,3889,1566,25,28,1,19,22,917,25,MF,20-24,Midfielder,Spain,Europe
1457,Iker Losada,ESP,Celta Vigo,La Liga,2019,17.0,2001.0,0.1,14,1,1,5,8,1,14,0,0,,0,,9,45,24,1,1,1,1,0,9,7,"MF,FW",Under 20,Midfielder,Spain,Europe
1466,Pol Lozano,ESP,Espanyol,La Liga,2019,19.0,1999.0,1.9,100,1,32,60,9,1,100,0,0,,0,,60,335,129,3,1,0,1,0,56,2,MF,Under 20,Midfielder,Spain,Europe
1471,José Luis Morales,ESP,Levante,La Liga,2019,32.0,1987.0,28.0,951,12,120,333,514,122,951,88,39,44.3,49,55.7,624,4393,2216,90,47,48,70,42,719,207,"FW,MF",30-34,Forward,Spain,Europe
1479,Saša Lukić,SRB,Torino,Serie A,2019,22.0,1996.0,20.7,1016,33,190,580,258,26,1016,26,17,65.4,9,34.6,601,3656,2090,55,42,8,33,8,670,42,MF,20-24,Midfielder,Serbia,Europe
1511,Nikola Maksimović,SRB,Napoli,Serie A,2019,27.0,1991.0,20.0,1563,205,707,800,67,21,1563,14,9,64.3,5,35.7,1053,5513,3217,13,6,0,6,3,1149,9,DF,25-29,Defender,Serbia,Europe
1531,Javier Manquillo,ESP,Newcastle Utd,Premier League,2019,25.0,1994.0,17.8,814,81,305,325,194,11,814,25,13,52.0,12,48.0,362,1899,996,22,24,2,19,2,402,49,DF,25-29,Defender,Spain,Europe
1540,Óscar de Marcos,ESP,Athletic Club,La Liga,2019,30.0,1989.0,6.0,267,14,59,119,93,4,267,5,2,40.0,3,60.0,126,752,374,14,6,1,8,3,154,28,"DF,FW",30-34,Defender,Spain,Europe
1542,Miguel Marí,ESP,Eibar,La Liga,2019,22.0,1997.0,0.1,5,0,0,5,0,0,5,0,0,,0,,2,6,3,0,0,0,3,0,1,0,MF,20-24,Midfielder,Spain,Europe
1543,Pablo Marí,ESP,Arsenal,Premier League,2019,25.0,1993.0,1.3,114,19,53,59,2,0,114,0,0,,0,,70,476,294,0,0,0,0,0,83,0,DF,25-29,Defender,Spain,Europe
1557,Roger Martí,ESP,Levante,La Liga,2019,28.0,1991.0,25.2,696,14,71,307,324,87,692,22,13,59.1,9,40.9,414,1763,758,29,16,12,72,23,523,132,FW,25-29,Forward,Spain,Europe
1559,Aarón Martín,ESP,Mainz 05,Bundesliga,2019,22.0,1997.0,19.9,1072,48,288,450,351,11,1072,28,19,67.9,9,32.1,527,3129,1546,40,26,3,15,15,514,90,DF,20-24,Defender,Spain,Europe
1566,Álex Martínez,ESP,Granada,La Liga,2019,28.0,1990.0,0.2,10,0,2,3,7,0,10,0,0,,0,,6,35,20,1,1,0,0,0,5,0,DF,25-29,Defender,Spain,Europe
1568,Iñigo Martínez,ESP,Athletic Club,La Liga,2019,28.0,1991.0,33.0,1903,180,835,971,120,33,1903,12,7,58.3,5,41.7,943,5925,3611,36,31,0,17,4,1055,21,DF,25-29,Defender,Spain,Europe
1569,Javi Martínez,ESP,Osasuna,La Liga,2019,19.0,1999.0,0.1,10,1,1,4,5,1,10,0,0,,0,,5,51,10,0,0,0,3,0,8,2,MF,Under 20,Midfielder,Spain,Europe
1569,Javi Martínez,ESP,Osasuna,La Liga,2019,19.0,1999.0,0.1,10,1,1,4,5,1,10,0,0,,0,,5,51,10,0,0,0,3,0,8,2,MF,Under 20,Midfielder,Spain,Europe
1569,Javi Martínez,ESP,Osasuna,La Liga,2019,19.0,1999.0,0.1,10,1,1,4,5,1,10,0,0,,0,,5,51,10,0,0,0,3,0,8,2,MF,Under 20,Midfielder,Spain,Europe
1569,Javi Martínez,ESP,Osasuna,La Liga,2019,19.0,1999.0,0.1,10,1,1,4,5,1,10,0,0,,0,,5,51,10,0,0,0,3,0,8,2,MF,Under 20,Midfielder,Spain,Europe
1570,Javi Martínez,ESP,Bayern Munich,Bundesliga,2019,30.0,1988.0,7.5,689,54,283,382,27,4,689,2,2,100.0,0,0.0,397,2117,1237,5,5,0,2,0,483,5,"DF,MF",30-34,Defender,Spain,Europe
1570,Javi Martínez,ESP,Bayern Munich,Bundesliga,2019,30.0,1988.0,7.5,689,54,283,382,27,4,689,2,2,100.0,0,0.0,397,2117,1237,5,5,0,2,0,483,5,"DF,MF",30-34,Defender,Spain,Europe
1570,Javi Martínez,ESP,Bayern Munich,Bundesliga,2019,30.0,1988.0,7.5,689,54,283,382,27,4,689,2,2,100.0,0,0.0,397,2117,1237,5,5,0,2,0,483,5,"DF,MF",30-34,Defender,Spain,Europe
1570,Javi Martínez,ESP,Bayern Munich,Bundesliga,2019,30.0,1988.0,7.5,689,54,283,382,27,4,689,2,2,100.0,0,0.0,397,2117,1237,5,5,0,2,0,483,5,"DF,MF",30-34,Defender,Spain,Europe
1573,Pablo Martínez,ESP,Levante,La Liga,2019,21.0,1998.0,0.4,28,4,11,10,7,1,28,2,0,0.0,2,100.0,11,57,9,0,0,0,1,2,11,0,MF,20-24,Midfielder,Spain,Europe
1573,Pablo Martínez,ESP,Levante,La Liga,2019,21.0,1998.0,0.4,28,4,11,10,7,1,28,2,0,0.0,2,100.0,11,57,9,0,0,0,1,2,11,0,MF,20-24,Midfielder,Spain,Europe
1573,Pablo Martínez,ESP,Levante,La Liga,2019,21.0,1998.0,0.4,28,4,11,10,7,1,28,2,0,0.0,2,100.0,11,57,9,0,0,0,1,2,11,0,MF,20-24,Midfielder,Spain,Europe
1573,Pablo Martínez,ESP,Levante,La Liga,2019,21.0,1998.0,0.4,28,4,11,10,7,1,28,2,0,0.0,2,100.0,11,57,9,0,0,0,1,2,11,0,MF,20-24,Midfielder,Spain,Europe
1581,Jordi Masip,ESP,Valladolid,La Liga,2019,30.0,1989.0,35.0,1112,969,1108,4,0,0,1112,0,0,,0,,492,3583,2689,0,0,0,2,0,338,0,GK,30-34,Goalkeeper,Spain,Europe
1583,Jaime Mata,ESP,Getafe,La Liga,2019,30.0,1988.0,30.5,1098,15,64,435,604,135,1094,32,14,43.8,18,56.3,620,2329,648,25,21,10,107,48,867,224,FW,30-34,Forward,Spain,Europe
1599,Borja Mayoral,ESP,Levante,La Liga,2019,22.0,1997.0,23.8,746,15,66,349,337,80,746,47,27,57.4,20,42.6,488,2696,982,38,20,14,37,42,604,148,FW,20-24,Forward,Spain,Europe
1625,Óscar Melendo,ESP,Espanyol,La Liga,2019,21.0,1997.0,12.4,428,5,50,229,155,9,428,15,9,60.0,6,40.0,299,1941,749,18,14,2,11,17,350,46,"MF,FW",20-24,Midfielder,Spain,Europe
1626,Gonzalo Melero,ESP,Levante,La Liga,2019,25.0,1994.0,13.7,699,35,179,396,132,28,698,16,11,68.8,5,31.3,394,1734,801,11,13,4,24,13,475,21,MF,25-29,Midfielder,Spain,Europe
1631,Brais Méndez,ESP,Celta Vigo,La Liga,2019,22.0,1997.0,16.4,907,27,152,435,330,38,907,41,22,53.7,19,46.3,549,2522,1233,35,22,10,42,20,633,113,"MF,FW",20-24,Midfielder,Spain,Europe
1642,Jorge Meré,ESP,Köln,Bundesliga,2019,22.0,1997.0,6.9,466,56,251,201,15,2,466,1,1,100.0,0,0.0,275,1283,736,4,1,0,4,3,305,0,DF,20-24,Defender,Spain,Europe
1644,Fran Mérida,ESP,Osasuna,La Liga,2019,29.0,1990.0,12.9,929,18,173,617,153,9,929,31,23,74.2,8,25.8,544,2286,1239,13,17,1,19,14,615,22,MF,25-29,Midfielder,Spain,Europe
1645,Mikel Merino,ESP,Real Sociedad,La Liga,2019,23.0,1996.0,34.9,2407,81,426,1445,552,58,2407,60,37,61.7,22,36.7,1329,5614,2912,47,52,3,57,50,1666,95,MF,20-24,Midfielder,Spain,Europe
1646,Sabin Merino,ESP,Leganés,La Liga,2019,27.0,1992.0,0.9,25,0,2,5,18,4,25,0,0,,0,,14,154,23,2,1,1,0,1,20,7,FW,25-29,Forward,Spain,Europe
1649,Roque Mesa,ESP,Leganés,La Liga,2019,30.0,1989.0,22.4,1142,16,149,651,371,18,1142,65,41,63.1,24,36.9,755,4512,2183,43,47,4,50,32,761,55,MF,30-34,Midfielder,Spain,Europe
1660,Nikola Milenković,SRB,Fiorentina,Serie A,2019,21.0,1997.0,36.2,2106,260,1001,997,131,34,2106,9,7,77.8,2,22.2,1184,6949,4503,44,25,1,20,8,1329,7,DF,20-24,Defender,Serbia,Europe
1661,Arkadiusz Milik,POL,Napoli,Serie A,2019,25.0,1994.0,19.4,644,13,38,291,320,99,644,15,7,46.7,8,53.3,398,1389,571,14,16,7,38,16,508,121,FW,25-29,Forward,Poland,Europe
1662,Sergej Milinković-Savić,SRB,Lazio,Serie A,2019,24.0,1995.0,33.7,2272,91,430,1116,750,114,2272,58,41,70.7,17,29.3,1217,5829,2684,58,59,5,81,47,1648,144,MF,20-24,Midfielder,Serbia,Europe
1667,Santi Mina,ESP,Celta Vigo,La Liga,2019,23.0,1995.0,21.6,966,33,109,439,423,73,966,34,14,41.2,20,58.8,548,2545,1158,35,26,9,58,36,727,180,"FW,MF",20-24,Forward,Spain,Europe
1671,Jorge Miramón,ESP,Levante,La Liga,2019,30.0,1989.0,27.0,1542,118,656,540,356,26,1542,32,19,59.4,13,40.6,684,3618,2098,62,32,7,22,11,762,111,DF,30-34,Defender,Spain,Europe
1672,Juan Miranda,ESP,Schalke 04,Bundesliga,2019,19.0,2000.0,8.7,491,29,156,224,115,5,491,6,3,50.0,3,50.0,214,1071,581,15,9,1,15,5,253,37,DF,Under 20,Defender,Spain,Europe
1684,Jorge Molina,ESP,Getafe,La Liga,2019,37.0,1982.0,21.0,834,20,47,329,463,92,832,41,23,56.1,18,43.9,473,1930,758,27,26,14,59,34,656,154,FW,35-39,Forward,Spain,Europe
1686,Jon Moncayola,ESP,Osasuna,La Liga,2019,21.0,1998.0,16.6,839,27,208,525,116,7,839,11,10,90.9,1,9.1,334,1354,573,8,9,1,16,10,429,27,"MF,DF",20-24,Midfielder,Spain,Europe
1689,Nacho Monreal,ESP,Arsenal,Premier League,2019,33.0,1986.0,3.0,233,16,88,89,57,5,233,4,2,50.0,2,50.0,128,508,295,4,4,3,3,1,159,14,DF,30-34,Defender,Spain,Europe
1690,Nacho Monreal,ESP,Real Sociedad,La Liga,2019,33.0,1986.0,26.6,1649,75,520,754,385,43,1649,15,10,66.7,5,33.3,769,3556,1930,40,35,3,22,6,917,129,DF,30-34,Defender,Spain,Europe
1691,Joan Monterde,ESP,Levante,La Liga,2019,21.0,1997.0,0.1,9,0,3,5,1,0,9,1,0,0.0,1,100.0,8,39,22,1,0,0,1,0,6,1,MF,20-24,Midfielder,Spain,Europe
1693,Ángel Montoro,ESP,Granada,La Liga,2019,31.0,1988.0,10.8,692,26,131,392,173,12,692,9,6,66.7,3,33.3,409,1973,909,14,14,3,11,6,430,12,MF,30-34,Midfielder,Spain,Europe
1703,Alberto Moreno,ESP,Villarreal,La Liga,2019,27.0,1992.0,16.3,1157,51,385,508,275,31,1157,28,14,50.0,14,50.0,565,3045,1838,51,39,9,27,11,685,70,DF,25-29,Defender,Spain,Europe
1703,Alberto Moreno,ESP,Villarreal,La Liga,2019,27.0,1992.0,16.3,1157,51,385,508,275,31,1157,28,14,50.0,14,50.0,565,3045,1838,51,39,9,27,11,685,70,DF,25-29,Defender,Spain,Europe
1703,Alberto Moreno,ESP,Villarreal,La Liga,2019,27.0,1992.0,16.3,1157,51,385,508,275,31,1157,28,14,50.0,14,50.0,565,3045,1838,51,39,9,27,11,685,70,DF,25-29,Defender,Spain,Europe
1703,Alberto Moreno,ESP,Villarreal,La Liga,2019,27.0,1992.0,16.3,1157,51,385,508,275,31,1157,28,14,50.0,14,50.0,565,3045,1838,51,39,9,27,11,685,70,DF,25-29,Defender,Spain,Europe
1704,Álex Moreno,ESP,Betis,La Liga,2019,26.0,1993.0,25.2,1619,68,453,618,567,88,1619,80,47,58.8,33,41.3,873,6271,3445,122,73,35,41,28,938,178,DF,25-29,Defender,Spain,Europe
1705,Gerard Moreno,ESP,Villarreal,La Liga,2019,27.0,1992.0,30.5,1444,55,142,740,579,140,1442,95,60,63.2,35,36.8,900,4638,1889,55,43,21,90,47,1140,261,"FW,MF",25-29,Forward,Spain,Europe
1706,Mateu Morey,ESP,Dortmund,Bundesliga,2019,19.0,2000.0,2.2,191,4,53,88,50,1,191,5,3,60.0,2,40.0,108,629,382,6,9,0,1,2,144,15,"DF,MF",Under 20,Defender,Spain,Europe
1708,Manu Morlanes,ESP,Villarreal,La Liga,2019,20.0,1999.0,2.8,207,3,40,130,40,2,207,4,4,100.0,0,0.0,124,521,273,3,8,2,1,1,160,0,MF,20-24,Midfielder,Spain,Europe
1723,Toni Moya,ESP,Atlético Madrid,La Liga,2019,21.0,1998.0,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,MF,20-24,Midfielder,Spain,Europe
1724,Javi Moyano,ESP,Valladolid,La Liga,2019,33.0,1986.0,24.7,1249,91,440,565,255,13,1249,20,17,85.0,3,15.0,525,2272,1110,25,18,2,21,12,591,75,DF,30-34,Defender,Spain,Europe
1730,Iker Muniain,ESP,Athletic Club,La Liga,2019,26.0,1992.0,26.5,1323,6,125,663,563,67,1323,94,56,59.6,38,40.4,828,4980,2488,80,72,16,49,45,1010,124,"FW,MF",25-29,Forward,Spain,Europe
1731,Aihen Muñoz,ESP,Real Sociedad,La Liga,2019,21.0,1997.0,10.9,751,25,238,345,171,10,751,11,5,45.5,6,54.5,387,1748,950,19,15,4,9,10,438,55,DF,20-24,Defender,Spain,Europe
1761,Matija Nastasić,SRB,Schalke 04,Bundesliga,2019,26.0,1993.0,15.2,1098,152,581,507,16,12,1098,1,1,100.0,0,0.0,651,3459,2135,4,4,0,0,0,747,0,DF,25-29,Defender,Serbia,Europe
1762,Marc Navarro,ESP,Leganés,La Liga,2019,24.0,1995.0,2.4,98,6,27,40,31,4,98,2,1,50.0,1,50.0,43,177,121,3,3,0,1,2,60,9,"FW,DF",20-24,Forward,Spain,Europe
1764,Jesús Navas,ESP,Sevilla,La Liga,2019,33.0,1985.0,37.4,2923,88,691,1182,1069,60,2923,60,37,61.7,23,38.3,1594,10317,6692,203,113,40,32,17,1902,349,DF,30-34,Defender,Spain,Europe
1766,Raúl Navas,ESP,Osasuna,La Liga,2019,31.0,1988.0,7.9,353,52,199,152,5,3,353,2,1,50.0,1,50.0,162,845,385,6,4,1,3,2,147,0,DF,30-34,Defender,Spain,Europe
