rk,player,nation,squad,comp,season,age,born,ninety_mins_played,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,avg_shot_distance,free_kick_shots,penalty_kicks,penalty_kicks_attempted,xg,non_penalty_xg,non_penalty_xg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,position,age_range,general_position,country,continent
1473,Jake Livermore,ENG,West Brom,Premier League,2020,30.0,1989.0,13.8,0,5,0,0.0,0.36,0.0,0.0,,19.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,MF,30-34,Midfielder,England,Europe
1479,Hugo Lloris,FRA,Tottenham,Premier League,2020,33.0,1986.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,France,Europe
1480,Giovani Lo Celso,ARG,Tottenham,Premier League,2020,24.0,1996.0,10.5,1,15,5,33.3,1.43,0.48,0.07,0.2,19.0,1,0,0,1.4,1.4,0.09,-0.4,-0.4,MF,20-24,Midfielder,Argentina,South America
1481,Stanislav Lobotka,SVK,Napoli,Serie A,2020,25.0,1994.0,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,25-29,Midfielder,Slovakia,Europe
1482,Manuel Locatelli,ITA,Sassuolo,Serie A,2020,22.0,1998.0,32.0,4,39,7,17.9,1.22,0.22,0.05,0.29,23.2,6,2,2,3.7,2.1,0.05,0.3,-0.1,MF,20-24,Midfielder,Italy,Europe
1483,Renan Lodi,BRA,Atlético Madrid,La Liga,2020,22.0,1998.0,12.5,1,11,3,27.3,0.88,0.24,0.09,0.33,18.6,0,0,0,0.8,0.8,0.07,0.2,0.2,"DF,FW",20-24,Defender,Brazil,South America
1484,Ruben Loftus-Cheek,ENG,Chelsea,Premier League,2020,24.0,1996.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FW,20-24,Forward,England,Europe
1485,Ruben Loftus-Cheek,ENG,Fulham,Premier League,2020,24.0,1996.0,21.2,1,35,8,22.9,1.65,0.38,0.03,0.13,16.6,0,0,0,3.4,3.4,0.1,-2.4,-2.4,"MF,FW",20-24,Midfielder,England,Europe
1487,Kevin Long,IRL,Burnley,Premier League,2020,29.0,1990.0,7.1,0,2,0,0.0,0.28,0.0,0.0,,9.3,0,0,0,0.4,0.4,0.2,-0.4,-0.4,DF,25-29,Defender,Republic of Ireland,Europe
1488,Shane Long,IRL,Southampton,Premier League,2020,33.0,1987.0,2.3,0,2,1,50.0,0.86,0.43,0.0,0.0,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,FW,30-34,Forward,Republic of Ireland,Europe
1490,Sean Longstaff,ENG,Newcastle Utd,Premier League,2020,22.0,1997.0,15.7,0,15,5,33.3,0.96,0.32,0.0,0.0,19.8,1,0,0,1.4,1.4,0.09,-1.4,-1.4,MF,20-24,Midfielder,England,Europe
1491,Ademola Lookman,NGA,Fulham,Premier League,2020,22.0,1997.0,30.5,4,68,22,32.4,2.23,0.72,0.06,0.18,17.8,4,0,1,6.3,5.5,0.08,-2.3,-1.5,"FW,MF",20-24,Forward,Nigeria,Africa
1492,Anthony Lopes,POR,Lyon,Ligue 1,2020,29.0,1990.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Portugal,Europe
1506,Matteo Lovato,ITA,Hellas Verona,Serie A,2020,20.0,2000.0,15.4,0,1,0,0.0,0.06,0.0,0.0,,7.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,DF,20-24,Defender,Italy,Europe
1507,Max Lowe,ENG,Sheffield Utd,Premier League,2020,23.0,1997.0,6.1,0,2,1,50.0,0.33,0.16,0.0,0.0,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,DF,20-24,Defender,England,Europe
1508,Eduard Löwen,GER,Hertha BSC,Bundesliga,2020,23.0,1997.0,0.9,0,1,0,0.0,1.06,0.0,0.0,,16.9,0,0,0,0.0,0.0,0.04,0.0,0.0,"MF,DF",20-24,Midfielder,Germany,Europe
1509,Matthew Lowton,ENG,Burnley,Premier League,2020,31.0,1989.0,34.0,1,21,4,19.0,0.62,0.12,0.05,0.25,24.9,0,0,0,0.8,0.8,0.04,0.2,0.2,DF,30-34,Defender,England,Europe
1511,Hirving Lozano,MEX,Napoli,Serie A,2020,25.0,1995.0,21.8,11,59,27,45.8,2.7,1.24,0.19,0.41,15.5,0,0,0,9.3,9.3,0.16,1.7,1.7,FW,25-29,Forward,Mexico,North America
1513,Jean Lucas,BRA,Lyon,Ligue 1,2020,22.0,1998.0,1.9,0,5,0,0.0,2.62,0.0,0.0,,26.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,MF,20-24,Midfielder,Brazil,South America
1514,Jean Lucas,BRA,Brest,Ligue 1,2020,22.0,1998.0,11.2,0,20,5,25.0,1.78,0.45,0.0,0.0,25.4,5,0,0,1.2,1.2,0.06,-1.2,-1.2,"MF,FW",20-24,Midfielder,Brazil,South America
1515,Anderson Lucoqui,ANG,Arminia,Bundesliga,2020,23.0,1997.0,17.8,0,8,1,12.5,0.45,0.06,0.0,0.0,29.5,0,0,0,0.2,0.2,0.02,-0.2,-0.2,DF,20-24,Defender,Angola,Africa
1516,Jeison Lucumí,COL,Elche,La Liga,2020,25.0,1995.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,25-29,Midfielder,Colombia,South America
1521,José Luis Palomino,ARG,Atalanta,Serie A,2020,30.0,1990.0,27.0,1,4,1,25.0,0.15,0.04,0.25,1.0,25.9,0,0,0,0.3,0.3,0.07,0.7,0.7,DF,30-34,Defender,Argentina,South America
1524,David Luiz,BRA,Arsenal,Premier League,2020,33.0,1987.0,15.5,1,15,2,13.3,0.97,0.13,0.07,0.5,19.0,3,0,0,0.9,0.9,0.06,0.1,0.1,DF,30-34,Defender,Brazil,South America
1525,Douglas Luiz,BRA,Aston Villa,Premier League,2020,22.0,1998.0,30.9,0,26,8,30.8,0.84,0.26,0.0,0.0,23.9,1,0,0,1.2,1.2,0.05,-1.2,-1.2,MF,20-24,Midfielder,Brazil,South America
1526,Romelu Lukaku,BEL,Inter,Serie A,2020,27.0,1993.0,32.0,24,90,42,46.7,2.81,1.31,0.2,0.43,14.5,1,6,6,23.0,18.2,0.21,1.0,-0.2,FW,25-29,Forward,Belgium,Europe
1531,Sebastiano Luperto,ITA,Crotone,Serie A,2020,23.0,1996.0,20.9,0,5,1,20.0,0.24,0.05,0.0,0.0,20.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,DF,20-24,Defender,Italy,Europe
1532,Andreas Luthe,GER,Union Berlin,Bundesliga,2020,33.0,1987.0,30.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,Germany,Europe
1533,Lyanco,BRA,Torino,Serie A,2020,23.0,1997.0,21.8,0,12,3,25.0,0.55,0.14,0.0,0.0,19.7,0,0,0,1.0,1.0,0.08,-1.0,-1.0,DF,20-24,Defender,Brazil,South America
1536,Alexis Mac Allister,ARG,Brighton,Premier League,2020,21.0,1998.0,12.4,1,24,3,12.5,1.94,0.24,0.04,0.33,22.5,1,0,0,1.3,1.3,0.05,-0.3,-0.3,"MF,FW",20-24,Midfielder,Argentina,South America
1537,Darwin Machís,VEN,Granada,La Liga,2020,27.0,1993.0,22.5,5,47,20,42.6,2.09,0.89,0.11,0.25,21.4,5,0,1,5.1,4.3,0.1,-0.1,0.7,"FW,MF",25-29,Forward,Venezuela,South America
1538,Tim Maciejewski,GER,Union Berlin,Bundesliga,2020,19.0,2001.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FW,Under 20,Forward,Germany,Europe
1541,James Maddison,ENG,Leicester City,Premier League,2020,23.0,1996.0,23.3,8,75,23,30.7,3.22,0.99,0.11,0.35,24.7,13,0,0,3.8,3.8,0.05,4.2,4.2,MF,20-24,Midfielder,England,Europe
1544,Gabriel Magalhães,BRA,Arsenal,Premier League,2020,22.0,1997.0,22.2,2,16,4,25.0,0.72,0.18,0.13,0.5,12.6,0,0,0,1.3,1.3,0.08,0.7,0.7,DF,20-24,Defender,Brazil,South America
1545,Lisandro Magallán,ARG,Crotone,Serie A,2020,26.0,1993.0,24.2,1,8,2,25.0,0.33,0.08,0.13,0.5,8.5,0,0,0,1.2,1.2,0.15,-0.2,-0.2,DF,25-29,Defender,Argentina,South America
1546,Christian Maggio,ITA,Benevento,Serie A,2020,38.0,1982.0,3.3,0,2,0,0.0,0.61,0.0,0.0,,10.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,DF,35-39,Defender,Italy,Europe
1547,Giulio Maggiore,ITA,Spezia,Serie A,2020,22.0,1998.0,24.6,3,38,14,36.8,1.54,0.57,0.08,0.21,16.4,0,0,0,4.7,4.7,0.13,-1.7,-1.7,MF,20-24,Midfielder,Italy,Europe
1548,Francesco Magnanelli,ITA,Sassuolo,Serie A,2020,35.0,1984.0,4.9,0,2,0,0.0,0.41,0.0,0.0,,28.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,MF,35-39,Midfielder,Italy,Europe
1549,Giangiacomo Magnani,ITA,Hellas Verona,Serie A,2020,24.0,1995.0,16.8,0,13,2,15.4,0.77,0.12,0.0,0.0,18.6,0,0,0,1.0,1.0,0.08,-1.0,-1.0,DF,20-24,Defender,Italy,Europe
1550,Hugo Magnetti,FRA,Brest,Ligue 1,2020,22.0,1998.0,6.7,0,9,1,11.1,1.34,0.15,0.0,0.0,27.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,MF,20-24,Midfielder,France,Europe
1551,Harry Maguire,ENG,Manchester Utd,Premier League,2020,27.0,1993.0,33.9,2,36,9,25.0,1.06,0.27,0.06,0.22,12.8,0,0,0,2.3,2.2,0.06,-0.3,-0.2,DF,25-29,Defender,England,Europe
1552,Abdallahi Mahmoud,MTN,Alavés,La Liga,2020,20.0,2000.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,20-24,Midfielder,Mauritania,Africa
1554,Riyad Mahrez,ALG,Manchester City,Premier League,2020,29.0,1991.0,21.7,9,58,22,37.9,2.68,1.02,0.16,0.41,17.0,3,0,0,4.7,4.7,0.08,4.3,4.3,FW,25-29,Forward,Algeria,Africa
1555,Arne Maier,GER,Arminia,Bundesliga,2020,21.0,1999.0,11.5,0,11,2,18.2,0.96,0.17,0.0,0.0,20.2,2,0,0,0.6,0.6,0.05,-0.6,-0.6,MF,20-24,Midfielder,Germany,Europe
1556,Arne Maier,GER,Hertha BSC,Bundesliga,2020,21.0,1999.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,20-24,Midfielder,Germany,Europe
1557,Habib Maïga,CIV,Metz,Ligue 1,2020,24.0,1996.0,29.9,1,26,5,19.2,0.87,0.17,0.04,0.2,19.7,1,0,0,2.1,2.1,0.08,-1.1,-1.1,MF,20-24,Midfielder,Ivory Coast,Africa
1558,Mike Maignan,FRA,Lille,Ligue 1,2020,25.0,1995.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,France,Europe
1559,Ainsley Maitland-Niles,ENG,Arsenal,Premier League,2020,22.0,1997.0,5.4,0,2,1,50.0,0.37,0.18,0.0,0.0,20.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"MF,DF",20-24,Midfielder,England,Europe
1560,Ainsley Maitland-Niles,ENG,West Brom,Premier League,2020,22.0,1997.0,13.7,0,10,3,30.0,0.73,0.22,0.0,0.0,23.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,MF,20-24,Midfielder,England,Europe
1561,Josh Maja,NGA,Fulham,Premier League,2020,21.0,1998.0,9.0,3,20,7,35.0,2.22,0.78,0.1,0.29,14.3,0,1,1,4.5,3.7,0.19,-1.5,-1.7,FW,20-24,Forward,Nigeria,Africa
1562,Josh Maja,NGA,Bordeaux,Ligue 1,2020,21.0,1998.0,8.9,2,19,9,47.4,2.13,1.01,0.11,0.22,15.1,0,0,0,2.4,2.4,0.12,-0.4,-0.4,FW,20-24,Forward,Nigeria,Africa
1566,Jean-Victor Makengo,FRA,Udinese,Serie A,2020,22.0,1998.0,5.8,0,4,0,0.0,0.69,0.0,0.0,,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,MF,20-24,Midfielder,France,Europe
1572,Daniel Maldini,ITA,Milan,Serie A,2020,18.0,2001.0,0.3,0,1,1,100.0,3.1,3.1,0.0,0.0,17.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1,"FW,DF",Under 20,Forward,Italy,Europe
1573,Ruslan Malinovskyi,UKR,Atalanta,Serie A,2020,27.0,1993.0,20.8,8,66,20,30.3,3.17,0.96,0.11,0.35,22.1,12,1,1,5.6,4.9,0.07,2.4,2.1,"MF,FW",25-29,Midfielder,Ukraine,Europe
1577,Dennis Man,ROU,Parma,Serie A,2020,21.0,1998.0,7.8,2,19,6,31.6,2.45,0.77,0.11,0.33,15.5,0,0,0,2.5,2.5,0.13,-0.5,-0.5,"FW,MF",20-24,Forward,Romania,Europe
1579,Vincent Manceau,FRA,Angers,Ligue 1,2020,31.0,1989.0,25.7,0,6,2,33.3,0.23,0.08,0.0,0.0,22.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,DF,30-34,Defender,France,Europe
1580,Gianluca Mancini,ITA,Roma,Serie A,2020,24.0,1996.0,31.7,4,28,11,39.3,0.88,0.35,0.14,0.36,13.7,0,0,0,2.7,2.7,0.1,1.3,1.3,DF,20-24,Defender,Italy,Europe
1581,Steve Mandanda,FRA,Marseille,Ligue 1,2020,35.0,1985.0,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,35-39,Goalkeeper,France,Europe
1582,Reinildo Mandava,MOZ,Lille,Ligue 1,2020,26.0,1994.0,24.2,0,4,0,0.0,0.17,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,DF,25-29,Defender,Mozambique,Africa
1583,Aïssa Mandi,ALG,Betis,La Liga,2020,28.0,1991.0,26.6,3,8,7,87.5,0.3,0.26,0.38,0.43,6.3,0,0,0,2.1,2.1,0.26,0.9,0.9,DF,25-29,Defender,Algeria,Africa
1584,Rolando Mandragora,ITA,Udinese,Serie A,2020,23.0,1997.0,4.4,0,9,4,44.4,2.04,0.9,0.0,0.0,22.9,1,0,0,1.0,1.0,0.11,-1.0,-1.0,MF,20-24,Midfielder,Italy,Europe
1585,Rolando Mandragora,ITA,Torino,Serie A,2020,23.0,1997.0,16.9,3,27,8,29.6,1.59,0.47,0.11,0.38,21.0,1,0,0,2.8,2.8,0.11,0.2,0.2,MF,20-24,Midfielder,Italy,Europe
1587,Sadio Mané,SEN,Liverpool,Premier League,2020,28.0,1992.0,31.2,11,94,34,36.2,3.01,1.09,0.12,0.32,13.7,0,0,0,14.1,14.1,0.15,-3.1,-3.1,FW,25-29,Forward,Senegal,Africa
1590,Orel Mangala,BEL,Stuttgart,Bundesliga,2020,22.0,1998.0,23.4,1,26,8,30.8,1.11,0.34,0.04,0.13,21.2,0,0,0,1.2,1.2,0.05,-0.2,-0.2,MF,20-24,Midfielder,Belgium,Europe
1591,Thomas Mangani,FRA,Angers,Ligue 1,2020,33.0,1987.0,29.9,3,21,4,19.0,0.7,0.13,0.0,0.0,25.8,3,3,3,3.3,0.9,0.04,-0.3,-0.9,MF,30-34,Midfielder,France,Europe
1592,Vito Mannone,ITA,Monaco,Ligue 1,2020,32.0,1988.0,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,Italy,Europe
1597,Faitout Maouassa,FRA,Rennes,Ligue 1,2020,22.0,1998.0,13.0,0,27,7,25.9,2.08,0.54,0.0,0.0,25.7,5,0,0,1.0,1.0,0.04,-1.0,-1.0,DF,20-24,Defender,France,Europe
1601,Marcelo,BRA,Real Madrid,La Liga,2020,32.0,1988.0,11.7,0,12,0,0.0,1.03,0.0,0.0,,21.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"DF,MF",30-34,Defender,Brazil,South America
1601,Marcelo,BRA,Real Madrid,La Liga,2020,32.0,1988.0,11.7,0,12,0,0.0,1.03,0.0,0.0,,21.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"DF,MF",30-34,Defender,Brazil,South America
1601,Marcelo,BRA,Real Madrid,La Liga,2020,32.0,1988.0,11.7,0,12,0,0.0,1.03,0.0,0.0,,21.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"DF,MF",30-34,Defender,Brazil,South America
1601,Marcelo,BRA,Real Madrid,La Liga,2020,32.0,1988.0,11.7,0,12,0,0.0,1.03,0.0,0.0,,21.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"DF,MF",30-34,Defender,Brazil,South America
1601,Marcelo,BRA,Real Madrid,La Liga,2020,32.0,1988.0,11.7,0,12,0,0.0,1.03,0.0,0.0,,21.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"DF,MF",30-34,Defender,Brazil,South America
1601,Marcelo,BRA,Real Madrid,La Liga,2020,32.0,1988.0,11.7,0,12,0,0.0,1.03,0.0,0.0,,21.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"DF,MF",30-34,Defender,Brazil,South America
1601,Marcelo,BRA,Real Madrid,La Liga,2020,32.0,1988.0,11.7,0,12,0,0.0,1.03,0.0,0.0,,21.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"DF,MF",30-34,Defender,Brazil,South America
1601,Marcelo,BRA,Real Madrid,La Liga,2020,32.0,1988.0,11.7,0,12,0,0.0,1.03,0.0,0.0,,21.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"DF,MF",30-34,Defender,Brazil,South America
1601,Marcelo,BRA,Real Madrid,La Liga,2020,32.0,1988.0,11.7,0,12,0,0.0,1.03,0.0,0.0,,21.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,"DF,MF",30-34,Defender,Brazil,South America
1602,Marcelo,BRA,Lyon,Ligue 1,2020,33.0,1987.0,32.3,3,24,7,29.2,0.74,0.22,0.13,0.43,12.3,1,0,0,1.8,1.8,0.07,1.2,1.2,DF,30-34,Defender,Brazil,South America
1602,Marcelo,BRA,Lyon,Ligue 1,2020,33.0,1987.0,32.3,3,24,7,29.2,0.74,0.22,0.13,0.43,12.3,1,0,0,1.8,1.8,0.07,1.2,1.2,DF,30-34,Defender,Brazil,South America
1602,Marcelo,BRA,Lyon,Ligue 1,2020,33.0,1987.0,32.3,3,24,7,29.2,0.74,0.22,0.13,0.43,12.3,1,0,0,1.8,1.8,0.07,1.2,1.2,DF,30-34,Defender,Brazil,South America
1602,Marcelo,BRA,Lyon,Ligue 1,2020,33.0,1987.0,32.3,3,24,7,29.2,0.74,0.22,0.13,0.43,12.3,1,0,0,1.8,1.8,0.07,1.2,1.2,DF,30-34,Defender,Brazil,South America
1602,Marcelo,BRA,Lyon,Ligue 1,2020,33.0,1987.0,32.3,3,24,7,29.2,0.74,0.22,0.13,0.43,12.3,1,0,0,1.8,1.8,0.07,1.2,1.2,DF,30-34,Defender,Brazil,South America
1602,Marcelo,BRA,Lyon,Ligue 1,2020,33.0,1987.0,32.3,3,24,7,29.2,0.74,0.22,0.13,0.43,12.3,1,0,0,1.8,1.8,0.07,1.2,1.2,DF,30-34,Defender,Brazil,South America
1602,Marcelo,BRA,Lyon,Ligue 1,2020,33.0,1987.0,32.3,3,24,7,29.2,0.74,0.22,0.13,0.43,12.3,1,0,0,1.8,1.8,0.07,1.2,1.2,DF,30-34,Defender,Brazil,South America
1602,Marcelo,BRA,Lyon,Ligue 1,2020,33.0,1987.0,32.3,3,24,7,29.2,0.74,0.22,0.13,0.43,12.3,1,0,0,1.8,1.8,0.07,1.2,1.2,DF,30-34,Defender,Brazil,South America
1602,Marcelo,BRA,Lyon,Ligue 1,2020,33.0,1987.0,32.3,3,24,7,29.2,0.74,0.22,0.13,0.43,12.3,1,0,0,1.8,1.8,0.07,1.2,1.2,DF,30-34,Defender,Brazil,South America
1603,Solly March,ENG,Brighton,Premier League,2020,26.0,1994.0,18.6,2,22,4,18.2,1.18,0.22,0.09,0.5,17.0,1,0,0,1.7,1.7,0.08,0.3,0.3,"DF,MF",25-29,Defender,England,Europe
1604,Federico Marchetti,ITA,Genoa,Serie A,2020,37.0,1983.0,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,35-39,Goalkeeper,Italy,Europe
1605,Riccardo Marchizza,ITA,Spezia,Serie A,2020,22.0,1998.0,17.3,0,7,0,0.0,0.4,0.0,0.0,,17.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,DF,20-24,Defender,Italy,Europe
1606,Gian Marco Ferrari,ITA,Sassuolo,Serie A,2020,28.0,1992.0,33.5,0,25,5,20.0,0.75,0.15,0.0,0.0,12.8,0,0,0,2.0,2.0,0.08,-2.0,-2.0,DF,25-29,Defender,Italy,Europe
1607,Iván Marcone,ARG,Elche,La Liga,2020,30.0,1990.0,29.4,0,2,0,0.0,0.07,0.0,0.0,,18.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,MF,30-34,Midfielder,Argentina,South America
1609,Dario Maresic,AUT,Reims,Ligue 1,2020,20.0,1999.0,5.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,20-24,Defender,Austria,Europe
1612,José María Giménez,URU,Atlético Madrid,La Liga,2020,25.0,1995.0,19.6,0,14,5,35.7,0.71,0.25,0.0,0.0,13.1,0,0,0,1.1,1.1,0.08,-1.1,-1.1,DF,25-29,Defender,Uruguay,South America
1614,Jordan Marié,FRA,Dijon,Ligue 1,2020,28.0,1991.0,15.9,0,10,1,10.0,0.63,0.06,0.0,0.0,22.7,0,0,0,0.9,0.9,0.09,-0.9,-0.9,MF,25-29,Midfielder,France,Europe
1617,Răzvan Marin,ROU,Cagliari,Serie A,2020,24.0,1996.0,32.9,3,27,10,37.0,0.82,0.3,0.11,0.3,24.6,1,0,0,1.4,1.4,0.05,1.6,1.6,MF,20-24,Midfielder,Romania,Europe
1618,Guillermo Maripán,CHI,Monaco,Ligue 1,2020,26.0,1994.0,23.2,5,15,6,40.0,0.65,0.26,0.33,0.83,11.0,0,0,0,2.2,2.2,0.15,2.8,2.8,DF,25-29,Defender,Chile,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,0,4,2,50.0,0.21,0.1,0.0,0.0,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,0,4,2,50.0,0.21,0.1,0.0,0.0,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,0,4,2,50.0,0.21,0.1,0.0,0.0,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,0,4,2,50.0,0.21,0.1,0.0,0.0,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,0,4,2,50.0,0.21,0.1,0.0,0.0,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,0,4,2,50.0,0.21,0.1,0.0,0.0,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,0,4,2,50.0,0.21,0.1,0.0,0.0,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,0,4,2,50.0,0.21,0.1,0.0,0.0,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,DF,20-24,Defender,Brazil,South America
1619,Marlon,BRA,Sassuolo,Serie A,2020,24.0,1995.0,19.4,0,4,2,50.0,0.21,0.1,0.0,0.0,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,DF,20-24,Defender,Brazil,South America
1620,Omar Marmoush,EGY,Wolfsburg,Bundesliga,2020,21.0,1999.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FW,20-24,Forward,Egypt,Africa
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,3,15,8,53.3,0.63,0.34,0.2,0.38,9.3,0,0,0,2.2,2.2,0.15,0.8,0.8,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,3,15,8,53.3,0.63,0.34,0.2,0.38,9.3,0,0,0,2.2,2.2,0.15,0.8,0.8,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,3,15,8,53.3,0.63,0.34,0.2,0.38,9.3,0,0,0,2.2,2.2,0.15,0.8,0.8,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,3,15,8,53.3,0.63,0.34,0.2,0.38,9.3,0,0,0,2.2,2.2,0.15,0.8,0.8,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,3,15,8,53.3,0.63,0.34,0.2,0.38,9.3,0,0,0,2.2,2.2,0.15,0.8,0.8,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,3,15,8,53.3,0.63,0.34,0.2,0.38,9.3,0,0,0,2.2,2.2,0.15,0.8,0.8,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,3,15,8,53.3,0.63,0.34,0.2,0.38,9.3,0,0,0,2.2,2.2,0.15,0.8,0.8,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,3,15,8,53.3,0.63,0.34,0.2,0.38,9.3,0,0,0,2.2,2.2,0.15,0.8,0.8,DF,25-29,Defender,Brazil,South America
1621,Marquinhos,BRA,Paris S-G,Ligue 1,2020,26.0,1994.0,23.6,3,15,8,53.3,0.63,0.34,0.2,0.38,9.3,0,0,0,2.2,2.2,0.15,0.8,0.8,DF,25-29,Defender,Brazil,South America
1622,Luca Marrone,ITA,Crotone,Serie A,2020,30.0,1990.0,17.6,0,4,2,50.0,0.23,0.11,0.0,0.0,7.2,0,0,0,0.4,0.4,0.11,-0.4,-0.4,DF,30-34,Defender,Italy,Europe
1628,Jonas Martin,FRA,Rennes,Ligue 1,2020,30.0,1990.0,5.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,30-34,Midfielder,France,Europe
1629,Gabriel Martinelli,BRA,Arsenal,Premier League,2020,19.0,2001.0,6.5,2,20,8,40.0,3.06,1.22,0.1,0.25,14.1,0,0,0,3.3,3.3,0.17,-1.3,-1.3,FW,Under 20,Forward,Brazil,South America
