rk,player,nation,squad,comp,season,age,born,ninety_mins_played,shot_creating_actions,sca_per_90,pass_live_sca,pass_dead_sca,take_on_sca,shot_sca,foul_drawn_sca,defensive_action_sca,goal_creating_actions,gca_per_90,pass_live_gca,pass_dead_gca,take_on_gca,shot_gca,foul_drawn_gca,defensive_action_gca,position,age_range,general_position,country,continent
196,Antonino Barillà,ITA,Parma,Serie A,2019,31.0,1988.0,18.8,23,1.23,17,2,0,2,2,0,3,0.16,3,0,0,0,0,0,MF,30-34,Midfielder,Italy,Europe
198,Ross Barkley,ENG,Chelsea,Premier League,2019,25.0,1993.0,12.3,52,4.24,35,1,6,5,3,2,6,0.49,5,0,0,1,0,0,MF,25-29,Midfielder,England,Europe
199,Aymen Barkok,MAR,Düsseldorf,Bundesliga,2019,21.0,1998.0,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",20-24,Forward,Morocco,Africa
200,Ashley Barnes,ENG,Burnley,Premier League,2019,29.0,1989.0,15.0,24,1.6,16,0,1,2,5,0,3,0.2,2,0,0,0,1,0,FW,25-29,Forward,England,Europe
201,Harvey Barnes,ENG,Leicester City,Premier League,2019,21.0,1997.0,23.1,87,3.76,66,0,11,6,4,0,16,0.69,11,0,4,1,0,0,"MF,FW",20-24,Midfielder,England,Europe
203,Antonio Barreca,ITA,Genoa,Serie A,2019,24.0,1995.0,12.2,15,1.23,11,2,1,1,0,0,1,0.08,1,0,0,0,0,0,"DF,FW",20-24,Defender,Italy,Europe
207,Musa Barrow,GAM,Bologna,Serie A,2019,20.0,1998.0,15.0,80,5.32,52,8,12,6,2,0,10,0.66,5,0,4,1,0,0,"FW,MF",20-24,Forward,Gambia,Africa
208,Musa Barrow,GAM,Atalanta,Serie A,2019,20.0,1998.0,2.1,9,4.26,4,0,1,3,1,0,2,0.95,2,0,0,0,0,0,"FW,MF",20-24,Forward,Gambia,Africa
209,Fin Bartels,GER,Werder Bremen,Bundesliga,2019,32.0,1987.0,3.8,11,2.93,9,0,1,1,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",30-34,Midfielder,Germany,Europe
211,Daniele Baselli,ITA,Torino,Serie A,2019,27.0,1992.0,14.2,41,2.89,25,14,0,1,0,1,4,0.28,2,1,0,1,0,0,MF,25-29,Midfielder,Italy,Europe
212,Chris Basham,ENG,Sheffield Utd,Premier League,2019,31.0,1988.0,36.0,27,0.75,24,1,2,0,0,0,3,0.08,3,0,0,0,0,0,DF,30-34,Defender,England,Europe
213,Toma Bašić,CRO,Bordeaux,Ligue 1,2019,22.0,1996.0,11.0,35,3.18,22,12,1,0,0,0,4,0.36,1,3,0,0,0,0,MF,20-24,Midfielder,Croatia,Europe
214,Thomas Basila,FRA,Nantes,Ligue 1,2019,20.0,1999.0,4.6,1,0.22,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,France,Europe
218,Alessandro Bastoni,ITA,Inter,Serie A,2019,20.0,1999.0,21.3,36,1.69,29,1,2,3,0,1,2,0.09,2,0,0,0,0,0,DF,20-24,Defender,Italy,Europe
221,Michy Batshuayi,BEL,Chelsea,Premier League,2019,25.0,1993.0,2.7,7,2.64,5,0,1,1,0,0,2,0.75,1,0,0,1,0,0,FW,25-29,Forward,Belgium,Europe
223,Oliver Baumann,GER,Hoffenheim,Bundesliga,2019,29.0,1990.0,30.0,4,0.13,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Germany,Europe
224,Julian Baumgartlinger,AUT,Leverkusen,Bundesliga,2019,31.0,1988.0,19.9,34,1.71,31,0,0,3,0,0,4,0.2,4,0,0,0,0,0,MF,30-34,Midfielder,Austria,Europe
225,Christoph Baumgartner,AUT,Hoffenheim,Bundesliga,2019,19.0,1999.0,16.6,53,3.19,29,3,7,8,6,0,4,0.24,1,1,0,2,0,0,"MF,FW",Under 20,Midfielder,Austria,Europe
226,Noah Joel Sarenren Bazee,NGA,Augsburg,Bundesliga,2019,22.0,1996.0,4.2,9,2.13,5,0,2,0,2,0,0,0.0,0,0,0,0,0,0,FW,20-24,Forward,Nigeria,Africa
229,Sheraldo Becker,SUR,Union Berlin,Bundesliga,2019,24.0,1995.0,6.0,16,2.67,13,0,2,0,1,0,3,0.5,3,0,0,0,0,0,"MF,FW",20-24,Midfielder,Suriname,South America
230,Timo Becker,GER,Schalke 04,Bundesliga,2019,22.0,1997.0,3.7,7,1.87,6,0,0,0,0,1,0,0.0,0,0,0,0,0,0,"DF,MF",20-24,Defender,Germany,Europe
233,Valon Behrami,SUI,Genoa,Serie A,2019,34.0,1985.0,12.3,14,1.14,9,0,0,1,3,1,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,Switzerland,Europe
235,Gaëtan Belaud,FRA,Brest,Ligue 1,2019,32.0,1986.0,6.4,6,0.93,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,France,Europe
236,Ishak Belfodil,ALG,Hoffenheim,Bundesliga,2019,27.0,1992.0,3.0,11,3.69,8,0,2,1,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",25-29,Forward,Algeria,Africa
237,Haris Belkebla,ALG,Brest,Ligue 1,2019,25.0,1994.0,20.2,25,1.24,21,0,0,1,2,1,2,0.1,2,0,0,0,0,0,MF,25-29,Midfielder,Algeria,Africa
238,Raoul Bellanova,ITA,Atalanta,Serie A,2019,19.0,2000.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,Under 20,Defender,Italy,Europe
239,Raoul Bellanova,ITA,Bordeaux,Ligue 1,2019,19.0,2000.0,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,Under 20,Defender,Italy,Europe
240,Karim Bellarabi,GER,Leverkusen,Bundesliga,2019,29.0,1990.0,15.8,57,3.6,39,3,6,6,3,0,9,0.57,7,0,1,0,1,0,"FW,DF",25-29,Forward,Germany,Europe
241,Jean-Ricner Bellegarde,FRA,Strasbourg,Ligue 1,2019,21.0,1998.0,16.6,51,3.07,40,5,2,0,4,0,5,0.3,4,0,0,0,1,0,MF,20-24,Midfielder,France,Europe
245,Sami Ben Amar,MAR,Nîmes,Ligue 1,2019,21.0,1998.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,FW,20-24,Forward,Morocco,Africa
246,Hatem Ben Arfa,FRA,Valladolid,La Liga,2019,32.0,1987.0,1.8,4,2.28,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",30-34,Midfielder,France,Europe
247,Wissam Ben Yedder,FRA,Monaco,Ligue 1,2019,28.0,1990.0,24.0,90,3.74,70,0,9,6,4,1,10,0.42,5,0,1,2,2,0,FW,25-29,Forward,France,Europe
248,Marco Benassi,ITA,Fiorentina,Serie A,2019,24.0,1994.0,10.9,26,2.39,21,0,0,4,1,0,2,0.18,1,0,0,1,0,0,MF,20-24,Midfielder,Italy,Europe
250,Lars Bender,GER,Leverkusen,Bundesliga,2019,30.0,1989.0,15.3,36,2.36,27,5,1,2,1,0,2,0.13,2,0,0,0,0,0,"DF,MF",30-34,Defender,Germany,Europe
251,Sven Bender,GER,Leverkusen,Bundesliga,2019,30.0,1989.0,30.3,14,0.46,12,0,0,1,1,0,2,0.07,2,0,0,0,0,0,DF,30-34,Defender,Germany,Europe
252,Darío Benedetto,ARG,Marseille,Ligue 1,2019,29.0,1990.0,23.3,43,1.84,27,0,3,7,5,1,9,0.39,2,0,2,2,3,0,FW,25-29,Forward,Argentina,South America
253,László Bénes,SVK,Gladbach,Bundesliga,2019,21.0,1997.0,10.0,60,6.01,32,19,2,3,3,1,6,0.6,2,4,0,0,0,0,MF,20-24,Midfielder,Slovakia,Europe
255,Loris Benito,SUI,Bordeaux,Ligue 1,2019,27.0,1992.0,21.1,31,1.47,26,3,0,1,0,1,4,0.19,3,1,0,0,0,0,DF,25-29,Defender,Switzerland,Europe
257,Ismaël Bennacer,ALG,Milan,Serie A,2019,21.0,1997.0,27.6,76,2.75,59,9,2,0,4,2,6,0.22,4,0,0,0,1,1,MF,20-24,Midfielder,Algeria,Africa
258,Ryan Bennett,ENG,Wolves,Premier League,2019,29.0,1990.0,6.7,8,1.19,6,2,0,0,0,0,1,0.15,0,1,0,0,0,0,DF,25-29,Defender,England,Europe
259,Ryan Bennett,ENG,Leicester City,Premier League,2019,29.0,1990.0,3.7,3,0.82,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,England,Europe
260,Keanan Bennetts,ENG,Gladbach,Bundesliga,2019,20.0,1999.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,England,Europe
261,Yassine Benrahou,FRA,Bordeaux,Ligue 1,2019,20.0,1999.0,1.9,10,5.42,6,2,0,2,0,0,1,0.54,0,1,0,0,0,0,"FW,MF",20-24,Forward,France,Europe
262,Yassine Benrahou,FRA,Nîmes,Ligue 1,2019,20.0,1999.0,8.5,44,5.2,16,16,1,4,5,2,5,0.59,1,2,0,1,1,0,"MF,FW",20-24,Midfielder,France,Europe
263,Ramy Bensebaini,ALG,Gladbach,Bundesliga,2019,24.0,1995.0,16.1,27,1.68,21,1,0,2,2,1,5,0.31,4,0,0,1,0,0,DF,20-24,Defender,Algeria,Africa
264,Nabil Bentaleb,ALG,Newcastle Utd,Premier League,2019,24.0,1994.0,8.3,15,1.8,12,1,0,0,1,1,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Algeria,Africa
265,Rodrigo Bentancur,URU,Juventus,Serie A,2019,22.0,1997.0,24.4,82,3.36,60,15,3,0,4,0,11,0.45,5,3,2,0,1,0,MF,20-24,Midfielder,Uruguay,South America
266,Christian Benteke,BEL,Crystal Palace,Premier League,2019,28.0,1990.0,14.0,42,3.0,30,0,3,4,3,2,6,0.43,6,0,0,0,0,0,FW,25-29,Forward,Belgium,Europe
267,Romario Benzar,ROU,Lecce,Serie A,2019,27.0,1992.0,1.1,3,2.76,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Romania,Europe
268,Karim Benzema,FRA,Real Madrid,La Liga,2019,31.0,1987.0,34.9,121,3.47,102,0,12,5,2,0,17,0.49,15,0,2,0,0,0,FW,30-34,Forward,France,Europe
270,Domenico Berardi,ITA,Sassuolo,Serie A,2019,24.0,1994.0,27.7,119,4.3,77,13,4,14,10,1,13,0.47,10,0,0,2,1,0,FW,20-24,Forward,Italy,Europe
279,Etrit Berisha,ALB,SPAL,Serie A,2019,30.0,1989.0,26.0,4,0.15,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Albania,Europe
284,Federico Bernardeschi,ITA,Juventus,Serie A,2019,25.0,1994.0,17.5,66,3.78,45,9,3,3,6,0,2,0.11,2,0,0,0,0,0,"MF,FW",25-29,Midfielder,Italy,Europe
285,Bernardo,BRA,Brighton,Premier League,2019,24.0,1995.0,7.5,10,1.33,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,"DF,MF",20-24,Defender,Brazil,South America
285,Bernardo,BRA,Brighton,Premier League,2019,24.0,1995.0,7.5,10,1.33,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,"DF,MF",20-24,Defender,Brazil,South America
285,Bernardo,BRA,Brighton,Premier League,2019,24.0,1995.0,7.5,10,1.33,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,"DF,MF",20-24,Defender,Brazil,South America
285,Bernardo,BRA,Brighton,Premier League,2019,24.0,1995.0,7.5,10,1.33,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,"DF,MF",20-24,Defender,Brazil,South America
288,Dimitry Bertaud,COD,Montpellier,Ligue 1,2019,21.0,1998.0,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,20-24,Goalkeeper,DR Congo,Africa
290,Ryan Bertrand,ENG,Southampton,Premier League,2019,29.0,1989.0,30.5,73,2.4,51,18,0,1,3,0,1,0.03,0,1,0,0,0,0,DF,25-29,Defender,England,Europe
292,Jordan Beyer,GER,Gladbach,Bundesliga,2019,19.0,2000.0,1.2,2,1.64,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,DF,Under 20,Defender,Germany,Europe
296,El Bilal Touré,MLI,Reims,Ligue 1,2019,17.0,2001.0,5.0,8,1.59,5,0,0,1,2,0,2,0.4,0,0,0,1,1,0,FW,Under 20,Forward,Mali,Africa
297,Philip Billing,DEN,Bournemouth,Premier League,2019,23.0,1996.0,28.1,50,1.78,38,3,3,3,2,1,3,0.11,3,0,0,0,0,0,MF,20-24,Midfielder,Denmark,Europe
298,Cristiano Biraghi,ITA,Inter,Serie A,2019,26.0,1992.0,17.5,58,3.31,36,15,3,0,4,0,11,0.63,9,1,1,0,0,0,DF,25-29,Defender,Italy,Europe
301,Dimitri Bisoli,ITA,Brescia,Serie A,2019,25.0,1994.0,23.9,47,1.97,35,0,4,3,4,1,3,0.13,2,0,0,0,1,0,MF,25-29,Midfielder,Italy,Europe
302,Yves Bissouma,MLI,Brighton,Premier League,2019,22.0,1996.0,14.0,15,1.07,13,0,0,1,1,0,1,0.07,1,0,0,0,0,0,MF,20-24,Midfielder,Mali,Africa
303,Leonardo Bittencourt,GER,Hoffenheim,Bundesliga,2019,25.0,1993.0,0.0,1,30.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,MF,25-29,Midfielder,Germany,Europe
304,Leonardo Bittencourt,GER,Werder Bremen,Bundesliga,2019,25.0,1993.0,21.0,78,3.72,50,8,2,6,8,4,4,0.19,2,1,0,1,0,0,"FW,MF",25-29,Forward,Germany,Europe
307,Ludovic Blas,FRA,Nantes,Ligue 1,2019,21.0,1997.0,20.5,64,3.12,48,0,9,2,2,3,6,0.29,4,0,1,0,0,1,"FW,MF",20-24,Forward,France,Europe
308,Pablo de Blasis,ARG,Eibar,La Liga,2019,31.0,1988.0,17.8,43,2.41,33,6,1,2,0,1,3,0.17,2,0,0,1,0,0,"DF,MF",30-34,Defender,Argentina,South America
310,Alexis Blin,FRA,Amiens,Ligue 1,2019,22.0,1996.0,20.5,16,0.78,12,2,0,0,1,1,1,0.05,1,0,0,0,0,0,MF,20-24,Midfielder,France,Europe
311,Jérôme Boateng,GER,Bayern Munich,Bundesliga,2019,30.0,1988.0,20.0,19,0.95,16,0,0,2,1,0,6,0.3,5,0,0,1,0,0,DF,30-34,Defender,Germany,Europe
312,Kevin-Prince Boateng,GHA,Fiorentina,Serie A,2019,32.0,1987.0,6.7,21,3.16,19,0,0,0,2,0,2,0.3,2,0,0,0,0,0,FW,30-34,Forward,Ghana,Africa
313,Antonin Bobichon,FRA,Nîmes,Ligue 1,2019,23.0,1995.0,2.0,6,3.0,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,France,Europe
314,Antonin Bobichon,FRA,Angers,Ligue 1,2019,23.0,1995.0,7.2,22,3.05,14,7,0,1,0,0,3,0.42,1,1,0,1,0,0,MF,20-24,Midfielder,France,Europe
315,Salvatore Bocchetti,ITA,Hellas Verona,Serie A,2019,32.0,1986.0,3.4,1,0.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Italy,Europe
316,Mathieu Bodmer,FRA,Amiens,Ligue 1,2019,36.0,1982.0,1.0,3,3.07,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",35-39,Midfielder,France,Europe
317,Adam Bodzek,GER,Düsseldorf,Bundesliga,2019,33.0,1985.0,22.4,25,1.12,22,1,0,0,1,1,1,0.04,1,0,0,0,0,0,MF,30-34,Midfielder,Germany,Europe
318,Jean-Paul Boëtius,NED,Mainz 05,Bundesliga,2019,25.0,1994.0,25.2,88,3.5,70,2,4,4,5,3,13,0.52,9,0,2,0,1,1,MF,25-29,Midfielder,Netherlands,Europe
319,Sacha Boey,FRA,Rennes,Ligue 1,2019,18.0,2000.0,1.9,4,2.09,3,0,0,0,1,0,1,0.52,0,0,0,0,1,0,DF,Under 20,Defender,France,Europe
322,Quentin Boisgard,FRA,Toulouse,Ligue 1,2019,22.0,1997.0,12.7,43,3.38,23,9,5,2,2,2,4,0.31,2,2,0,0,0,0,"MF,FW",20-24,Midfielder,France,Europe
323,Willy Boly,CIV,Wolves,Premier League,2019,28.0,1991.0,22.0,13,0.59,13,0,0,0,0,0,1,0.05,1,0,0,0,0,0,DF,25-29,Defender,Ivory Coast,Africa
324,Giacomo Bonaventura,ITA,Milan,Serie A,2019,29.0,1989.0,14.9,78,5.26,53,1,8,9,7,0,13,0.88,7,0,1,2,3,0,"MF,FW",25-29,Midfielder,Italy,Europe
325,Federico Bonazzoli,ITA,Sampdoria,Serie A,2019,22.0,1997.0,8.3,37,4.48,21,1,2,6,5,2,3,0.36,2,0,0,1,0,0,FW,20-24,Forward,Italy,Europe
326,Gaëtan Bong,CMR,Brighton,Premier League,2019,31.0,1988.0,0.7,3,4.58,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"DF,MF",30-34,Defender,Cameroon,Africa
327,Kevin Bonifazi,ITA,Torino,Serie A,2019,23.0,1996.0,2.7,1,0.36,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Italy,Europe
328,Kevin Bonifazi,ITA,SPAL,Serie A,2019,23.0,1996.0,13.2,5,0.38,3,0,1,1,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Italy,Europe
329,Federico Bonini,ITA,Bologna,Serie A,2019,17.0,2001.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,Under 20,Defender,Italy,Europe
334,Robin Bormuth,GER,Düsseldorf,Bundesliga,2019,23.0,1995.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Germany,Europe
335,Sebastiaan Bornauw,BEL,Köln,Bundesliga,2019,20.0,1999.0,27.2,20,0.74,17,0,1,1,0,1,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Belgium,Europe
336,Brandon Borrello,AUS,Freiburg,Bundesliga,2019,24.0,1995.0,3.3,6,1.81,2,0,2,0,2,0,1,0.3,0,0,0,0,1,0,"MF,FW",20-24,Midfielder,Australia,Oceania
338,Denis Bouanga,GAB,Saint-Étienne,Ligue 1,2019,24.0,1994.0,22.7,63,2.78,29,3,12,10,8,1,7,0.31,3,2,0,2,0,0,"FW,MF",20-24,Forward,Gabon,Africa
339,Hicham Boudaoui,ALG,Nice,Ligue 1,2019,19.0,1999.0,5.4,13,2.39,9,0,1,1,2,0,3,0.55,3,0,0,0,0,0,"MF,FW",Under 20,Midfielder,Algeria,Africa
340,Ryad Boudebouz,ALG,Saint-Étienne,Ligue 1,2019,29.0,1990.0,17.7,67,3.78,41,21,3,1,1,0,5,0.28,3,1,0,1,0,0,"MF,FW",25-29,Midfielder,Algeria,Africa
342,Nassim Boujellab,MAR,Schalke 04,Bundesliga,2019,20.0,1999.0,4.7,6,1.29,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",20-24,Midfielder,Morocco,Africa
343,Farid Boulaya,ALG,Metz,Ligue 1,2019,26.0,1993.0,9.1,38,4.17,24,7,4,2,1,0,2,0.22,1,1,0,0,0,0,FW,25-29,Forward,Algeria,Africa
346,Benjamin Bourigeaud,FRA,Rennes,Ligue 1,2019,25.0,1994.0,21.1,67,3.17,41,18,3,3,2,0,6,0.28,3,2,0,0,1,0,MF,25-29,Midfielder,France,Europe
348,Jarrod Bowen,ENG,West Ham,Premier League,2019,22.0,1996.0,10.2,29,2.85,11,7,2,4,4,1,5,0.49,3,2,0,0,0,0,"FW,MF",20-24,Forward,England,Europe
350,John Boye,GHA,Metz,Ligue 1,2019,32.0,1987.0,23.5,9,0.38,8,0,0,1,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Ghana,Africa
352,Domagoj Bradarić,CRO,Lille,Ligue 1,2019,19.0,1999.0,15.8,30,1.9,22,6,0,1,1,0,2,0.13,2,0,0,0,0,0,DF,Under 20,Defender,Croatia,Europe
354,Robbie Brady,IRL,Burnley,Premier League,2019,27.0,1992.0,5.0,15,2.97,12,1,0,1,1,0,3,0.59,3,0,0,0,0,0,MF,25-29,Midfielder,Republic of Ireland,Europe
355,Martin Braithwaite,DEN,Barcelona,La Liga,2019,28.0,1991.0,4.5,12,2.65,4,0,4,2,2,0,1,0.22,0,0,0,1,0,0,"FW,MF",25-29,Forward,Denmark,Europe
356,Martin Braithwaite,DEN,Leganés,La Liga,2019,28.0,1991.0,21.5,47,2.19,29,0,5,7,6,0,5,0.23,5,0,0,0,0,0,"FW,MF",25-29,Forward,Denmark,Europe
357,Federico Brancolini,ITA,Fiorentina,Serie A,2019,18.0,2001.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,Under 20,Goalkeeper,Italy,Europe
359,Julian Brandt,GER,Dortmund,Bundesliga,2019,23.0,1996.0,24.5,84,3.43,69,3,8,3,1,0,19,0.78,16,0,2,1,0,0,"MF,FW",20-24,Midfielder,Germany,Europe
362,Claudio Bravo,CHI,Manchester City,Premier League,2019,36.0,1983.0,3.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,Chile,South America
365,Marco Brescianini,ITA,Milan,Serie A,2019,19.0,2000.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,Under 20,Midfielder,Italy,Europe
366,Anthony Briançon,FRA,Nîmes,Ligue 1,2019,24.0,1994.0,19.3,13,0.67,9,1,0,2,0,1,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,France,Europe
367,Jimmy Briand,FRA,Bordeaux,Ligue 1,2019,33.0,1985.0,16.9,32,1.89,22,1,1,1,5,2,2,0.12,1,0,1,0,0,0,FW,30-34,Forward,France,Europe
370,Dylan Bronn,TUN,Metz,Ligue 1,2019,24.0,1995.0,9.0,2,0.22,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Tunisia,Africa
371,David Brooks,WAL,Bournemouth,Premier League,2019,22.0,1997.0,5.6,12,2.13,8,1,0,1,1,1,1,0.18,0,0,0,1,0,0,"MF,FW",20-24,Midfielder,Wales,Europe
372,John Brooks,USA,Wolfsburg,Bundesliga,2019,26.0,1993.0,24.7,14,0.57,11,0,0,3,0,0,1,0.04,0,0,0,1,0,0,DF,25-29,Defender,United States,North America
373,Daniel Brosinski,GER,Mainz 05,Bundesliga,2019,31.0,1988.0,19.0,93,4.9,47,41,2,1,1,1,5,0.26,1,4,0,0,0,0,DF,30-34,Defender,Germany,Europe
374,Josh Brownhill,ENG,Burnley,Premier League,2019,23.0,1995.0,8.9,15,1.68,13,0,0,0,1,1,1,0.11,1,0,0,0,0,0,MF,20-24,Midfielder,England,Europe
376,Gastón Brugman,URU,Parma,Serie A,2019,26.0,1992.0,16.2,32,1.98,24,2,2,0,2,2,3,0.19,3,0,0,0,0,0,MF,25-29,Midfielder,Uruguay,South America
379,Jacob Bruun Larsen,DEN,Hoffenheim,Bundesliga,2019,20.0,1998.0,4.3,23,5.29,16,1,6,0,0,0,2,0.46,2,0,0,0,0,0,"FW,MF",20-24,Forward,Denmark,Europe
380,Jacob Bruun Larsen,DEN,Dortmund,Bundesliga,2019,20.0,1998.0,0.8,1,1.32,1,0,0,0,0,0,1,1.32,1,0,0,0,0,0,FW,20-24,Forward,Denmark,Europe
382,Ante Budimir,CRO,Mallorca,La Liga,2019,28.0,1991.0,30.7,53,1.73,28,2,3,11,8,1,7,0.23,4,0,2,0,1,0,FW,25-29,Forward,Croatia,Europe
384,Gianluigi Buffon,ITA,Juventus,Serie A,2019,41.0,1978.0,9.0,2,0.22,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,Over 40,Goalkeeper,Italy,Europe
385,Marius Bülter,GER,Union Berlin,Bundesliga,2019,26.0,1993.0,25.8,49,1.9,34,0,11,3,1,0,3,0.12,2,0,1,0,0,0,"MF,FW",25-29,Midfielder,Germany,Europe
386,Esteban Burgos,ARG,Eibar,La Liga,2019,27.0,1992.0,12.4,4,0.32,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Argentina,South America
387,Guido Burgstaller,AUT,Schalke 04,Bundesliga,2019,30.0,1989.0,13.7,28,2.04,19,0,4,2,2,1,2,0.15,2,0,0,0,0,0,FW,30-34,Forward,Austria,Europe
389,Jonathan Burkardt,GER,Mainz 05,Bundesliga,2019,19.0,2000.0,2.8,4,1.42,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",Under 20,Forward,Germany,Europe
390,Oliver Burke,SCO,Alavés,La Liga,2019,22.0,1997.0,15.9,18,1.13,12,0,5,1,0,0,3,0.19,2,0,1,0,0,0,"MF,FW",20-24,Midfielder,Scotland,Europe
391,Roman Bürki,SUI,Dortmund,Bundesliga,2019,28.0,1990.0,30.8,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Switzerland,Europe
392,Dan Burn,ENG,Brighton,Premier League,2019,27.0,1992.0,32.0,38,1.19,31,4,1,1,0,1,2,0.06,2,0,0,0,0,0,DF,25-29,Defender,England,Europe
396,Ludovic Butelle,FRA,Angers,Ligue 1,2019,36.0,1983.0,26.0,4,0.15,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,France,Europe
398,Sam Byram,ENG,Norwich City,Premier League,2019,25.0,1993.0,14.4,21,1.46,15,0,0,3,2,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,England,Europe
401,Willy Caballero,ARG,Chelsea,Premier League,2019,37.0,1981.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,Argentina,South America
402,Yohan Cabaye,FRA,Saint-Étienne,Ligue 1,2019,33.0,1986.0,9.5,21,2.2,16,2,1,0,1,1,1,0.1,1,0,0,0,0,0,MF,30-34,Midfielder,France,Europe
405,Leandro Cabrera,URU,Getafe,La Liga,2019,28.0,1991.0,17.0,6,0.35,3,2,0,1,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Uruguay,South America
406,Leandro Cabrera,URU,Espanyol,La Liga,2019,28.0,1991.0,17.0,15,0.88,11,4,0,0,0,0,1,0.06,0,1,0,0,0,0,DF,25-29,Defender,Uruguay,South America
407,Fabrizio Cacciatore,ITA,Cagliari,Serie A,2019,32.0,1986.0,12.8,20,1.56,17,3,0,0,0,0,3,0.23,3,0,0,0,0,0,DF,30-34,Defender,Italy,Europe
408,Martín Cáceres,URU,Fiorentina,Serie A,2019,32.0,1987.0,26.2,33,1.26,22,5,0,5,1,0,1,0.04,0,0,0,1,0,0,DF,30-34,Defender,Uruguay,South America
409,Anthony Caci,FRA,Strasbourg,Ligue 1,2019,22.0,1997.0,7.7,21,2.74,19,0,0,1,1,0,6,0.78,6,0,0,0,0,0,DF,20-24,Defender,France,Europe
411,Mathieu Cafaro,FRA,Reims,Ligue 1,2019,22.0,1997.0,10.3,38,3.7,14,12,4,4,4,0,4,0.39,0,2,0,1,1,0,"FW,MF",20-24,Forward,France,Europe
412,Jonathan Cafu,BRA,Bordeaux,Ligue 1,2019,28.0,1991.0,2.2,3,1.34,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Brazil,South America
413,Gary Cahill,ENG,Crystal Palace,Premier League,2019,33.0,1985.0,24.1,12,0.5,8,0,1,3,0,0,1,0.04,1,0,0,0,0,0,DF,30-34,Defender,England,Europe
