rk,player,nation,squad,comp,season,age,born,ninety_mins_played,yellow_cards,red_cards,second_yellow_cards,fouls,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,position,age_range,general_position,country,continent
1294,Jorginho,ITA,Chelsea,Premier League,2021,29.0,1991.0,25.3,5,0,0,30,38,0,3,36,33,0,0,0,208,13,26,33.3,MF,25-29,Midfielder,Italy,Europe
1294,Jorginho,ITA,Chelsea,Premier League,2021,29.0,1991.0,25.3,5,0,0,30,38,0,3,36,33,0,0,0,208,13,26,33.3,MF,25-29,Midfielder,Italy,Europe
1294,Jorginho,ITA,Chelsea,Premier League,2021,29.0,1991.0,25.3,5,0,0,30,38,0,3,36,33,0,0,0,208,13,26,33.3,MF,25-29,Midfielder,Italy,Europe
1294,Jorginho,ITA,Chelsea,Premier League,2021,29.0,1991.0,25.3,5,0,0,30,38,0,3,36,33,0,0,0,208,13,26,33.3,MF,25-29,Midfielder,Italy,Europe
1296,Willian José,BRA,Betis,La Liga,2021,29.0,1991.0,17.8,2,0,0,12,23,7,7,3,13,0,0,0,64,22,34,39.3,FW,25-29,Forward,Brazil,South America
1299,Lenny Joseph,FRA,Metz,Ligue 1,2021,20.0,2000.0,1.7,1,0,0,5,1,0,1,0,1,0,0,0,5,4,7,36.4,"FW,MF",20-24,Forward,France,Europe
1300,Diogo Jota,POR,Liverpool,Premier League,2021,24.0,1996.0,26.3,3,0,0,41,40,5,21,6,18,2,0,0,100,37,83,30.8,FW,20-24,Forward,Portugal,Europe
1304,José Juan Macías,MEX,Getafe,La Liga,2021,21.0,1999.0,2.2,1,0,0,1,11,4,3,1,0,1,0,0,5,4,6,40.0,"FW,MF",20-24,Forward,Mexico,North America
1306,Gideon Jung,GER,Greuther Fürth,Bundesliga,2021,26.0,1994.0,1.6,0,0,0,0,4,0,0,2,1,0,0,0,6,0,4,0.0,DF,25-29,Defender,Germany,Europe
1311,James Justin,ENG,Leicester City,Premier League,2021,23.0,1998.0,11.1,0,0,0,7,12,1,15,17,13,0,0,0,62,13,16,44.8,DF,20-24,Defender,England,Europe
1315,Ozan Kabak,TUR,Norwich City,Premier League,2021,21.0,2000.0,10.2,2,0,0,10,10,1,1,16,5,0,2,0,50,22,27,44.9,DF,20-24,Defender,Turkey,Asia
1316,Christian Kabasele,BEL,Watford,Premier League,2021,30.0,1991.0,13.3,0,0,0,5,3,0,1,14,5,0,0,0,58,47,12,79.7,DF,30-34,Defender,Belgium,Europe
1317,Issa Kaboré,BFA,Troyes,Ligue 1,2021,20.0,2001.0,25.0,8,2,1,30,43,4,111,20,22,1,0,0,125,11,15,42.3,"DF,MF",20-24,Defender,Burkina Faso,Africa
1320,Tino Kadewere,ZIM,Lyon,Ligue 1,2021,25.0,1996.0,5.6,0,1,0,6,5,4,7,4,5,0,0,0,29,6,12,33.3,FW,25-29,Forward,Zimbabwe,Africa
1321,Florian Kainz,AUT,Köln,Bundesliga,2021,28.0,1992.0,25.8,3,1,1,36,45,1,238,32,26,0,0,0,181,10,18,35.7,"MF,FW",25-29,Midfielder,Austria,Europe
1322,Gaël Kakuta,COD,Lens,Ligue 1,2021,30.0,1991.0,18.6,1,0,0,15,33,5,46,4,14,0,0,0,76,12,23,34.3,"MF,FW",30-34,Midfielder,DR Congo,Africa
1323,Sasa Kalajdzic,AUT,Stuttgart,Bundesliga,2021,24.0,1997.0,13.6,2,0,0,11,18,2,2,2,6,0,0,0,37,62,37,62.6,FW,20-24,Forward,Austria,Europe
1324,Arnaud Kalimuendo,FRA,Lens,Ligue 1,2021,19.0,2002.0,23.9,1,1,0,13,32,14,17,8,8,0,0,0,51,4,26,13.3,FW,Under 20,Forward,France,Europe
1325,Arnaud Kalimuendo,FRA,Paris S-G,Ligue 1,2021,19.0,2002.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,FW,Under 20,Forward,France,Europe
1327,Yayah Kallon,SLE,Genoa,Serie A,2021,20.0,2001.0,7.1,3,0,0,19,13,3,18,1,11,1,0,0,35,4,17,19.0,"FW,MF",20-24,Forward,Sierra Leone,Africa
1328,Samuel Kalu,NGA,Watford,Premier League,2021,23.0,1997.0,2.5,0,0,0,0,4,3,8,3,2,0,0,0,9,0,3,0.0,FW,20-24,Forward,Nigeria,Africa
1329,Samuel Kalu,NGA,Bordeaux,Ligue 1,2021,23.0,1997.0,3.6,1,0,0,3,7,0,19,3,5,0,0,0,15,3,7,30.0,"FW,MF",20-24,Forward,Nigeria,Africa
1330,Pierre Kalulu,FRA,Milan,Serie A,2021,21.0,2000.0,21.6,4,0,0,16,6,2,22,26,36,0,0,0,150,22,41,34.9,DF,20-24,Defender,France,Europe
1331,Daichi Kamada,JPN,Eint Frankfurt,Bundesliga,2021,24.0,1996.0,23.8,0,0,0,23,25,6,27,8,21,0,0,0,130,17,41,29.3,MF,20-24,Midfielder,Japan,Asia
1332,Boubacar Kamara,FRA,Marseille,Ligue 1,2021,21.0,1999.0,30.9,5,0,0,40,42,0,8,46,38,1,1,0,183,40,37,51.9,"MF,DF",20-24,Midfielder,France,Europe
1333,Hassane Kamara,CIV,Watford,Premier League,2021,27.0,1994.0,18.0,5,1,1,24,16,0,23,69,34,0,1,0,153,30,15,66.7,DF,25-29,Defender,Ivory Coast,Africa
1334,Hassane Kamara,CIV,Nice,Ligue 1,2021,27.0,1994.0,6.0,2,0,0,8,4,3,16,9,10,0,0,0,41,2,13,13.3,"MF,DF",25-29,Midfielder,Ivory Coast,Africa
1337,Jean-Armel Kana-Biyik,CMR,Metz,Ligue 1,2021,32.0,1989.0,7.4,1,0,0,4,8,0,0,16,6,0,0,0,50,4,2,66.7,DF,30-34,Defender,Cameroon,Africa
1339,Harry Kane,ENG,Tottenham,Premier League,2021,28.0,1993.0,35.9,5,0,0,42,54,16,42,3,5,0,0,0,92,75,81,48.1,FW,25-29,Forward,England,Europe
1341,N'Golo Kanté,FRA,Chelsea,Premier League,2021,30.0,1991.0,19.7,2,0,0,22,11,0,11,31,31,0,0,0,153,14,14,50.0,MF,30-34,Midfielder,France,Europe
1346,Grigoris Kastanos,CYP,Salernitana,Serie A,2021,23.0,1998.0,15.0,4,1,0,28,35,2,52,22,19,1,0,0,85,18,11,62.1,"MF,FW",20-24,Midfielder,Cyprus,Asia
1348,Noah Katterbach,GER,Köln,Bundesliga,2021,20.0,2001.0,0.2,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0.0,DF,20-24,Defender,Germany,Europe
1349,Eiji Kawashima,JPN,Strasbourg,Ligue 1,2021,38.0,1983.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,GK,35-39,Goalkeeper,Japan,Asia
1350,Edo Kayembe,COD,Watford,Premier League,2021,23.0,1998.0,8.9,0,0,0,4,5,1,8,9,13,0,0,0,77,13,19,40.6,MF,20-24,Midfielder,DR Congo,Africa
1351,Moise Kean,ITA,Everton,Premier League,2021,21.0,2000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,FW,20-24,Forward,Italy,Europe
1352,Moise Kean,ITA,Juventus,Serie A,2021,21.0,2000.0,12.2,5,0,0,20,16,12,6,3,4,1,0,0,44,22,15,59.5,FW,20-24,Forward,Italy,Europe
1353,Michael Keane,ENG,Everton,Premier League,2021,28.0,1993.0,31.0,4,1,1,16,7,1,1,62,25,0,0,2,149,96,59,61.9,DF,25-29,Defender,England,Europe
1354,Ilan Kebbal,ALG,Reims,Ligue 1,2021,23.0,1998.0,19.7,1,0,0,12,50,7,71,13,15,1,0,0,122,2,18,10.0,"MF,FW",20-24,Midfielder,Algeria,Africa
1356,Thilo Kehrer,GER,Paris S-G,Ligue 1,2021,24.0,1996.0,16.8,0,0,0,15,6,0,5,24,14,0,0,0,70,26,21,55.3,DF,20-24,Defender,Germany,Europe
1358,Naby Keïta,GUI,Liverpool,Premier League,2021,26.0,1995.0,13.0,3,0,0,21,9,0,8,14,23,0,0,0,68,6,15,28.6,MF,25-29,Midfielder,Guinea,Africa
1359,Yannik Keitel,GER,Freiburg,Bundesliga,2021,21.0,2000.0,5.6,1,0,0,13,5,0,2,1,4,0,0,1,27,10,9,52.6,MF,20-24,Midfielder,Germany,Europe
1360,Caoimhín Kelleher,IRL,Liverpool,Premier League,2021,22.0,1998.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,100.0,GK,20-24,Goalkeeper,Republic of Ireland,Europe
1363,Kenedy,BRA,Chelsea,Premier League,2021,25.0,1996.0,0.6,0,0,0,0,0,0,1,0,2,0,0,0,8,0,1,0.0,DF,25-29,Defender,Brazil,South America
1364,Jonjoe Kenny,ENG,Everton,Premier League,2021,24.0,1997.0,11.3,3,1,1,9,6,1,23,20,7,0,0,0,58,9,11,45.0,DF,20-24,Defender,England,Europe
1366,Franck Kessié,CIV,Milan,Serie A,2021,24.0,1996.0,25.6,2,0,0,36,31,1,12,23,23,1,1,0,176,30,29,50.8,MF,20-24,Midfielder,Ivory Coast,Africa
1367,Saîf-Eddine Khaoui,TUN,Clermont Foot,Ligue 1,2021,26.0,1995.0,10.3,1,0,0,11,15,0,40,14,10,0,0,0,45,1,7,12.5,"MF,FW",25-29,Midfielder,Tunisia,Africa
1368,Wahbi Khazri,TUN,Saint-Étienne,Ligue 1,2021,30.0,1991.0,24.7,6,0,0,22,47,22,57,12,18,1,0,0,103,12,40,23.1,"FW,MF",30-34,Forward,Tunisia,Africa
1369,Rani Khedira,GER,Union Berlin,Bundesliga,2021,27.0,1994.0,30.6,6,0,0,55,35,0,23,50,38,0,0,0,193,39,42,48.1,MF,25-29,Midfielder,Germany,Europe
