rk,player,nation,squad,comp,season,age,born,ninety_mins_played,yellow_cards,red_cards,second_yellow_cards,fouls,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,position,age_range,general_position,country,continent
74,Allan,BRA,Everton,Premier League,2020,29.0,1991.0,22.8,6,0,0,37,30,0,4,19,45,0,0,0,187,4,11,26.7,MF,25-29,Midfielder,Brazil,South America
74,Allan,BRA,Everton,Premier League,2020,29.0,1991.0,22.8,6,0,0,37,30,0,4,19,45,0,0,0,187,4,11,26.7,MF,25-29,Midfielder,Brazil,South America
75,Dele Alli,ENG,Tottenham,Premier League,2020,24.0,1996.0,6.9,0,0,0,10,12,1,10,7,11,0,0,0,50,8,11,42.1,MF,20-24,Midfielder,England,Europe
76,Miguel Almirón,PAR,Newcastle Utd,Premier League,2020,26.0,1994.0,27.0,3,0,0,18,39,6,39,25,29,0,0,0,163,8,17,32.0,"MF,FW",25-29,Midfielder,Paraguay,South America
81,Steven Alzate,COL,Brighton,Premier League,2020,21.0,1998.0,10.0,2,0,0,20,6,1,3,8,8,0,0,0,46,7,12,36.8,MF,20-24,Midfielder,Colombia,South America
82,Ibrahim Amadou,FRA,Angers,Ligue 1,2020,27.0,1993.0,16.7,6,0,0,34,5,0,4,23,26,0,0,0,98,19,17,52.8,MF,25-29,Midfielder,France,Europe
83,Romain Amalfitano,FRA,Dijon,Ligue 1,2020,30.0,1989.0,1.3,0,0,0,2,1,0,5,1,2,0,0,0,6,1,1,50.0,"FW,DF",30-34,Forward,France,Europe
86,Jordan Amavi,FRA,Marseille,Ligue 1,2020,26.0,1994.0,9.0,3,1,0,13,14,0,10,27,9,1,0,0,46,23,11,67.6,DF,25-29,Defender,France,Europe
89,Nadiem Amiri,GER,Leverkusen,Bundesliga,2020,23.0,1996.0,21.0,5,0,0,21,26,4,68,12,7,0,0,0,109,4,21,16.0,MF,20-24,Midfielder,Germany,Europe
90,Ethan Ampadu,WAL,Sheffield Utd,Premier League,2020,19.0,2000.0,23.2,3,0,0,25,25,1,19,49,36,0,1,1,114,52,29,64.2,"DF,MF",Under 20,Defender,Wales,Europe
93,Joachim Andersen,DEN,Fulham,Premier League,2020,24.0,1996.0,30.3,7,1,0,39,15,1,12,44,19,0,2,0,172,98,44,69.0,DF,20-24,Defender,Denmark,Europe
94,Joachim Andersen,DEN,Lyon,Ligue 1,2020,24.0,1996.0,2.1,1,0,0,5,2,0,0,2,1,0,0,0,10,4,0,100.0,DF,20-24,Defender,Denmark,Europe
95,Djavan Anderson,NED,Lazio,Serie A,2020,25.0,1995.0,0.8,0,0,0,1,1,0,2,1,0,0,0,0,4,0,0,,DF,25-29,Defender,Netherlands,Europe
97,Felipe Anderson,BRA,West Ham,Premier League,2020,27.0,1993.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,"FW,MF",25-29,Forward,Brazil,South America
98,Sebastian Andersson,SWE,Köln,Bundesliga,2020,29.0,1991.0,12.5,1,0,0,21,7,7,2,2,2,1,0,0,23,79,63,55.6,FW,25-29,Forward,Sweden,Europe
100,Benjamin André,FRA,Lille,Ligue 1,2020,29.0,1990.0,32.1,10,0,0,70,53,0,14,76,68,0,0,0,276,84,83,50.3,MF,25-29,Midfielder,France,Europe
101,Marcos André,BRA,Valladolid,La Liga,2020,23.0,1996.0,13.1,3,0,0,25,26,7,9,2,2,1,0,0,29,40,84,32.3,FW,20-24,Forward,Brazil,South America
101,Marcos André,BRA,Valladolid,La Liga,2020,23.0,1996.0,13.1,3,0,0,25,26,7,9,2,2,1,0,0,29,40,84,32.3,FW,20-24,Forward,Brazil,South America
101,Marcos André,BRA,Valladolid,La Liga,2020,23.0,1996.0,13.1,3,0,0,25,26,7,9,2,2,1,0,0,29,40,84,32.3,FW,20-24,Forward,Brazil,South America
101,Marcos André,BRA,Valladolid,La Liga,2020,23.0,1996.0,13.1,3,0,0,25,26,7,9,2,2,1,0,0,29,40,84,32.3,FW,20-24,Forward,Brazil,South America
102,Robert Andrich,GER,Union Berlin,Bundesliga,2020,25.0,1994.0,28.1,5,1,0,50,34,2,17,51,24,0,0,1,176,46,25,64.8,MF,25-29,Midfielder,Germany,Europe
110,Cristian Ansaldi,ARG,Torino,Serie A,2020,33.0,1986.0,21.6,1,0,0,24,22,0,177,16,33,0,1,0,99,7,14,33.3,"DF,FW",30-34,Defender,Argentina,South America
111,Waldemar Anton,GER,Stuttgart,Bundesliga,2020,24.0,1996.0,30.1,3,0,0,24,34,1,11,47,20,0,1,0,228,50,34,59.5,DF,20-24,Defender,Germany,Europe
112,Michail Antonio,JAM,West Ham,Premier League,2020,30.0,1990.0,21.9,3,0,0,29,40,15,31,7,4,1,0,0,51,71,88,44.7,FW,30-34,Forward,Jamaica,North America
114,Valentin Antov,BUL,Bologna,Serie A,2020,19.0,2000.0,2.6,1,0,0,2,2,0,0,4,2,0,0,0,11,3,5,37.5,DF,Under 20,Defender,Bulgaria,Europe
115,Houssem Aouar,ALG,Lyon,Ligue 1,2020,22.0,1998.0,19.8,3,1,0,20,23,3,19,17,12,0,0,0,90,4,17,19.0,"MF,FW",20-24,Midfielder,Algeria,Africa
116,Adil Aouchiche,FRA,Saint-Étienne,Ligue 1,2020,18.0,2002.0,19.2,2,0,0,20,31,0,130,10,20,0,0,0,100,13,28,31.7,"MF,FW",Under 20,Midfielder,France,Europe
117,Dennis Appiah,FRA,Nantes,Ligue 1,2020,28.0,1992.0,17.3,3,0,0,16,3,1,47,25,34,0,1,0,99,30,23,56.6,DF,25-29,Defender,France,Europe
119,Mauro Arambarri,URU,Getafe,La Liga,2020,24.0,1995.0,33.1,11,0,0,58,73,1,123,42,39,0,0,0,204,54,53,50.5,MF,20-24,Midfielder,Uruguay,South America
120,Charles Aránguiz,CHI,Leverkusen,Bundesliga,2020,31.0,1989.0,18.5,4,0,0,31,25,0,4,33,23,0,0,0,122,10,16,38.5,MF,30-34,Midfielder,Chile,South America
121,Luiz Araújo,BRA,Lille,Ligue 1,2020,24.0,1996.0,16.6,5,0,0,24,18,0,27,11,25,0,0,0,88,10,20,33.3,MF,20-24,Midfielder,Brazil,South America
125,Alphonse Areola,FRA,Fulham,Premier League,2020,27.0,1993.0,36.0,2,0,0,0,5,0,0,1,0,0,0,0,36,13,1,92.9,GK,25-29,Goalkeeper,France,Europe
126,Santiago Arias,COL,Leverkusen,Bundesliga,2020,28.0,1992.0,1.0,0,0,0,1,0,0,2,1,1,0,0,0,6,0,3,0.0,DF,25-29,Defender,Colombia,South America
127,Karim Aribi,ALG,Nîmes,Ligue 1,2020,26.0,1994.0,3.3,0,0,0,2,2,0,2,0,2,1,0,0,7,12,39,23.5,FW,25-29,Forward,Algeria,Africa
129,Nicolò Armini,ITA,Lazio,Serie A,2020,19.0,2001.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,DF,Under 20,Defender,Italy,Europe
130,Stuart Armstrong,SCO,Southampton,Premier League,2020,28.0,1992.0,30.7,3,0,0,34,35,4,40,24,41,0,0,0,175,8,17,32.0,MF,25-29,Midfielder,Scotland,Europe
131,Maximilian Arnold,GER,Wolfsburg,Bundesliga,2020,26.0,1994.0,28.7,7,1,0,39,62,0,139,49,32,0,1,0,240,39,27,59.1,MF,25-29,Midfielder,Germany,Europe
135,Tolgay Arslan,GER,Udinese,Serie A,2020,29.0,1990.0,20.2,9,0,0,38,45,0,13,22,32,0,1,0,139,11,9,55.0,MF,25-29,Midfielder,Germany,Europe
136,Kwadwo Asamoah,GHA,Cagliari,Serie A,2020,31.0,1988.0,2.5,0,0,0,0,4,0,7,4,3,0,0,0,20,2,1,66.7,"DF,MF",30-34,Defender,Ghana,Africa
137,Santiago Ascacíbar,ARG,Hertha BSC,Bundesliga,2020,23.0,1997.0,8.5,2,0,0,10,4,0,4,13,15,0,0,0,64,9,8,52.9,MF,20-24,Midfielder,Argentina,South America
142,Roger Assalé,CIV,Dijon,Ligue 1,2020,26.0,1993.0,9.2,0,1,0,12,27,6,6,2,8,1,0,0,24,5,16,23.8,"FW,MF",25-29,Forward,Ivory Coast,Africa
145,Pierre-Emerick Aubameyang,GAB,Arsenal,Premier League,2020,31.0,1989.0,25.9,2,0,0,13,18,17,38,7,8,0,0,1,65,34,58,37.0,FW,30-34,Forward,Gabon,Africa
146,Emil Audero,ITA,Sampdoria,Serie A,2020,23.0,1997.0,37.0,0,0,0,0,6,0,0,1,1,0,0,0,61,6,0,100.0,GK,20-24,Goalkeeper,Italy,Europe
147,Tommaso Augello,ITA,Sampdoria,Serie A,2020,25.0,1994.0,35.7,2,1,0,13,25,2,148,32,30,0,0,0,214,41,30,57.7,DF,25-29,Defender,Italy,Europe
148,Jean-Kévin Augustin,FRA,Nantes,Ligue 1,2020,23.0,1997.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,FW,20-24,Forward,France,Europe
150,Serge Aurier,CIV,Tottenham,Premier League,2020,27.0,1992.0,17.8,0,0,0,23,15,1,35,19,33,0,1,0,111,36,40,47.4,DF,25-29,Defender,Ivory Coast,Africa
151,Charlie Austin,ENG,West Brom,Premier League,2020,31.0,1989.0,1.5,0,0,0,0,2,1,0,3,2,0,0,0,4,6,13,31.6,"FW,MF",30-34,Forward,England,Europe
153,Taiwo Awoniyi,NGA,Union Berlin,Bundesliga,2020,22.0,1997.0,15.1,0,0,0,22,20,15,4,3,3,1,0,0,44,33,76,30.3,FW,20-24,Forward,Nigeria,Africa
155,Jordan Ayew,GHA,Crystal Palace,Premier League,2020,28.0,1991.0,23.3,4,0,0,45,63,5,31,16,26,0,0,0,108,29,94,23.6,"FW,MF",25-29,Forward,Ghana,Africa
157,Luke Ayling,ENG,Leeds United,Premier League,2020,28.0,1991.0,37.8,7,0,0,29,54,2,82,36,61,0,1,0,279,65,65,50.0,DF,25-29,Defender,England,Europe
158,Ramon Azeez,NGA,Granada,La Liga,2020,27.0,1992.0,1.1,0,0,0,1,1,0,1,1,1,0,0,0,4,4,0,100.0,MF,25-29,Midfielder,Nigeria,Africa
161,Carlos Bacca,COL,Villarreal,La Liga,2020,33.0,1986.0,8.7,1,0,0,10,6,6,7,3,5,0,0,0,19,9,13,40.9,FW,30-34,Forward,Colombia,South America
163,Milan Badelj,CRO,Genoa,Serie A,2020,31.0,1989.0,26.8,7,0,0,34,32,1,15,87,27,1,0,0,228,16,12,57.1,MF,30-34,Midfielder,Croatia,Europe
165,Benoît Badiashile,FRA,Monaco,Ligue 1,2020,19.0,2001.0,31.9,5,0,0,32,15,2,3,58,17,0,0,0,193,108,40,73.0,DF,Under 20,Defender,France,Europe
169,Leon Bailey,JAM,Leverkusen,Bundesliga,2020,22.0,1997.0,23.8,6,0,0,24,43,15,155,9,8,0,0,0,107,18,29,38.3,"FW,MF",20-24,Forward,Jamaica,North America
170,Eric Bailly,CIV,Manchester Utd,Premier League,2020,26.0,1994.0,10.2,3,0,0,10,4,0,0,13,5,0,0,0,73,24,17,58.5,DF,25-29,Defender,Ivory Coast,Africa
171,Stefan Bajic,FRA,Saint-Étienne,Ligue 1,2020,18.0,2001.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GK,Under 20,Goalkeeper,France,Europe
173,Mitchel Bakker,NED,Paris S-G,Ligue 1,2020,20.0,2000.0,18.8,1,0,0,16,9,3,51,22,30,0,0,0,124,23,13,63.9,DF,20-24,Defender,Netherlands,Europe
174,Ridle Baku,GER,Wolfsburg,Bundesliga,2020,22.0,1998.0,29.8,1,0,0,33,39,10,102,40,31,0,0,0,173,16,48,25.0,"FW,DF",20-24,Forward,Germany,Europe
175,Ridle Baku,GER,Mainz 05,Bundesliga,2020,22.0,1998.0,2.0,0,0,0,1,5,0,6,3,2,0,0,0,14,1,1,50.0,DF,20-24,Defender,Germany,Europe
176,Dilane Bakwa,FRA,Bordeaux,Ligue 1,2020,17.0,2002.0,0.6,0,0,0,1,6,0,0,1,2,0,0,0,6,1,2,33.3,"FW,MF",Under 20,Forward,France,Europe
178,Keita Baldé,SEN,Sampdoria,Serie A,2020,25.0,1995.0,13.3,4,1,0,32,35,4,8,0,6,1,1,0,25,20,41,32.8,FW,25-29,Forward,Senegal,Africa
179,George Baldock,GRE,Sheffield Utd,Premier League,2020,27.0,1993.0,31.0,7,0,0,46,21,10,62,25,34,0,0,0,127,26,28,48.1,DF,25-29,Defender,Greece,Europe
180,Gareth Bale,WAL,Tottenham,Premier League,2020,31.0,1989.0,10.2,1,0,0,9,9,5,40,8,10,0,0,0,38,23,11,67.6,FW,30-34,Forward,Wales,Europe
182,Leonardo Balerdi,ARG,Marseille,Ligue 1,2020,21.0,1999.0,18.2,6,1,0,31,27,2,1,28,18,0,0,0,129,35,42,45.5,DF,20-24,Defender,Argentina,South America
183,Fodé Ballo-Touré,SEN,Monaco,Ligue 1,2020,23.0,1997.0,7.4,2,0,0,10,12,1,39,6,17,1,0,0,37,12,10,54.5,DF,20-24,Defender,Senegal,Africa
184,Botond Balogh,HUN,Parma,Serie A,2020,18.0,2002.0,1.8,1,0,0,1,0,0,0,2,7,0,0,0,5,2,3,40.0,DF,Under 20,Defender,Hungary,Europe
185,Abdoulaye Bamba,CIV,Angers,Ligue 1,2020,30.0,1990.0,15.0,2,0,0,14,6,0,48,19,17,0,1,0,82,10,9,52.6,DF,30-34,Defender,Ivory Coast,Africa
186,Jonathan Bamba,CIV,Lille,Ligue 1,2020,24.0,1996.0,33.2,2,0,0,27,67,3,146,24,23,1,0,0,238,15,27,35.7,MF,20-24,Midfielder,Ivory Coast,Africa
188,Patrick Bamford,ENG,Leeds United,Premier League,2020,26.0,1993.0,33.9,3,0,0,36,23,18,3,10,9,3,0,0,59,47,73,39.2,FW,25-29,Forward,England,Europe
189,Mattia Bani,ITA,Genoa,Serie A,2020,26.0,1993.0,10.2,4,0,0,13,7,1,2,27,5,0,0,0,39,32,29,52.5,DF,25-29,Defender,Italy,Europe
190,Mattia Bani,ITA,Parma,Serie A,2020,26.0,1993.0,12.7,6,0,0,16,8,0,3,33,11,0,0,0,54,34,24,58.6,DF,25-29,Defender,Italy,Europe
193,Federico Barba,ITA,Benevento,Serie A,2020,26.0,1993.0,29.5,8,0,0,27,10,1,38,48,16,0,0,1,116,22,30,42.3,DF,25-29,Defender,Italy,Europe
194,Danilo Barbosa,BRA,Nice,Ligue 1,2020,24.0,1996.0,2.8,2,0,0,3,4,0,0,2,3,0,0,0,16,4,2,66.7,DF,20-24,Defender,Brazil,South America
196,Melvin Bard,FRA,Lyon,Ligue 1,2020,19.0,2000.0,4.8,0,1,0,8,6,0,22,6,8,1,0,0,38,11,14,44.0,DF,Under 20,Defender,France,Europe
198,Phil Bardsley,SCO,Burnley,Premier League,2020,35.0,1985.0,3.0,2,0,0,8,4,0,10,6,5,0,0,0,14,6,2,75.0,DF,35-39,Defender,Scotland,Europe
199,Nicolò Barella,ITA,Inter,Serie A,2020,23.0,1997.0,32.2,5,0,0,43,53,2,64,26,31,0,1,0,193,30,28,51.7,MF,20-24,Midfielder,Italy,Europe
200,Philipp Bargfrede,GER,Werder Bremen,Bundesliga,2020,31.0,1989.0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,MF,30-34,Midfielder,Germany,Europe
202,Ross Barkley,ENG,Aston Villa,Premier League,2020,26.0,1993.0,17.0,0,0,0,12,17,5,61,5,2,1,0,0,70,21,22,48.8,MF,25-29,Midfielder,England,Europe
203,Ross Barkley,ENG,Chelsea,Premier League,2020,26.0,1993.0,0.5,0,0,0,2,2,1,0,0,0,0,0,0,6,2,1,66.7,"FW,MF",25-29,Forward,England,Europe
204,Aymen Barkok,MAR,Eint Frankfurt,Bundesliga,2020,22.0,1998.0,10.9,5,0,0,23,7,1,41,10,15,0,1,0,75,15,24,38.5,"MF,DF",20-24,Midfielder,Morocco,Africa
205,Ashley Barnes,ENG,Burnley,Premier League,2020,30.0,1989.0,14.8,4,0,0,46,49,17,8,5,6,1,0,0,41,60,82,42.3,FW,30-34,Forward,England,Europe
206,Harvey Barnes,ENG,Leicester City,Premier League,2020,22.0,1997.0,21.6,0,0,0,16,33,1,27,8,9,0,0,0,86,24,32,42.9,"FW,MF",20-24,Forward,England,Europe
209,Antonio Barreca,ITA,Fiorentina,Serie A,2020,25.0,1995.0,0.9,0,0,0,1,0,1,11,0,0,0,1,0,3,3,2,60.0,DF,25-29,Defender,Italy,Europe
213,Musa Barrow,GAM,Bologna,Serie A,2020,21.0,1998.0,32.5,0,0,0,17,32,11,138,11,10,0,0,0,110,23,73,24.0,"FW,MF",20-24,Forward,Gambia,Africa
214,Kyle Bartley,ENG,West Brom,Premier League,2020,29.0,1991.0,28.7,4,0,0,30,8,5,1,38,16,0,1,0,137,105,56,65.2,DF,25-29,Defender,England,Europe
215,Paolo Bartolomei,ITA,Spezia,Serie A,2020,30.0,1989.0,3.6,1,0,0,4,1,0,13,1,2,0,1,0,9,1,1,50.0,MF,30-34,Midfielder,Italy,Europe
217,Daniele Baselli,ITA,Torino,Serie A,2020,28.0,1992.0,4.4,2,0,0,6,9,0,14,9,7,0,0,0,39,7,7,50.0,MF,25-29,Midfielder,Italy,Europe
218,Chris Basham,ENG,Sheffield Utd,Premier League,2020,32.0,1988.0,28.6,5,0,0,25,28,6,25,49,42,1,1,0,158,54,61,47.0,"DF,MF",30-34,Defender,England,Europe
219,Toma Bašić,CRO,Bordeaux,Ligue 1,2020,23.0,1996.0,28.9,7,0,0,42,31,2,64,32,22,0,0,0,139,25,30,45.5,MF,20-24,Midfielder,Croatia,Europe
221,Alessandro Bastoni,ITA,Inter,Serie A,2020,21.0,1999.0,32.5,6,0,0,40,28,0,24,40,22,0,0,0,164,48,32,60.0,DF,20-24,Defender,Italy,Europe
222,Simone Bastoni,ITA,Spezia,Serie A,2020,23.0,1996.0,16.9,7,0,0,35,27,2,93,16,29,0,1,0,122,27,25,51.9,DF,20-24,Defender,Italy,Europe
224,Michy Batshuayi,BEL,Crystal Palace,Premier League,2020,26.0,1993.0,8.1,0,0,0,12,5,11,5,4,3,1,0,0,15,10,15,40.0,FW,25-29,Forward,Belgium,Europe
225,Rodrigo Battaglia,ARG,Alavés,La Liga,2020,29.0,1991.0,27.7,10,1,0,35,30,1,3,29,16,0,0,0,139,43,22,66.2,MF,25-29,Midfielder,Argentina,South America
227,Oliver Baumann,GER,Hoffenheim,Bundesliga,2020,30.0,1990.0,31.0,1,0,0,0,6,0,0,2,0,0,0,0,78,7,1,87.5,GK,30-34,Goalkeeper,Germany,Europe
228,Julian Baumgartlinger,AUT,Leverkusen,Bundesliga,2020,32.0,1988.0,11.9,1,0,0,11,13,0,3,12,20,0,0,0,76,22,9,71.0,MF,30-34,Midfielder,Austria,Europe
229,Christoph Baumgartner,AUT,Hoffenheim,Bundesliga,2020,20.0,1999.0,26.3,6,0,0,70,53,1,21,24,31,2,0,0,140,53,89,37.3,"MF,FW",20-24,Midfielder,Austria,Europe
231,Paul Baysse,FRA,Bordeaux,Ligue 1,2020,32.0,1988.0,29.0,5,1,1,22,15,1,2,52,18,0,1,0,129,67,51,56.8,DF,30-34,Defender,France,Europe
232,Noah Joel Sarenren Bazee,NGA,Augsburg,Bundesliga,2020,23.0,1996.0,0.4,1,0,0,2,1,1,0,1,0,0,0,0,4,2,3,40.0,"FW,MF",20-24,Forward,Nigeria,Africa
235,Sheraldo Becker,SUR,Union Berlin,Bundesliga,2020,25.0,1995.0,12.3,2,0,0,21,14,4,52,6,4,0,0,0,78,7,22,24.1,"FW,MF",25-29,Forward,Suriname,South America
236,Timo Becker,GER,Schalke 04,Bundesliga,2020,23.0,1997.0,18.2,1,0,0,9,9,0,23,22,23,0,0,0,93,19,25,43.2,DF,20-24,Defender,Germany,Europe
238,Donny van de Beek,NED,Manchester Utd,Premier League,2020,23.0,1997.0,5.8,1,0,0,5,6,0,0,6,10,1,0,0,38,2,5,28.6,"MF,FW",20-24,Midfielder,Netherlands,Europe
239,Valon Behrami,SUI,Genoa,Serie A,2020,35.0,1985.0,9.9,3,1,1,28,21,0,3,9,9,1,0,0,41,12,18,40.0,MF,35-39,Midfielder,Switzerland,Europe
240,Brian Behrendt,GER,Arminia,Bundesliga,2020,28.0,1991.0,0.9,0,0,0,1,0,0,1,0,0,0,0,0,6,2,3,40.0,DF,25-29,Defender,Germany,Europe
241,Maximilian Beier,GER,Hoffenheim,Bundesliga,2020,17.0,2002.0,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,"FW,DF",Under 20,Forward,Germany,Europe
242,Ishak Belfodil,ALG,Hoffenheim,Bundesliga,2020,28.0,1992.0,6.6,0,0,0,12,9,5,3,1,2,0,0,0,13,5,9,35.7,"FW,MF",25-29,Forward,Algeria,Africa
244,Haris Belkebla,ALG,Brest,Ligue 1,2020,26.0,1994.0,30.3,7,1,0,38,33,0,11,57,39,0,1,0,182,23,34,40.4,MF,25-29,Midfielder,Algeria,Africa
245,Stefan Bell,GER,Mainz 05,Bundesliga,2020,28.0,1991.0,14.1,6,0,0,27,7,2,2,27,18,0,0,0,94,68,23,74.7,DF,25-29,Defender,Germany,Europe
246,Karim Bellarabi,GER,Leverkusen,Bundesliga,2020,30.0,1990.0,8.9,2,0,0,23,6,9,58,12,10,0,0,0,52,2,3,40.0,"FW,MF",30-34,Forward,Germany,Europe
247,Jean-Ricner Bellegarde,FRA,Strasbourg,Ligue 1,2020,22.0,1998.0,23.2,3,0,0,32,47,0,68,19,39,3,0,0,110,23,44,34.3,"MF,FW",20-24,Midfielder,France,Europe
249,Jude Bellingham,ENG,Dortmund,Bundesliga,2020,17.0,2003.0,18.9,6,1,1,40,52,1,20,24,31,0,1,0,117,26,26,50.0,MF,Under 20,Midfielder,England,Europe
252,Sami Ben Amar,MAR,Nîmes,Ligue 1,2020,22.0,1998.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,MF,20-24,Midfielder,Morocco,Africa
253,Hatem Ben Arfa,FRA,Bordeaux,Ligue 1,2020,33.0,1987.0,18.9,2,0,0,20,35,5,80,2,7,1,0,0,66,4,9,30.8,"MF,FW",30-34,Midfielder,France,Europe
255,Wissam Ben Yedder,FRA,Monaco,Ligue 1,2020,29.0,1990.0,29.0,3,0,0,12,39,18,17,13,9,2,0,0,87,40,72,35.7,FW,25-29,Forward,France,Europe
256,Ahmad Benali,LBY,Crotone,Serie A,2020,28.0,1992.0,13.5,2,0,0,12,16,1,28,6,11,0,0,0,94,10,4,71.4,MF,25-29,Midfielder,Libya,Africa
257,Samy Benchamma,FRA,Montpellier,Ligue 1,2020,20.0,2000.0,0.5,1,0,0,3,1,0,0,0,1,0,0,0,2,0,0,,"DF,MF",20-24,Defender,France,Europe
258,Lars Bender,GER,Leverkusen,Bundesliga,2020,31.0,1989.0,10.4,2,0,0,11,13,0,12,16,13,0,0,0,65,14,13,51.9,DF,30-34,Defender,Germany,Europe
259,Sven Bender,GER,Leverkusen,Bundesliga,2020,31.0,1989.0,13.0,1,0,0,11,6,1,1,21,9,0,0,0,69,33,30,52.4,DF,30-34,Defender,Germany,Europe
260,Darío Benedetto,ARG,Marseille,Ligue 1,2020,30.0,1990.0,17.5,3,2,1,19,19,12,11,3,4,0,0,0,31,25,60,29.4,FW,30-34,Forward,Argentina,South America
261,László Bénes,SVK,Augsburg,Bundesliga,2020,22.0,1997.0,7.3,3,0,0,12,17,0,34,7,6,0,0,0,37,9,11,45.0,MF,20-24,Midfielder,Slovakia,Europe
262,László Bénes,SVK,Gladbach,Bundesliga,2020,22.0,1997.0,1.7,0,0,0,0,5,0,16,2,2,0,0,0,8,0,5,0.0,MF,20-24,Midfielder,Slovakia,Europe
264,Loris Benito,SUI,Bordeaux,Ligue 1,2020,28.0,1992.0,29.5,7,1,0,39,16,2,40,42,26,0,1,0,175,43,29,59.7,DF,25-29,Defender,Switzerland,Europe
266,Bilal Benkhedim,FRA,Saint-Étienne,Ligue 1,2020,19.0,2001.0,0.8,0,0,0,1,1,0,11,0,0,0,0,0,6,0,2,0.0,FW,Under 20,Forward,France,Europe
268,Ismaël Bennacer,ALG,Milan,Serie A,2020,22.0,1997.0,14.7,4,0,0,20,30,0,10,20,18,1,1,0,118,11,21,34.4,MF,20-24,Midfielder,Algeria,Africa
269,Saïd Benrahma,ALG,West Ham,Premier League,2020,24.0,1995.0,15.5,0,0,0,14,15,2,44,8,15,0,1,0,91,2,13,13.3,"FW,MF",20-24,Forward,Algeria,Africa
270,Yassine Benrahou,FRA,Nîmes,Ligue 1,2020,21.0,1999.0,13.8,2,0,0,8,25,0,93,4,9,0,0,0,68,6,21,22.2,MF,20-24,Midfielder,France,Europe
271,Ramy Bensebaini,ALG,Gladbach,Bundesliga,2020,25.0,1995.0,20.1,7,0,0,34,30,2,18,47,24,0,2,0,148,41,25,62.1,DF,25-29,Defender,Algeria,Africa
272,Josh Benson,ENG,Burnley,Premier League,2020,20.0,1999.0,2.9,0,0,0,4,1,0,5,3,1,0,1,0,18,2,4,33.3,MF,20-24,Midfielder,England,Europe
273,Nabil Bentaleb,ALG,Schalke 04,Bundesliga,2020,25.0,1994.0,6.1,2,0,0,11,3,0,3,6,8,0,0,0,30,6,6,50.0,MF,25-29,Midfielder,Algeria,Africa
274,Rodrigo Bentancur,URU,Juventus,Serie A,2020,23.0,1997.0,25.8,8,1,1,45,27,2,25,47,33,0,0,0,205,30,21,58.8,MF,20-24,Midfielder,Uruguay,South America
275,Christian Benteke,BEL,Crystal Palace,Premier League,2020,29.0,1990.0,20.2,3,1,1,35,20,14,3,4,7,0,0,0,45,204,154,57.0,FW,25-29,Forward,Belgium,Europe
276,Karim Benzema,FRA,Real Madrid,La Liga,2020,32.0,1987.0,32.2,2,0,0,17,25,23,18,8,6,0,0,0,69,26,38,40.6,FW,30-34,Forward,France,Europe
278,Alessandro Berardi,ITA,Hellas Verona,Serie A,2020,29.0,1991.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,GK,25-29,Goalkeeper,Italy,Europe
279,Domenico Berardi,ITA,Sassuolo,Serie A,2020,25.0,1994.0,27.5,4,0,0,43,59,2,117,26,22,1,0,0,136,12,32,27.3,FW,25-29,Forward,Italy,Europe
280,Gaetano Berardi,SUI,Leeds United,Premier League,2020,31.0,1988.0,1.3,0,0,0,1,0,0,1,1,2,0,0,0,7,4,3,57.1,DF,30-34,Defender,Switzerland,Europe
290,Federico Bernardeschi,ITA,Juventus,Serie A,2020,26.0,1994.0,10.8,3,0,0,13,17,2,85,14,4,0,0,0,64,6,7,46.2,"MF,DF",25-29,Midfielder,Italy,Europe
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,0,0,0,1,1,0,5,1,8,0,0,0,7,7,7,50.0,"DF,MF",25-29,Defender,Brazil,South America
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,0,0,0,1,1,0,5,1,8,0,0,0,7,7,7,50.0,"DF,MF",25-29,Defender,Brazil,South America
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,0,0,0,1,1,0,5,1,8,0,0,0,7,7,7,50.0,"DF,MF",25-29,Defender,Brazil,South America
291,Bernardo,BRA,Brighton,Premier League,2020,25.0,1995.0,2.3,0,0,0,1,1,0,5,1,8,0,0,0,7,7,7,50.0,"DF,MF",25-29,Defender,Brazil,South America
294,Dimitry Bertaud,COD,Montpellier,Ligue 1,2020,22.0,1998.0,8.3,0,0,0,0,4,0,0,1,0,0,0,0,5,3,0,100.0,GK,20-24,Goalkeeper,DR Congo,Africa
