rk,player,nation,squad,comp,season,age,born,ninety_mins_played,tackles,tackles_won,def_third_tackles,mid_third_tackles,att_third_tackles,dribblers_tackled,dribblers_challenged,tackle_pct,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_interceptions,clearances,errors,position,age_range,general_position,country,continent
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
