rk,player,nation,squad,comp,season,age,born,ninety_mins_played,tackles,tackles_won,def_third_tackles,mid_third_tackles,att_third_tackles,dribblers_tackled,dribblers_challenged,tackle_pct,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_interceptions,clearances,errors,position,age_range,general_position,country,continent
874,Fernandinho,BRA,Manchester City,Premier League,2021,36.0,1985.0,10.7,21,10,7,10,4,9,27,33.3,18,8,2,6,8,29,13,1,"MF,DF",35-39,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
875,Fernando,BRA,Sevilla,La Liga,2021,34.0,1987.0,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2,"MF,DF",30-34,Midfielder,Brazil,South America
876,Alex Ferrari,ITA,Sampdoria,Serie A,2021,27.0,1994.0,18.3,40,22,28,9,3,19,33,57.6,14,31,22,9,39,79,63,1,DF,25-29,Defender,Italy,Europe
878,Jordan Ferri,FRA,Montpellier,Ligue 1,2021,29.0,1992.0,32.3,55,35,28,23,4,29,87,33.3,58,21,5,16,30,85,35,0,MF,25-29,Midfielder,France,Europe
879,Riccardo Fiamozzi,ITA,Empoli,Serie A,2021,28.0,1993.0,6.9,7,5,2,2,3,2,4,50.0,2,6,5,1,7,14,12,0,DF,25-29,Defender,Italy,Europe
883,Luca Fiordilino,ITA,Venezia,Serie A,2021,25.0,1996.0,7.3,21,13,11,6,4,13,27,48.1,14,14,4,10,11,32,12,0,MF,25-29,Midfielder,Italy,Europe
884,Vincenzo Fiorillo,ITA,Salernitana,Serie A,2021,31.0,1990.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,GK,30-34,Goalkeeper,Italy,Europe
885,Roberto Firmino,BRA,Liverpool,Premier League,2021,29.0,1991.0,11.0,23,14,5,8,10,3,16,18.8,13,20,0,20,4,27,3,0,FW,25-29,Forward,Brazil,South America
886,Junior Firpo,DOM,Leeds United,Premier League,2021,24.0,1996.0,19.0,61,29,30,26,5,31,59,52.5,28,22,6,16,24,85,37,0,"DF,MF",20-24,Defender,Dominican Republic,North America
887,Mark Flekken,NED,Freiburg,Bundesliga,2021,28.0,1993.0,32.0,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,10,1,GK,25-29,Goalkeeper,Netherlands,Europe
888,Ashley Fletcher,ENG,Watford,Premier League,2021,25.0,1995.0,0.3,2,1,1,1,0,1,1,100.0,0,1,1,0,0,2,0,0,FW,25-29,Forward,England,Europe
890,Alessandro Florenzi,ITA,Milan,Serie A,2021,30.0,1991.0,12.8,28,14,14,7,7,14,32,43.8,18,9,2,7,27,55,10,1,"DF,FW",30-34,Defender,Italy,Europe
891,Phil Foden,ENG,Manchester City,Premier League,2021,21.0,2000.0,23.6,16,8,10,4,2,7,17,41.2,10,9,0,9,11,27,5,0,FW,20-24,Forward,England,Europe
892,Mamadou Fofana,MLI,Metz,Ligue 1,2021,23.0,1998.0,0.4,1,1,0,1,0,1,2,50.0,1,2,1,1,1,2,2,0,DF,20-24,Defender,Mali,Africa
893,Seko Fofana,CIV,Lens,Ligue 1,2021,26.0,1995.0,37.3,27,19,11,13,3,12,58,20.7,46,24,2,22,26,53,17,1,MF,25-29,Midfielder,Ivory Coast,Africa
894,Wesley Fofana,FRA,Leicester City,Premier League,2021,20.0,2000.0,7.0,12,8,11,1,0,7,11,63.6,4,5,2,3,12,24,26,1,DF,20-24,Defender,France,Europe
895,Youssouf Fofana,FRA,Monaco,Ligue 1,2021,22.0,1999.0,24.3,69,43,19,41,9,29,56,51.8,27,29,7,22,32,101,22,2,MF,20-24,Midfielder,France,Europe
897,Thomas Fontaine,MAD,Lorient,Ligue 1,2021,30.0,1991.0,1.9,2,0,1,0,1,0,1,0.0,1,3,3,0,2,4,4,0,DF,30-34,Defender,Madagascar,Africa
900,Fernando Forestieri,ITA,Udinese,Serie A,2021,31.0,1990.0,0.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,"FW,MF",30-34,Forward,Italy,Europe
902,Emil Forsberg,SWE,RB Leipzig,Bundesliga,2021,29.0,1991.0,19.0,21,12,2,11,8,7,22,31.8,15,18,0,18,2,23,2,1,MF,25-29,Midfielder,Sweden,Europe
903,Adam Forshaw,ENG,Leeds United,Premier League,2021,29.0,1991.0,17.0,53,23,21,27,5,21,54,38.9,33,17,1,16,19,72,12,2,MF,25-29,Midfielder,England,Europe
904,Marcus Forss,FIN,Brentford,Premier League,2021,22.0,1999.0,2.3,3,3,0,2,1,2,4,50.0,2,5,0,5,1,4,0,0,"FW,MF",20-24,Forward,Finland,Europe
905,Fraser Forster,ENG,Southampton,Premier League,2021,33.0,1988.0,19.0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,23,2,GK,30-34,Goalkeeper,England,Europe
906,Philipp Förster,GER,Stuttgart,Bundesliga,2021,26.0,1995.0,10.7,20,13,4,12,4,11,26,42.3,15,12,1,11,3,23,2,0,"MF,FW",25-29,Midfielder,Germany,Europe
907,Francesco Forte,ITA,Venezia,Serie A,2021,28.0,1993.0,4.7,3,2,0,2,1,2,5,40.0,3,1,0,1,0,3,2,0,FW,25-29,Forward,Italy,Europe
907,Francesco Forte,ITA,Venezia,Serie A,2021,28.0,1993.0,4.7,3,2,0,2,1,2,5,40.0,3,1,0,1,0,3,2,0,FW,25-29,Forward,Italy,Europe
907,Francesco Forte,ITA,Venezia,Serie A,2021,28.0,1993.0,4.7,3,2,0,2,1,2,5,40.0,3,1,0,1,0,3,2,0,FW,25-29,Forward,Italy,Europe
907,Francesco Forte,ITA,Venezia,Serie A,2021,28.0,1993.0,4.7,3,2,0,2,1,2,5,40.0,3,1,0,1,0,3,2,0,FW,25-29,Forward,Italy,Europe
908,Steven Fortes,CPV,Lens,Ligue 1,2021,29.0,1992.0,1.0,2,0,2,0,0,1,2,50.0,1,2,1,1,0,2,4,0,DF,25-29,Defender,Cape Verde,Africa
909,Ben Foster,ENG,Watford,Premier League,2021,38.0,1983.0,26.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,9,4,GK,35-39,Goalkeeper,England,Europe
910,Tariqe Fosu,GHA,Brentford,Premier League,2021,25.0,1995.0,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,DF,25-29,Defender,Ghana,Africa
911,Timothy Fosu-Mensah,NED,Leverkusen,Bundesliga,2021,23.0,1998.0,1.6,5,3,3,1,1,4,4,100.0,0,1,0,1,2,7,2,0,DF,20-24,Defender,Netherlands,Europe
912,Dimitri Foulquier,FRA,Granada,La Liga,2021,28.0,1993.0,2.0,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,2,0,DF,25-29,Defender,France,Europe
913,Dimitri Foulquier,FRA,Valencia,La Liga,2021,28.0,1993.0,26.0,36,17,17,15,4,21,34,61.8,13,19,3,16,29,65,49,0,DF,25-29,Defender,France,Europe
914,Juan Foyth,ARG,Villarreal,La Liga,2021,23.0,1998.0,21.4,69,49,35,28,6,35,47,74.5,12,29,7,22,20,89,50,0,DF,20-24,Defender,Argentina,South America
915,Gianluca Frabotta,ITA,Hellas Verona,Serie A,2021,22.0,1999.0,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,"DF,MF",20-24,Defender,Italy,Europe
916,Raphael Framberger,GER,Augsburg,Bundesliga,2021,25.0,1995.0,9.4,26,19,12,10,4,13,27,48.1,14,8,2,6,9,35,25,0,DF,25-29,Defender,Germany,Europe
920,Ryan Fraser,SCO,Newcastle Utd,Premier League,2021,27.0,1994.0,16.3,10,3,5,3,2,5,13,38.5,8,11,1,10,11,21,11,0,"FW,MF",25-29,Forward,Scotland,Europe
921,Davide Frattesi,ITA,Sassuolo,Serie A,2021,21.0,1999.0,31.7,46,16,26,18,2,26,52,50.0,26,44,12,32,29,75,62,1,MF,20-24,Midfielder,Italy,Europe
923,Ryan Fredericks,ENG,West Ham,Premier League,2021,28.0,1992.0,3.4,2,2,2,0,0,0,1,0.0,1,2,1,1,4,6,6,0,DF,25-29,Defender,England,Europe
924,Morten Frendrup,DEN,Genoa,Serie A,2021,20.0,2001.0,7.7,40,24,19,13,8,13,29,44.8,16,19,2,17,17,57,7,1,"DF,MF",20-24,Defender,Denmark,Europe
925,Remo Freuler,SUI,Atalanta,Serie A,2021,29.0,1992.0,26.3,69,39,22,33,14,30,70,42.9,40,48,8,40,35,104,26,1,MF,25-29,Midfielder,Switzerland,Europe
926,Marvin Friedrich,GER,Gladbach,Bundesliga,2021,25.0,1995.0,6.7,14,8,10,4,0,9,11,81.8,2,5,3,2,5,19,26,0,DF,25-29,Defender,Germany,Europe
927,Marvin Friedrich,GER,Union Berlin,Bundesliga,2021,25.0,1995.0,13.0,17,5,14,3,0,10,16,62.5,6,13,7,6,23,40,47,0,DF,25-29,Defender,Germany,Europe
928,Jeremie Frimpong,NED,Leverkusen,Bundesliga,2021,20.0,2000.0,22.8,32,18,19,12,1,12,23,52.2,11,24,6,18,17,49,40,2,DF,20-24,Defender,Netherlands,Europe
929,Christian Früchtl,GER,Bayern Munich,Bundesliga,2021,21.0,2000.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GK,20-24,Goalkeeper,Germany,Europe
932,Chris Führich,GER,Stuttgart,Bundesliga,2021,23.0,1998.0,19.0,28,16,10,10,8,18,39,46.2,21,31,2,29,8,36,9,0,"FW,MF",20-24,Forward,Germany,Europe
933,Angelo Fulgini,FRA,Angers,Ligue 1,2021,24.0,1996.0,32.5,35,25,8,18,9,14,44,31.8,30,21,5,16,22,57,5,1,"MF,FW",20-24,Midfielder,France,Europe
934,Marius Funk,GER,Greuther Fürth,Bundesliga,2021,25.0,1996.0,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1,GK,25-29,Goalkeeper,Germany,Europe
935,Stephan Fürstner,GER,Mainz 05,Bundesliga,2021,33.0,1987.0,0.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,MF,30-34,Midfielder,Germany,Europe
936,Matteo Gabbia,ITA,Milan,Serie A,2021,21.0,1999.0,6.0,4,3,1,3,0,0,4,0.0,4,2,2,0,8,12,12,0,DF,20-24,Defender,Italy,Europe
937,Manolo Gabbiadini,ITA,Sampdoria,Serie A,2021,29.0,1991.0,12.7,6,4,3,2,1,1,7,14.3,6,5,2,3,3,9,10,0,"FW,MF",25-29,Forward,Italy,Europe
939,Gianluca Gaetano,ITA,Napoli,Serie A,2021,21.0,2000.0,0.2,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,0,0,MF,20-24,Midfielder,Italy,Europe
940,Luca Gagliano,ITA,Cagliari,Serie A,2021,21.0,2000.0,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,"FW,DF",20-24,Forward,Italy,Europe
941,Roberto Gagliardini,ITA,Inter,Serie A,2021,27.0,1994.0,7.2,12,6,7,4,1,1,13,7.7,12,14,5,9,9,21,7,0,MF,25-29,Midfielder,Italy,Europe
942,Riccardo Gagliolo,SWE,Salernitana,Serie A,2021,31.0,1990.0,12.6,23,12,16,4,3,16,27,59.3,11,15,8,7,28,51,52,0,DF,30-34,Defender,Sweden,Europe
945,Nicolas Galazzi,ITA,Venezia,Serie A,2021,20.0,2000.0,0.2,2,1,1,0,1,0,1,0.0,1,0,0,0,0,2,0,0,MF,20-24,Midfielder,Italy,Europe
947,Thiago Galhardo,BRA,Celta Vigo,La Liga,2021,32.0,1989.0,12.8,12,6,3,3,6,2,12,16.7,10,15,2,13,6,18,9,0,"FW,MF",30-34,Forward,Brazil,South America
948,Conor Gallagher,ENG,Crystal Palace,Premier League,2021,21.0,2000.0,31.6,69,38,35,20,14,21,69,30.4,48,58,9,49,29,98,26,0,MF,20-24,Midfielder,England,Europe
949,Gauthier Gallon,FRA,Troyes,Ligue 1,2021,28.0,1993.0,31.0,3,0,3,0,0,1,1,100.0,0,0,0,0,2,5,12,1,GK,25-29,Goalkeeper,France,Europe
950,Cristian Gamboa,CRC,Bochum,Bundesliga,2021,31.0,1989.0,19.1,59,36,40,16,3,30,61,49.2,31,22,7,15,32,91,35,1,DF,30-34,Defender,Costa Rica,North America
951,Kévin Gameiro,FRA,Strasbourg,Ligue 1,2021,34.0,1987.0,26.5,19,10,5,9,5,6,18,33.3,12,22,1,21,6,25,1,0,FW,30-34,Forward,France,Europe
953,Ignatius Ganago,CMR,Lens,Ligue 1,2021,22.0,1999.0,11.4,3,2,1,2,0,2,6,33.3,4,4,0,4,2,5,3,0,FW,20-24,Forward,Cameroon,Africa
969,Johan Gastien,FRA,Clermont Foot,Ligue 1,2021,33.0,1988.0,30.5,56,34,26,25,5,27,74,36.5,47,45,11,34,53,109,49,1,MF,30-34,Midfielder,France,Europe
974,Linus Gechter,GER,Hertha BSC,Bundesliga,2021,17.0,2004.0,8.0,15,8,13,2,0,7,14,50.0,7,12,7,5,11,26,29,0,DF,Under 20,Defender,Germany,Europe
975,Dennis Geiger,GER,Hoffenheim,Bundesliga,2021,23.0,1998.0,15.3,34,23,9,20,5,17,30,56.7,13,15,1,14,14,48,7,1,MF,20-24,Midfielder,Germany,Europe
976,Joe Gelhardt,ENG,Leeds United,Premier League,2021,19.0,2002.0,8.3,4,3,1,0,3,2,10,20.0,8,9,0,9,0,4,3,0,"FW,MF",Under 20,Forward,England,Europe
977,Luca Gemello,ITA,Torino,Serie A,2021,21.0,2000.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GK,20-24,Goalkeeper,Italy,Europe
978,Yannick Gerhardt,GER,Wolfsburg,Bundesliga,2021,27.0,1994.0,17.5,42,20,18,17,7,22,36,61.1,14,24,1,23,25,67,25,1,"MF,DF",25-29,Midfielder,Germany,Europe
979,Valère Germain,FRA,Montpellier,Ligue 1,2021,31.0,1990.0,21.9,23,14,6,11,6,8,31,25.8,23,13,1,12,9,32,27,0,FW,30-34,Forward,France,Europe
980,Gerson,BRA,Marseille,Ligue 1,2021,24.0,1997.0,28.3,42,17,16,20,6,8,35,22.9,27,26,4,22,16,58,16,2,"MF,FW",20-24,Midfielder,Brazil,South America
981,Willem Geubbels,FRA,Nantes,Ligue 1,2021,19.0,2001.0,6.0,8,5,4,2,2,5,12,41.7,7,5,0,5,6,14,5,0,"FW,MF",Under 20,Forward,France,Europe
982,Hamadi Al Ghaddioui,MAR,Stuttgart,Bundesliga,2021,30.0,1990.0,5.5,5,4,2,1,2,0,4,0.0,4,3,1,2,0,5,4,0,FW,30-34,Forward,Morocco,Africa
984,Anwar El Ghazi,NED,Aston Villa,Premier League,2021,26.0,1995.0,4.3,4,4,2,2,0,2,7,28.6,5,6,0,6,1,5,2,0,"FW,MF",25-29,Forward,Netherlands,Europe
985,Anwar El Ghazi,NED,Everton,Premier League,2021,26.0,1995.0,0.1,1,1,1,0,0,1,1,100.0,0,3,0,3,0,1,0,0,"FW,MF",25-29,Forward,Netherlands,Europe
986,Lamine Ghezali,FRA,Saint-Étienne,Ligue 1,2021,22.0,1999.0,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,DF,20-24,Defender,France,Europe
987,Paolo Ghiglione,ITA,Genoa,Serie A,2021,24.0,1997.0,6.7,17,12,8,6,3,9,14,64.3,5,11,5,6,10,27,12,1,DF,20-24,Defender,Italy,Europe
988,Saman Ghoddos,IRN,Brentford,Premier League,2021,27.0,1993.0,6.0,17,10,8,6,3,9,15,60.0,6,2,0,2,3,20,16,0,"MF,DF",25-29,Midfielder,Iran,Asia
991,Morgan Gibbs-White,ENG,Wolves,Premier League,2021,21.0,2000.0,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,"DF,FW",20-24,Defender,England,Europe
992,Ben Gibson,ENG,Norwich City,Premier League,2021,28.0,1993.0,27.7,23,16,17,6,0,7,12,58.3,5,36,30,6,27,50,139,2,DF,25-29,Defender,England,Europe
993,Niko Gießelmann,GER,Union Berlin,Bundesliga,2021,29.0,1991.0,23.1,24,17,10,11,3,15,38,39.5,23,26,4,22,18,42,29,1,"DF,FW",25-29,Defender,Germany,Europe
999,Billy Gilmour,SCO,Norwich City,Premier League,2021,20.0,2001.0,20.6,41,21,16,21,4,14,52,26.9,38,21,4,17,17,58,29,0,MF,20-24,Midfielder,Scotland,Europe
1000,Daniel Ginczek,GER,Wolfsburg,Bundesliga,2021,30.0,1991.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,"MF,FW",30-34,Midfielder,Germany,Europe
1001,Matthias Ginter,GER,Gladbach,Bundesliga,2021,27.0,1994.0,26.2,36,22,20,13,3,27,40,67.5,13,21,10,11,33,69,76,0,DF,25-29,Defender,Germany,Europe
1003,Sebastian Giovinco,ITA,Sampdoria,Serie A,2021,34.0,1987.0,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,MF,30-34,Midfielder,Italy,Europe
1004,Jimmy Giraudon,FRA,Troyes,Ligue 1,2021,29.0,1992.0,18.0,14,6,10,4,0,7,22,31.8,15,24,14,10,37,51,68,1,DF,25-29,Defender,France,Europe
1005,Andrei Girotto,BRA,Nantes,Ligue 1,2021,29.0,1992.0,35.0,85,52,49,32,4,52,103,50.5,51,67,33,34,69,154,143,0,"DF,MF",25-29,Defender,Brazil,South America
1006,Olivier Giroud,FRA,Milan,Serie A,2021,34.0,1986.0,21.0,15,11,4,6,5,3,17,17.6,14,13,4,9,3,18,19,0,FW,30-34,Forward,France,Europe
1008,Serge Gnabry,GER,Bayern Munich,Bundesliga,2021,26.0,1995.0,24.3,47,31,16,20,11,22,57,38.6,35,26,0,26,14,61,3,0,"FW,DF",25-29,Forward,Germany,Europe
1009,Ben Godfrey,ENG,Everton,Premier League,2021,23.0,1998.0,22.5,47,32,29,14,4,24,39,61.5,15,41,19,22,15,62,100,2,DF,20-24,Defender,England,Europe
1010,Diego Godín,URU,Cagliari,Serie A,2021,35.0,1986.0,9.1,18,7,13,3,2,10,15,66.7,5,7,5,2,13,31,46,0,DF,35-39,Defender,Uruguay,South America
1011,Edoardo Goldaniga,ITA,Cagliari,Serie A,2021,27.0,1993.0,10.4,12,5,7,5,0,4,11,36.4,7,8,5,3,22,34,23,0,DF,25-29,Defender,Italy,Europe
1012,Edoardo Goldaniga,ITA,Sassuolo,Serie A,2021,27.0,1993.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,"DF,MF",25-29,Defender,Italy,Europe
1013,Aleksandr Golovin,RUS,Monaco,Ligue 1,2021,25.0,1996.0,16.7,40,22,10,18,12,18,41,43.9,23,26,1,25,12,52,8,0,"FW,MF",25-29,Forward,Russia,Europe
1014,André Gomes,POR,Everton,Premier League,2021,28.0,1993.0,6.9,16,4,6,6,4,8,32,25.0,24,8,2,6,1,17,7,1,MF,25-29,Midfielder,Portugal,Europe
1014,André Gomes,POR,Everton,Premier League,2021,28.0,1993.0,6.9,16,4,6,6,4,8,32,25.0,24,8,2,6,1,17,7,1,MF,25-29,Midfielder,Portugal,Europe
1014,André Gomes,POR,Everton,Premier League,2021,28.0,1993.0,6.9,16,4,6,6,4,8,32,25.0,24,8,2,6,1,17,7,1,MF,25-29,Midfielder,Portugal,Europe
1014,André Gomes,POR,Everton,Premier League,2021,28.0,1993.0,6.9,16,4,6,6,4,8,32,25.0,24,8,2,6,1,17,7,1,MF,25-29,Midfielder,Portugal,Europe
1015,Angel Gomes,ENG,Lille,Ligue 1,2021,20.0,2000.0,10.6,23,13,6,12,5,10,15,66.7,5,4,0,4,3,26,4,0,"MF,FW",20-24,Midfielder,England,Europe
1018,Joe Gomez,ENG,Liverpool,Premier League,2021,24.0,1997.0,3.7,10,6,5,2,3,5,9,55.6,4,4,1,3,5,15,6,0,DF,20-24,Defender,England,Europe
1019,Maxi Gómez,URU,Valencia,La Liga,2021,24.0,1996.0,21.7,5,3,1,2,2,5,8,62.5,3,5,1,4,3,8,22,0,FW,20-24,Forward,Uruguay,South America
1021,Papu Gómez,ARG,Sevilla,La Liga,2021,33.0,1988.0,19.8,19,11,9,5,5,9,35,25.7,26,15,2,13,7,26,12,2,"FW,MF",30-34,Forward,Argentina,South America
1024,Alfred Gomis,SEN,Rennes,Ligue 1,2021,27.0,1993.0,25.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,8,2,GK,25-29,Goalkeeper,Senegal,Africa
1025,Maxime Gonalons,FRA,Granada,La Liga,2021,32.0,1989.0,17.2,43,28,17,22,4,14,39,35.9,25,33,10,23,18,61,29,0,MF,30-34,Midfielder,France,Europe
1027,Cedric Gondo,CIV,Salernitana,Serie A,2021,24.0,1996.0,7.8,5,2,2,2,1,2,5,40.0,3,2,0,2,3,8,2,0,FW,20-24,Forward,Ivory Coast,Africa
1035,Charlie Goode,ENG,Brentford,Premier League,2021,25.0,1995.0,5.0,7,5,5,2,0,4,4,100.0,0,4,2,2,2,9,8,0,DF,25-29,Defender,England,Europe
1036,Anthony Gordon,ENG,Everton,Premier League,2021,20.0,2001.0,25.4,54,32,20,30,4,21,59,35.6,38,49,3,46,22,76,17,0,"MF,FW",20-24,Midfielder,England,Europe
1037,Kaide Gordon,ENG,Liverpool,Premier League,2021,16.0,2004.0,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,FW,Under 20,Forward,England,Europe
1038,Leon Goretzka,GER,Bayern Munich,Bundesliga,2021,26.0,1995.0,15.5,25,15,12,9,4,11,26,42.3,15,11,1,10,17,42,23,2,MF,25-29,Midfielder,Germany,Europe
1041,Robin Gosens,GER,Atalanta,Serie A,2021,27.0,1994.0,5.1,7,3,3,4,0,4,8,50.0,4,4,0,4,9,16,1,0,DF,25-29,Defender,Germany,Europe
1042,Robin Gosens,GER,Inter,Serie A,2021,27.0,1994.0,1.9,3,1,1,2,0,0,0,,0,5,2,3,3,6,3,0,DF,25-29,Defender,Germany,Europe
1043,Dan Gosling,ENG,Watford,Premier League,2021,31.0,1990.0,1.8,2,1,1,1,0,2,6,33.3,4,2,0,2,0,2,3,0,MF,30-34,Midfielder,England,Europe
1044,Amine Gouiri,ALG,Nice,Ligue 1,2021,21.0,2000.0,30.6,22,13,2,13,7,10,32,31.3,22,22,5,17,11,33,17,1,"FW,MF",20-24,Forward,Algeria,Africa
1045,Lucas Gourna-Douath,FRA,Saint-Étienne,Ligue 1,2021,17.0,2003.0,20.0,45,26,22,18,5,21,36,58.3,15,22,3,19,13,58,9,2,MF,Under 20,Midfielder,France,Europe
1046,Jeffrey Gouweleeuw,NED,Augsburg,Bundesliga,2021,30.0,1991.0,28.6,50,27,33,17,0,22,36,61.1,14,35,18,17,49,99,116,0,DF,30-34,Defender,Netherlands,Europe
1047,Jonathan Gradit,FRA,Lens,Ligue 1,2021,28.0,1992.0,34.1,60,28,24,28,8,25,45,55.6,20,39,27,12,65,125,106,0,DF,25-29,Defender,France,Europe
1048,Jens Grahl,GER,Eint Frankfurt,Bundesliga,2021,32.0,1988.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,GK,30-34,Goalkeeper,Germany,Europe
1049,Alberto Grassi,ITA,Cagliari,Serie A,2021,26.0,1995.0,24.2,47,26,13,30,4,16,38,42.1,22,27,9,18,63,110,33,1,MF,25-29,Midfielder,Italy,Europe
1052,Demarai Gray,JAM,Everton,Premier League,2021,25.0,1996.0,26.0,30,19,13,10,7,10,22,45.5,12,30,2,28,15,45,21,1,"MF,FW",25-29,Midfielder,Jamaica,North America
1055,Jack Grealish,ENG,Manchester City,Premier League,2021,25.0,1995.0,21.3,18,17,4,10,4,5,13,38.5,8,11,1,10,8,26,7,0,FW,25-29,Forward,England,Europe
1056,Etienne Green,ENG,Saint-Étienne,Ligue 1,2021,21.0,2000.0,13.3,1,1,1,0,0,0,0,,0,0,0,0,1,2,9,0,GK,20-24,Goalkeeper,England,Europe
1057,Julian Green,USA,Greuther Fürth,Bundesliga,2021,26.0,1995.0,11.7,9,5,0,8,1,2,8,25.0,6,10,2,8,7,16,10,0,MF,25-29,Midfielder,United States,North America
1058,Mason Greenwood,ENG,Manchester Utd,Premier League,2021,19.0,2001.0,14.1,15,9,9,1,5,3,9,33.3,6,5,0,5,1,16,6,0,"FW,MF",Under 20,Forward,England,Europe
1059,Sam Greenwood,ENG,Leeds United,Premier League,2021,19.0,2002.0,2.6,8,5,0,5,3,4,7,57.1,3,3,0,3,2,10,1,0,"MF,FW",Under 20,Midfielder,England,Europe
1060,Michael Gregoritsch,AUT,Augsburg,Bundesliga,2021,27.0,1994.0,15.5,19,8,4,10,5,2,15,13.3,13,18,2,16,6,25,29,0,"FW,MF",25-29,Forward,Austria,Europe
1061,Dominik Greif,SVK,Mallorca,La Liga,2021,24.0,1997.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GK,20-24,Goalkeeper,Slovakia,Europe
