player_id,player,nation,squad,comp,season,age,born,ninety_mins_played,shot_creating_actions,sca_per_90,pass_live_sca,pass_dead_sca,take_on_sca,shot_sca,foul_drawn_sca,defensive_action_sca,goal_creating_actions,gca_per_90,pass_live_gca,pass_dead_gca,take_on_gca,shot_gca,foul_drawn_gca,defensive_action_gca,position,age_range,general_position,country,continent
106872,Kevin Stger,AUT,Dsseldorf,Bundesliga,2019,25.0,1993.0,14.1,66,4.68,42,14,3,2,5,0,8,0.57,6,1,0,1,0,0,MF,25-29,Midfielder,Austria,Europe
345041,Vlatko Stojanovski,MKD,Nmes,Ligue 1,2019,22.0,1997.0,1.4,5,3.66,3,0,1,1,0,0,0,0.0,0,0,0,0,0,0,FW,20-24,Forward,North Macedonia,Europe
186590,John Stones,ENG,Manchester City,Premier League,2019,25.0,1994.0,12.5,13,1.04,13,0,0,0,0,0,1,0.08,1,0,0,0,0,0,DF,25-29,Defender,England,Europe
457673,Gabriel Strefezza,BRA,SPAL,Serie A,2019,22.0,1997.0,23.4,75,3.19,49,1,10,7,6,2,5,0.21,2,0,1,2,0,0,"DF,MF",20-24,Defender,Brazil,South America
48081,Christian Strohdiek,GER,Paderborn 07,Bundesliga,2019,31.0,1988.0,15.1,19,1.25,14,2,0,2,0,1,2,0.13,1,0,0,1,0,0,DF,30-34,Defender,Germany,Europe
68864,Kevin Strootman,NED,Marseille,Ligue 1,2019,29.0,1990.0,15.7,28,1.78,25,1,0,2,0,0,5,0.32,5,0,0,0,0,0,MF,25-29,Midfielder,Netherlands,Europe
76746,Damin Surez,URU,Getafe,La Liga,2019,31.0,1988.0,28.8,85,2.95,52,21,4,2,5,1,8,0.28,6,0,1,1,0,0,DF,30-34,Defender,Uruguay,South America
424784,Luis Surez,URU,Barcelona,La Liga,2019,32.0,1987.0,22.2,68,3.06,45,0,14,6,3,0,13,0.59,10,0,1,1,1,0,FW,30-34,Forward,Uruguay,South America
166601,Niklas Sle,GER,Bayern Munich,Bundesliga,2019,23.0,1995.0,7.1,6,0.84,6,0,0,0,0,0,2,0.28,2,0,0,0,0,0,DF,20-24,Defender,Germany,Europe
220878,Issiaga Sylla,GUI,Toulouse,Ligue 1,2019,25.0,1994.0,28.0,51,1.82,39,3,1,1,2,5,2,0.07,2,0,0,0,0,0,DF,25-29,Defender,Guinea,Africa
39106,dm Szalai,HUN,Mainz 05,Bundesliga,2019,31.0,1987.0,12.7,32,2.52,23,0,3,4,2,0,3,0.24,2,0,0,1,0,0,FW,30-34,Forward,Hungary,Europe
134369,Andrea Tabanelli,ITA,Lecce,Serie A,2019,29.0,1990.0,10.7,16,1.49,10,2,0,0,3,1,1,0.09,1,0,0,0,0,0,MF,25-29,Midfielder,Italy,Europe
62415,Panagiotis Tachtsidis,GRE,Lecce,Serie A,2019,28.0,1991.0,22.3,68,3.06,55,4,0,3,4,2,6,0.27,5,0,0,0,0,1,MF,25-29,Midfielder,Greece,Europe
196357,Jonathan Tah,GER,Leverkusen,Bundesliga,2019,23.0,1996.0,23.2,19,0.82,17,1,0,1,0,0,3,0.13,3,0,0,0,0,0,DF,20-24,Defender,Germany,Europe
346478,Japhet Tanganga,ENG,Tottenham,Premier League,2019,20.0,1999.0,5.8,5,0.86,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,England,Europe
173504,James Tarkowski,ENG,Burnley,Premier League,2019,26.0,1992.0,38.0,33,0.87,27,1,0,4,0,1,8,0.21,5,1,0,2,0,0,DF,25-29,Defender,England,Europe
413112,Aurlien Tchouamni,FRA,Bordeaux,Ligue 1,2019,19.0,2000.0,12.3,17,1.38,14,0,0,1,1,1,1,0.08,0,0,0,0,1,0,MF,Under 20,Midfielder,France,Europe
422380,Bernard Tekpetey,GHA,Dsseldorf,Bundesliga,2019,21.0,1997.0,5.0,15,3.01,9,1,1,1,3,0,1,0.2,1,0,0,0,0,0,"FW,MF",20-24,Forward,Ghana,Africa
36284,Simon Terodde,GER,Kln,Bundesliga,2019,31.0,1988.0,9.0,17,1.88,13,0,0,2,2,0,3,0.33,3,0,0,0,0,0,FW,30-34,Forward,Germany,Europe
206746,Kenny Tete,NED,Lyon,Ligue 1,2019,23.0,1995.0,11.9,28,2.35,23,2,1,0,1,1,3,0.25,2,0,0,0,0,1,DF,20-24,Defender,Netherlands,Europe
472249,Jan Thielmann,GER,Kln,Bundesliga,2019,17.0,2002.0,6.2,5,0.81,5,0,0,0,0,0,1,0.16,1,0,0,0,0,0,"FW,MF",Under 20,Forward,Germany,Europe
290593,Sada Thioub,SEN,Angers,Ligue 1,2019,24.0,1995.0,16.8,59,3.52,45,4,4,3,3,0,4,0.24,4,0,0,0,0,0,"MF,FW",20-24,Midfielder,Senegal,Africa
57467,Romain Thomas,FRA,Angers,Ligue 1,2019,31.0,1988.0,26.0,13,0.5,12,0,0,1,0,0,2,0.08,2,0,0,0,0,0,DF,30-34,Defender,France,Europe
215977,Adrien Thomasson,FRA,Strasbourg,Ligue 1,2019,25.0,1993.0,23.0,85,3.69,64,5,5,1,10,0,7,0.3,6,0,0,0,1,0,"MF,FW",25-29,Midfielder,France,Europe
156779,Erik Thommy,GER,Dsseldorf,Bundesliga,2019,24.0,1994.0,25.1,100,3.98,47,19,15,6,13,0,14,0.56,6,4,3,0,1,0,"MF,FW",20-24,Midfielder,Germany,Europe
249565,Youri Tielemans,BEL,Leicester City,Premier League,2019,22.0,1997.0,31.4,110,3.5,92,6,3,3,5,1,10,0.32,10,0,0,0,0,0,MF,20-24,Midfielder,Belgium,Europe
300716,Kieran Tierney,SCO,Arsenal,Premier League,2019,22.0,1997.0,11.0,12,1.09,10,1,1,0,0,0,3,0.27,2,1,0,0,0,0,"DF,MF",20-24,Defender,Scotland,Europe
424709,Cheick Timite,CIV,Amiens,Ligue 1,2019,21.0,1997.0,1.3,2,1.57,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",20-24,Midfielder,Ivory Coast,Africa
315110,Karl Toko Ekambi,CMR,Villarreal,La Liga,2019,26.0,1992.0,11.0,22,1.99,15,0,2,3,1,1,5,0.45,4,0,0,1,0,0,FW,25-29,Forward,Cameroon,Africa
190393,Corentin Tolisso,FRA,Bayern Munich,Bundesliga,2019,24.0,1994.0,7.1,35,4.95,32,0,0,2,1,0,8,1.13,7,0,0,0,1,0,MF,20-24,Midfielder,France,Europe
129674,Jeremy Toljan,GER,Sassuolo,Serie A,2019,24.0,1994.0,24.3,44,1.81,39,3,1,0,1,0,4,0.16,4,0,0,0,0,0,DF,20-24,Defender,Germany,Europe
72441,Rafael Toli,ITA,Atalanta,Serie A,2019,28.0,1990.0,29.0,53,1.83,43,4,0,4,1,1,10,0.35,7,0,0,1,1,1,DF,25-29,Defender,Italy,Europe
331560,Takehiro Tomiyasu,JPN,Bologna,Serie A,2019,20.0,1998.0,28.1,44,1.57,37,0,2,3,1,1,5,0.18,4,0,1,0,0,0,DF,20-24,Defender,Japan,Asia
61592,James Tomkins,ENG,Crystal Palace,Premier League,2019,30.0,1989.0,17.6,6,0.34,6,0,0,0,0,0,1,0.06,1,0,0,0,0,0,DF,30-34,Defender,England,Europe
303254,Fikayo Tomori,ENG,Chelsea,Premier League,2019,21.0,1997.0,14.3,20,1.39,19,0,0,1,0,0,2,0.14,2,0,0,0,0,0,DF,20-24,Defender,England,Europe
397033,Sandro Tonali,ITA,Brescia,Serie A,2019,19.0,2000.0,33.5,135,4.03,59,58,5,3,9,1,11,0.33,3,7,0,0,0,1,MF,Under 20,Midfielder,Italy,Europe
111347,Lorenzo Tonelli,ITA,Sampdoria,Serie A,2019,29.0,1990.0,7.8,5,0.64,3,1,0,1,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Italy,Europe
159883,Ernesto Torregrossa,VEN,Brescia,Serie A,2019,27.0,1992.0,20.5,69,3.37,39,4,4,10,12,0,10,0.49,6,0,0,4,0,0,FW,25-29,Forward,Venezuela,South America
530902,Abdoulaye Tour,GUI,Nantes,Ligue 1,2019,25.0,1994.0,24.7,41,1.66,24,0,5,5,6,1,2,0.08,1,0,1,0,0,0,MF,25-29,Midfielder,Guinea,Africa
216181,Almamy Tour,MLI,Eint Frankfurt,Bundesliga,2019,23.0,1996.0,16.6,40,2.41,35,0,0,4,0,1,6,0.36,5,0,0,1,0,0,DF,20-24,Defender,Mali,Africa
353948,Lucas Tousart,FRA,Lyon,Ligue 1,2019,22.0,1997.0,19.6,30,1.53,20,1,1,3,2,3,4,0.2,4,0,0,0,0,0,MF,20-24,Midfielder,France,Europe
297070,Hamari Traor,MLI,Rennes,Ligue 1,2019,27.0,1992.0,26.8,67,2.5,56,2,6,1,1,1,8,0.3,6,0,2,0,0,0,DF,25-29,Defender,Mali,Africa
75921,Christopher Trimmel,AUT,Union Berlin,Bundesliga,2019,32.0,1987.0,31.8,98,3.08,33,62,2,1,0,0,9,0.28,1,8,0,0,0,0,"DF,MF",30-34,Defender,Austria,Europe
144028,Leandro Trossard,BEL,Brighton,Premier League,2019,24.0,1994.0,22.3,90,4.03,65,11,7,4,3,0,9,0.4,5,2,1,1,0,0,"FW,MF",20-24,Forward,Belgium,Europe
142281,Anthony Ujah,NGA,Union Berlin,Bundesliga,2019,28.0,1990.0,10.5,23,2.18,20,0,0,2,0,1,6,0.57,3,0,0,2,0,1,"FW,MF",25-29,Forward,Nigeria,Africa
251106,Enes nal,TUR,Valladolid,La Liga,2019,22.0,1997.0,26.0,58,2.23,39,0,7,5,7,0,5,0.19,3,0,0,0,2,0,FW,20-24,Forward,Turkey,Asia
344695,Dayot Upamecano,FRA,RB Leipzig,Bundesliga,2019,20.0,1998.0,26.2,33,1.26,29,0,0,3,1,0,4,0.15,3,0,0,1,0,0,DF,20-24,Defender,France,Europe
47893,William Vainqueur,FRA,Toulouse,Ligue 1,2019,30.0,1988.0,19.1,29,1.52,25,0,1,3,0,0,1,0.05,1,0,0,0,0,0,MF,30-34,Midfielder,France,Europe
406008,Yan Valery,TUN,Southampton,Premier League,2019,20.0,1999.0,8.7,9,1.04,5,1,3,0,0,0,1,0.12,0,0,1,0,0,0,DF,20-24,Defender,Tunisia,Africa
369081,Federico Valverde,URU,Real Madrid,La Liga,2019,21.0,1998.0,21.2,49,2.31,43,0,2,2,0,2,8,0.38,7,0,1,0,0,0,MF,20-24,Midfielder,Uruguay,South America
139208,Virgil van Dijk,NED,Liverpool,Premier League,2019,28.0,1991.0,38.0,35,0.92,28,0,0,5,1,1,7,0.18,5,0,0,1,1,0,DF,25-29,Defender,Netherlands,Europe
197838,Jamie Vardy,ENG,Leicester City,Premier League,2019,32.0,1987.0,33.7,70,2.08,47,0,12,6,4,1,12,0.36,7,0,3,0,2,0,FW,30-34,Forward,England,Europe
333516,Sebastian Vasiliadis,GRE,Paderborn 07,Bundesliga,2019,21.0,1997.0,31.2,69,2.21,56,1,7,2,2,1,3,0.1,3,0,0,0,0,0,MF,20-24,Midfielder,Greece,Europe
76163,Franco Vzquez,ARG,Sevilla,La Liga,2019,30.0,1989.0,12.2,32,2.62,25,0,0,3,3,1,3,0.25,3,0,0,0,0,0,"MF,FW",30-34,Midfielder,Argentina,South America
240219,Lorenzo Venuti,ITA,Fiorentina,Serie A,2019,24.0,1995.0,9.5,21,2.21,19,0,1,0,1,0,3,0.32,1,0,1,0,1,0,"DF,MF",20-24,Defender,Italy,Europe
130360,Simone Verdi,ITA,Torino,Serie A,2019,27.0,1992.0,23.0,101,4.39,57,29,3,8,4,0,13,0.56,5,5,0,3,0,0,"MF,FW",25-29,Midfielder,Italy,Europe
164771,Jordan Veretout,FRA,Roma,Serie A,2019,26.0,1993.0,29.2,85,2.91,63,18,0,2,0,2,5,0.17,5,0,0,0,0,0,MF,25-29,Midfielder,France,Europe
162961,Valerio Verre,ITA,Hellas Verona,Serie A,2019,25.0,1994.0,19.7,52,2.64,39,3,1,7,2,0,7,0.36,5,0,1,1,0,0,"MF,FW",25-29,Midfielder,Italy,Europe
99331,Jannik Vestergaard,DEN,Southampton,Premier League,2019,26.0,1992.0,16.6,9,0.54,7,0,0,2,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Denmark,Europe
240158,Francesco Vicari,ITA,SPAL,Serie A,2019,24.0,1994.0,32.2,14,0.43,13,0,0,0,0,1,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Italy,Europe
37666,Arturo Vidal,CHI,Barcelona,La Liga,2019,32.0,1987.0,18.6,47,2.53,40,2,1,2,2,0,9,0.48,7,0,0,0,2,0,MF,30-34,Midfielder,Chile,South America
434676,Ronaldo Vieira,ENG,Sampdoria,Serie A,2019,21.0,1998.0,20.2,56,2.77,42,7,1,3,2,1,1,0.05,1,0,0,0,0,0,MF,20-24,Midfielder,England,Europe
82009,Kevin Volland,GER,Leverkusen,Bundesliga,2019,27.0,1992.0,22.7,77,3.39,54,1,9,11,1,1,15,0.66,10,0,3,2,0,0,FW,25-29,Forward,Germany,Europe
111196,Stefan de Vrij,NED,Inter,Serie A,2019,27.0,1992.0,31.4,27,0.86,22,1,0,3,0,1,4,0.13,4,0,0,0,0,0,DF,25-29,Defender,Netherlands,Europe
323954,Walace,BRA,Udinese,Serie A,2019,24.0,1995.0,12.7,24,1.9,23,0,0,1,0,0,1,0.08,1,0,0,0,0,0,MF,20-24,Midfielder,Brazil,South America
33713,Theo Walcott,ENG,Everton,Premier League,2019,30.0,1989.0,14.3,41,2.87,31,0,4,5,1,0,8,0.56,6,0,1,1,0,0,"MF,FW",30-34,Midfielder,England,Europe
196095,Luca Waldschmidt,GER,Freiburg,Bundesliga,2019,23.0,1996.0,14.1,42,2.98,26,1,6,5,4,0,4,0.28,2,0,1,0,1,0,"FW,MF",20-24,Forward,Germany,Europe
95424,Kyle Walker,ENG,Manchester City,Premier League,2019,29.0,1990.0,26.6,53,1.99,43,2,5,0,2,1,6,0.23,6,0,0,0,0,0,DF,25-29,Defender,England,Europe
477758,Aaron Wan-Bissaka,ENG,Manchester Utd,Premier League,2019,21.0,1997.0,34.1,51,1.5,45,1,4,1,0,0,8,0.23,7,0,1,0,0,0,DF,20-24,Defender,England,Europe
92572,Joel Ward,ENG,Crystal Palace,Premier League,2019,29.0,1989.0,26.5,10,0.38,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,England,Europe
181579,James Ward-Prowse,ENG,Southampton,Premier League,2019,24.0,1994.0,38.0,116,3.05,53,49,1,7,2,4,6,0.16,2,2,0,1,1,0,"MF,DF",20-24,Midfielder,England,Europe
212847,Adam Webster,ENG,Brighton,Premier League,2019,24.0,1995.0,29.6,30,1.01,23,3,1,1,1,1,1,0.03,1,0,0,0,0,0,DF,20-24,Defender,England,Europe
196792,Julian Weigl,GER,Dortmund,Bundesliga,2019,23.0,1995.0,11.3,14,1.24,12,1,0,1,0,0,1,0.09,0,1,0,0,0,0,"MF,DF",20-24,Midfielder,Germany,Europe
67063,Danny Welbeck,ENG,Watford,Premier League,2019,28.0,1990.0,9.1,15,1.64,11,0,2,0,2,0,2,0.22,1,0,0,0,1,0,"FW,MF",25-29,Forward,England,Europe
19305,Oscar Wendt,SWE,Gladbach,Bundesliga,2019,33.0,1985.0,18.7,33,1.77,25,8,0,0,0,0,6,0.32,3,3,0,0,0,0,DF,30-34,Defender,Sweden,Europe
170527,Timo Werner,GER,RB Leipzig,Bundesliga,2019,23.0,1996.0,31.1,122,3.93,83,0,24,11,4,0,24,0.77,15,0,7,0,2,0,FW,20-24,Forward,Germany,Europe
91317,Ashley Westwood,ENG,Burnley,Premier League,2019,29.0,1990.0,35.0,106,3.03,70,30,0,3,2,1,8,0.23,3,5,0,0,0,0,MF,25-29,Midfielder,England,Europe
49499,Georginio Wijnaldum,NED,Liverpool,Premier League,2019,28.0,1990.0,32.6,55,1.69,49,0,2,2,2,0,4,0.12,4,0,0,0,0,0,MF,25-29,Midfielder,Netherlands,Europe
341710,William,BRA,Wolfsburg,Bundesliga,2019,24.0,1995.0,15.2,33,2.18,20,5,3,1,4,0,4,0.26,2,0,0,0,2,0,DF,20-24,Defender,Brazil,South America
507700,Brandon Williams,ENG,Manchester Utd,Premier League,2019,18.0,2000.0,11.2,25,2.24,22,1,1,0,1,0,1,0.09,0,0,0,0,1,0,DF,Under 20,Defender,England,Europe
255508,Iaki Williams,GHA,Athletic Club,La Liga,2019,25.0,1994.0,32.7,87,2.66,54,0,10,7,15,1,9,0.28,5,0,2,1,1,0,FW,25-29,Forward,Ghana,Africa
55338,Willian,BRA,Chelsea,Premier League,2019,30.0,1988.0,28.9,167,5.78,111,32,8,4,8,4,15,0.52,10,1,1,1,1,1,"FW,MF",30-34,Forward,Brazil,South America
340329,Joe Willock,ENG,Arsenal,Premier League,2019,19.0,1999.0,9.5,31,3.25,25,0,3,1,1,1,3,0.31,3,0,0,0,0,0,"MF,FW",Under 20,Midfielder,England,Europe
450826,Callum Wilson,ENG,Bournemouth,Premier League,2019,27.0,1992.0,32.3,60,1.86,42,0,4,6,8,0,9,0.28,3,0,2,1,3,0,FW,25-29,Forward,England,Europe
279455,Harry Wilson,WAL,Bournemouth,Premier League,2019,22.0,1997.0,18.3,49,2.68,36,2,1,4,5,1,4,0.22,3,0,0,1,0,0,"MF,FW",20-24,Midfielder,Wales,Europe
249126,Harry Winks,ENG,Tottenham,Premier League,2019,23.0,1996.0,24.7,48,1.95,42,3,0,1,0,2,6,0.24,6,0,0,0,0,0,MF,20-24,Midfielder,England,Europe
35047,Axel Witsel,BEL,Dortmund,Bundesliga,2019,30.0,1989.0,24.9,32,1.28,28,0,1,2,1,0,8,0.32,7,0,0,1,0,0,MF,30-34,Midfielder,Belgium,Europe
108725,Chris Wood,NZL,Burnley,Premier League,2019,27.0,1991.0,27.1,53,1.96,37,0,3,4,9,0,4,0.15,4,0,0,0,0,0,FW,25-29,Forward,New Zealand,Oceania
111455,Granit Xhaka,SUI,Arsenal,Premier League,2019,26.0,1992.0,28.7,44,1.53,38,2,1,1,2,0,3,0.1,2,0,0,0,1,0,MF,25-29,Midfielder,Switzerland,Europe
344598,Dan-Axel Zagadou,FRA,Dortmund,Bundesliga,2019,20.0,1999.0,10.9,9,0.82,8,0,0,0,0,1,1,0.09,1,0,0,0,0,0,DF,20-24,Defender,France,Europe
334526,Denis Zakaria,SUI,Gladbach,Bundesliga,2019,22.0,1996.0,21.6,35,1.62,30,0,4,0,0,1,4,0.18,4,0,0,0,0,0,"MF,DF",20-24,Midfielder,Switzerland,Europe
407265,Luca Zanimacchia,ITA,Juventus,Serie A,2019,21.0,1998.0,1.3,4,3.0,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"FW,MF",20-24,Forward,Italy,Europe
392085,Nicol Zaniolo,ITA,Roma,Serie A,2019,20.0,1999.0,16.7,62,3.71,37,1,14,4,5,1,11,0.66,5,0,4,0,2,0,"FW,MF",20-24,Forward,Italy,Europe
34344,Cristin Zapata,COL,Genoa,Serie A,2019,32.0,1986.0,19.1,13,0.68,9,0,0,3,0,1,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Colombia,South America
73794,Duvn Zapata,COL,Atalanta,Serie A,2019,28.0,1991.0,22.5,81,3.6,64,0,7,4,5,1,13,0.58,11,0,0,1,1,0,FW,25-29,Forward,Colombia,South America
96828,Simone Zaza,ITA,Torino,Serie A,2019,28.0,1991.0,18.2,29,1.59,20,0,2,5,2,0,4,0.22,2,0,0,1,1,0,FW,25-29,Forward,Italy,Europe
118196,Jean Zimmer,GER,Dsseldorf,Bundesliga,2019,25.0,1993.0,8.0,25,3.12,9,10,5,0,1,0,0,0.0,0,0,0,0,0,0,"DF,FW",25-29,Defender,Germany,Europe
77812,Christoph Zimmermann,GER,Norwich City,Premier League,2019,26.0,1993.0,15.9,7,0.44,6,0,0,0,0,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Germany,Europe
203853,Oleksandr Zinchenko,UKR,Manchester City,Premier League,2019,22.0,1996.0,14.2,38,2.68,37,1,0,0,0,0,3,0.21,3,0,0,0,0,0,DF,20-24,Defender,Ukraine,Europe
93841,Ben Zolinski,GER,Paderborn 07,Bundesliga,2019,27.0,1992.0,13.4,32,2.38,27,0,0,2,1,2,2,0.15,2,0,0,0,0,0,"FW,MF",25-29,Forward,Germany,Europe
157509,Kurt Zouma,FRA,Chelsea,Premier League,2019,24.0,1994.0,26.0,15,0.58,13,0,0,1,1,0,1,0.04,1,0,0,0,0,0,DF,20-24,Defender,France,Europe
199369,Sandro Ramrez,ESP,Valladolid,La Liga,2019,24.0,1995.0,14.5,37,2.55,20,3,5,2,6,1,2,0.14,2,0,0,0,0,0,"FW,MF",20-24,Forward,Spain,Europe
26066,Ivn Ramis,ESP,Eibar,La Liga,2019,34.0,1984.0,5.1,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
25557,Sergio Ramos,ESP,Real Madrid,La Liga,2019,33.0,1986.0,33.5,23,0.69,19,0,1,1,2,0,2,0.06,1,0,0,0,1,0,DF,30-34,Defender,Spain,Europe
268178,Arkadiusz Reca,POL,SPAL,Serie A,2019,24.0,1995.0,21.4,50,2.33,35,8,3,2,2,0,4,0.19,4,0,0,0,0,0,DF,20-24,Defender,Poland,Europe
282429,Sergio Reguiln,ESP,Sevilla,La Liga,2019,22.0,1996.0,27.9,79,2.83,63,4,6,3,2,1,9,0.32,5,1,1,1,1,0,DF,20-24,Defender,Spain,Europe
249513,Diego Rico,ESP,Bournemouth,Premier League,2019,26.0,1993.0,25.9,60,2.32,29,29,0,1,1,0,7,0.27,4,3,0,0,0,0,DF,25-29,Defender,Spain,Europe
278837,Luis Rioja,ESP,Alavs,La Liga,2019,25.0,1993.0,18.2,27,1.49,19,3,1,0,3,1,1,0.06,1,0,0,0,0,0,MF,25-29,Midfielder,Spain,Europe
85370,Sergi Roberto,ESP,Barcelona,La Liga,2019,27.0,1992.0,26.0,61,2.35,56,0,2,1,1,1,10,0.38,10,0,0,0,0,0,"DF,MF",25-29,Defender,Spain,Europe
67548,Rubn Rochina,ESP,Levante,La Liga,2019,28.0,1991.0,20.8,70,3.36,50,4,2,7,5,2,8,0.38,5,0,0,2,1,0,MF,25-29,Midfielder,Spain,Europe
51510,ngel Rodrguez,ESP,Getafe,La Liga,2019,32.0,1987.0,15.6,35,2.24,20,1,4,5,5,0,6,0.38,2,0,2,1,1,0,FW,30-34,Forward,Spain,Europe
834470,Dani Rodrguez,ESP,Mallorca,La Liga,2019,31.0,1988.0,33.8,88,2.61,62,7,5,4,9,1,10,0.3,5,0,0,1,4,0,"MF,FW",30-34,Midfielder,Spain,Europe
378139,Aitor Ruibal,ESP,Legans,La Liga,2019,23.0,1996.0,13.6,36,2.65,25,1,5,4,1,0,1,0.07,1,0,0,0,0,0,"DF,MF",20-24,Defender,Spain,Europe
307519,Fede San Emeterio,ESP,Valladolid,La Liga,2019,22.0,1997.0,19.5,18,0.93,17,0,0,1,0,0,1,0.05,1,0,0,0,0,0,MF,20-24,Midfielder,Spain,Europe
571020,Oihan Sancet,ESP,Athletic Club,La Liga,2019,19.0,2000.0,8.2,24,2.91,18,0,2,2,2,0,3,0.36,2,0,0,0,1,0,"MF,FW",Under 20,Midfielder,Spain,Europe
95963,Germn Snchez,ESP,Granada,La Liga,2019,32.0,1986.0,25.5,9,0.35,9,0,0,0,0,0,1,0.04,1,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
63290,Vctor Snchez,ESP,Espanyol,La Liga,2019,31.0,1987.0,18.8,52,2.77,35,14,1,1,0,1,3,0.16,2,0,1,0,0,0,MF,30-34,Midfielder,Spain,Europe
289286,Luca Sangalli,ESP,Real Sociedad,La Liga,2019,24.0,1995.0,4.1,13,3.15,11,2,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Spain,Europe
63040,Oier Sanjurjo,ESP,Osasuna,La Liga,2019,33.0,1986.0,25.8,44,1.71,40,0,0,0,3,1,2,0.08,2,0,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
74230,Pablo Sarabia,ESP,Paris S-G,Ligue 1,2019,27.0,1992.0,12.9,40,3.1,29,2,1,6,1,1,4,0.31,2,0,0,1,1,0,"FW,MF",25-29,Forward,Spain,Europe
242086,Patrik Schick,CZE,RB Leipzig,Bundesliga,2019,23.0,1996.0,14.4,38,2.64,22,0,6,7,3,0,4,0.28,1,0,2,1,0,0,FW,20-24,Forward,Czech Republic,Europe
237499,Aleksandar Sedlar,SRB,Mallorca,La Liga,2019,27.0,1991.0,9.0,6,0.66,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Serbia,Europe
161267,Josep Se,ESP,Mallorca,La Liga,2019,27.0,1991.0,1.7,7,4.2,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0,MF,25-29,Midfielder,Spain,Europe
58799,Salva Sevilla,ESP,Mallorca,La Liga,2019,35.0,1984.0,28.5,113,3.91,57,44,2,5,5,0,4,0.14,2,1,0,1,0,0,MF,35-39,Midfielder,Spain,Europe
86759,David Silva,ESP,Manchester City,Premier League,2019,33.0,1986.0,20.3,119,5.87,100,1,7,6,4,1,19,0.94,14,1,1,1,1,1,MF,30-34,Midfielder,Spain,Europe
85383,Rubn Sobrino,ESP,Valencia,La Liga,2019,27.0,1992.0,1.9,5,2.65,2,0,2,0,0,1,0,0.0,0,0,0,0,0,0,"FW,MF",25-29,Forward,Spain,Europe
372246,Carlos Soler,ESP,Valencia,La Liga,2019,22.0,1997.0,23.0,42,1.83,30,5,0,1,6,0,8,0.35,4,0,0,0,4,0,MF,20-24,Midfielder,Spain,Europe
44412,Bruno Soriano,ESP,Villarreal,La Liga,2019,35.0,1984.0,2.9,4,1.37,2,1,0,1,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",35-39,Midfielder,Spain,Europe
165007,Denis Surez,ESP,Celta Vigo,La Liga,2019,25.0,1994.0,18.1,64,3.54,41,14,3,3,2,1,8,0.44,8,0,0,0,0,0,"MF,FW",25-29,Midfielder,Spain,Europe
111961,Suso,ESP,Milan,Serie A,2019,25.0,1993.0,15.1,87,5.76,63,13,5,2,4,0,5,0.33,4,0,1,0,0,0,"FW,MF",25-29,Forward,Spain,Europe
290273,lvaro Tejero,ESP,Eibar,La Liga,2019,23.0,1996.0,16.1,36,2.24,25,7,1,0,2,1,2,0.12,2,0,0,0,0,0,DF,20-24,Defender,Spain,Europe
141834,Cristian Tello,ESP,Betis,La Liga,2019,27.0,1991.0,8.7,24,2.74,18,3,2,1,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",25-29,Midfielder,Spain,Europe
12384,Alexander Tettey,NOR,Norwich City,Premier League,2019,33.0,1986.0,26.0,24,0.92,20,0,1,2,0,1,1,0.04,1,0,0,0,0,0,"MF,DF",30-34,Midfielder,Norway,Europe
226524,Morten Thorsby,NOR,Sampdoria,Serie A,2019,23.0,1996.0,20.7,39,1.88,30,1,4,2,0,2,7,0.34,6,0,1,0,0,0,"MF,DF",20-24,Midfielder,Norway,Europe
158795,David Timor,ESP,Getafe,La Liga,2019,29.0,1989.0,10.5,21,2.0,11,7,0,0,2,1,0,0.0,0,0,0,0,0,0,"MF,DF",25-29,Midfielder,Spain,Europe
47085,Nenad Tomovi,SRB,SPAL,Serie A,2019,31.0,1987.0,19.5,20,1.03,19,0,1,0,0,0,2,0.1,2,0,0,0,0,0,DF,30-34,Defender,Serbia,Europe
214775,liver Torres,ESP,Sevilla,La Liga,2019,24.0,1994.0,17.7,50,2.82,43,1,4,1,0,1,6,0.34,5,1,0,0,0,0,"MF,FW",20-24,Midfielder,Spain,Europe
