rk,player,nation,squad,comp,season,age,born,ninety_mins_played,ga,penalties_allowed,free_kick_goals_allowed,corner_goals_allowed,own_goals,post_shot_xg,post_shot_xg_on_target,post_shot_xg_minus_ga,post_shot_xg_minus_ga_per_90,passes_completed_plus_40_yards,passes_attempted_plus_40_yards,passes_pct_plus_40_yards,total_passes_attempted,throws_attempted,launch_pct,avg_pass_length,goal_kicks_attempted,goal_kick_launch_pct,avg_goal_kick_length,crosses_faced,crosses_stopped,crosses_stopped_pct,defensive_actions_outside_penalty_area,defensive_opa_per_90,avg_defensive_action_distance,position,age_range,general_position,country,continent
80,Léo Jardim,BRA,Lille,Ligue 1,2022,27,1995,6.0,13,2,0,2,0,8.6,0.40,-4.4,-0.73,6,34,17.6,138,27,21.7,26.8,15,26.7,26.7,65,5,7.7,9,1.50,16.0,GK,25-29,Goalkeeper,Brazil,South America
81,Sam Johnstone,ENG,Crystal Palace,Premier League,2022,29,1993,9.0,10,2,0,4,1,10.0,0.24,+1.0,+0.11,30,99,30.3,233,41,31.8,31.8,46,54.3,42.8,104,2,1.9,11,1.22,15.4,GK,25-29,Goalkeeper,England,Europe
82,Filip Jørgensen,DEN,Villarreal,La Liga,2022,20,2002,2.0,3,0,0,0,0,2.3,0.39,-0.7,-0.34,0,4,0.0,44,9,9.1,22.8,11,0.0,17.5,18,2,11.1,4,2.00,13.3,GK,20-24,Goalkeeper,Denmark,Europe
83,Bingourou Kamara,SEN,Montpellier,Ligue 1,2022,25,1996,4.5,11,1,0,2,0,9.1,0.29,-1.9,-0.41,18,57,31.6,95,19,42.1,35.4,35,48.6,39.9,52,3,5.8,2,0.44,11.2,GK,25-29,Goalkeeper,Senegal,Africa
84,Caoimhín Kelleher,IRL,Liverpool,Premier League,2022,23,1998,1.0,4,0,0,0,0,2.9,0.34,-1.1,-1.06,2,2,100.0,22,7,9.1,24.3,2,0.0,20.5,3,0,0.0,0,0.00,9.0,GK,20-24,Goalkeeper,Republic of Ireland,Europe
85,Gregor Kobel,SUI,Dortmund,Bundesliga,2022,24,1997,27.0,32,1,0,5,1,33.8,0.29,+2.8,+0.10,100,252,39.7,855,122,20.9,28.9,192,38.0,36.5,295,15,5.1,37,1.37,17.1,GK,20-24,Goalkeeper,Switzerland,Europe
87,Alban Lafont,FRA,Nantes,Ligue 1,2022,23,1999,37.0,54,9,1,6,4,54.8,0.26,+4.8,+0.13,189,516,36.6,942,202,37.2,35.5,247,67.2,49.3,493,42,8.5,39,1.05,12.3,GK,20-24,Goalkeeper,France,Europe
88,Jean-Louis Leca,FRA,Lens,Ligue 1,2022,36,1985,1.0,1,0,0,0,0,1.6,0.40,+0.6,+0.60,9,14,64.3,29,5,44.8,36.8,10,10.0,20.4,20,1,5.0,0,0.00,8.2,GK,35-39,Goalkeeper,France,Europe
89,Benjamin Lecomte,FRA,Espanyol,La Liga,2022,31,1991,10.0,14,0,0,2,1,10.4,0.26,-2.6,-0.26,72,160,45.0,192,25,57.3,43.1,80,62.5,47.0,146,4,2.7,11,1.10,15.3,GK,30-34,Goalkeeper,France,Europe
90,Benjamin Lecomte,FRA,Montpellier,Ligue 1,2022,31,1991,19.0,22,2,0,2,0,29.5,0.29,+7.5,+0.40,116,322,36.0,475,72,46.9,37.8,165,60.0,44.2,273,15,5.5,13,0.68,10.8,GK,30-34,Goalkeeper,France,Europe
91,Jeremías Ledesma,ARG,Cádiz,La Liga,2022,29,1993,34.0,48,8,1,6,0,47.1,0.22,-0.9,-0.03,236,735,32.1,824,135,58.5,44.9,285,88.8,64.1,595,42,7.1,26,0.76,10.8,GK,25-29,Goalkeeper,Argentina,South America
92,Bernd Leno,GER,Fulham,Premier League,2022,30,1992,36.0,51,7,1,8,2,58.0,0.27,+9.0,+0.25,124,391,31.7,1153,190,26.0,30.0,242,37.6,36.0,464,35,7.5,46,1.28,14.9,GK,30-34,Goalkeeper,Germany,Europe
94,Benjamin Leroy,FRA,Ajaccio,Ligue 1,2022,33,1989,31.1,60,8,1,10,1,47.7,0.30,-11.3,-0.36,213,522,40.8,657,77,52.4,38.5,212,84.0,52.1,389,18,4.6,54,1.74,16.9,GK,30-34,Goalkeeper,France,Europe
95,Alexandre Letellier,FRA,Paris S-G,Ligue 1,2022,31,1990,0.1,0,0,0,0,0,0.0,,0.0,0.00,0,0,,3,0,0.0,19.0,1,0.0,11.0,1,0,0.0,0,0.00,,GK,30-34,Goalkeeper,France,Europe
97,Hugo Lloris,FRA,Tottenham,Premier League,2022,35,1986,24.5,39,1,0,3,1,33.9,0.29,-4.1,-0.17,77,218,35.3,539,109,31.7,31.4,186,25.3,25.8,322,20,6.2,29,1.18,13.7,GK,35-39,Goalkeeper,France,Europe
98,Anthony Lopes,POR,Lyon,Ligue 1,2022,31,1990,31.3,39,7,2,5,2,41.4,0.27,+4.4,+0.14,114,317,36.0,838,134,31.3,31.9,183,30.1,31.8,358,19,5.3,25,0.80,13.9,GK,30-34,Goalkeeper,Portugal,Europe
101,Andriy Lunin,UKR,Real Madrid,La Liga,2022,23,1999,7.0,7,0,0,1,1,4.5,0.25,-1.5,-0.21,14,27,51.9,190,36,7.9,23.3,37,32.4,35.6,54,1,1.9,11,1.57,21.7,GK,20-24,Goalkeeper,Ukraine,Europe
102,Andrey Lunyov,RUS,Leverkusen,Bundesliga,2022,30,1991,1.0,2,0,0,0,0,1.4,0.35,-0.6,-0.61,4,10,40.0,41,7,24.4,30.3,3,0.0,15.3,6,1,16.7,1,1.00,13.0,GK,30-34,Goalkeeper,Russia,Europe
103,Mike Maignan,FRA,Milan,Serie A,2022,27,1995,22.0,21,2,1,2,0,20.3,0.28,-0.7,-0.03,76,193,39.4,725,119,22.8,29.8,85,32.9,35.1,221,15,6.8,32,1.46,17.8,GK,25-29,Goalkeeper,France,Europe
104,Giorgi Mamardashvili,GEO,Valencia,La Liga,2022,21,2000,38.0,45,2,0,7,2,42.9,0.28,-0.1,0.00,177,522,33.9,843,142,40.8,35.1,239,74.5,54.2,457,35,7.7,47,1.24,16.3,GK,20-24,Goalkeeper,Georgia,Asia
105,Steve Mandanda,FRA,Rennes,Ligue 1,2022,37,1985,33.5,31,2,0,5,1,32.4,0.28,+2.4,+0.07,163,420,38.8,1022,166,30.6,31.5,192,55.7,41.5,382,35,9.2,51,1.52,16.7,GK,35-39,Goalkeeper,France,Europe
106,Vito Mannone,ITA,Lorient,Ligue 1,2022,34,1988,17.9,24,1,2,2,0,25.2,0.29,+1.2,+0.07,56,176,31.8,471,101,25.9,29.5,112,48.2,37.5,344,12,3.5,9,0.50,10.6,GK,30-34,Goalkeeper,Italy,Europe
107,Agustín Marchesín,ARG,Celta Vigo,La Liga,2022,34,1988,19.0,29,2,1,4,1,20.7,0.24,-7.3,-0.38,103,267,38.6,500,75,39.8,35.3,131,51.9,42.9,253,14,5.5,25,1.32,18.1,GK,30-34,Goalkeeper,Argentina,South America
108,Federico Marchetti,ITA,Spezia,Serie A,2022,39,1983,0.7,2,0,0,0,0,1.5,0.48,-0.5,-0.74,2,4,50.0,10,2,10.0,24.3,8,37.5,32.4,8,0,0.0,1,1.36,22.0,GK,35-39,Goalkeeper,Italy,Europe
110,Emiliano Martínez,ARG,Aston Villa,Premier League,2022,29,1992,34.9,38,4,1,6,4,36.6,0.24,+2.6,+0.07,199,523,38.0,1171,135,35.5,33.0,212,50.5,40.7,483,60,12.4,73,2.09,16.6,GK,25-29,Goalkeeper,Argentina,South America
1,Álvaro Aceves,ESP,Valladolid,La Liga,2022,19,2003,0.1,0,0,0,0,0,0.1,0.04,+0.1,+0.90,1,2,50.0,7,3,28.6,25.7,1,0.0,24.0,1,0,0.0,2,13.85,33.0,GK,Under 20,Goalkeeper,Spain,Europe
2,Julen Agirrezabala,ESP,Athletic Club,La Liga,2022,21,2000,7.5,6,0,0,0,0,5.5,0.30,-0.5,-0.06,37,101,36.6,179,33,29.6,30.5,62,77.4,55.4,96,11,11.5,10,1.33,15.4,GK,20-24,Goalkeeper,Spain,Europe
6,Kepa Arrizabalaga,ESP,Chelsea,Premier League,2022,27,1994,28.5,33,1,1,4,3,35.0,0.29,+5.0,+0.18,68,213,31.9,864,151,17.1,26.3,182,35.7,31.5,332,15,4.5,52,1.82,16.9,GK,25-29,Goalkeeper,Spain,Europe
7,Sergio Asenjo,ESP,Valladolid,La Liga,2022,33,1989,10.0,21,1,1,0,0,16.8,0.31,-4.2,-0.42,58,162,35.8,260,46,38.8,35.8,92,66.3,51.2,166,5,3.0,17,1.70,16.1,GK,30-34,Goalkeeper,Spain,Europe
9,Édgar Badía,ESP,Elche,La Liga,2022,30,1992,36.0,63,7,0,4,2,69.5,0.31,+8.5,+0.24,191,422,45.3,772,166,33.8,34.2,296,54.4,41.7,574,21,3.7,20,0.56,12.7,GK,30-34,Goalkeeper,Spain,Europe
17,Rubén Blanco,ESP,Marseille,Ligue 1,2022,27,1995,5.5,6,0,0,1,2,3.9,0.20,-0.1,-0.02,11,47,23.4,165,31,20.6,27.4,41,31.7,32.1,73,3,4.1,7,1.27,17.9,GK,25-29,Goalkeeper,Spain,Europe
23,Marcin Bułka,POL,Nice,Ligue 1,2022,22,1999,2.0,2,0,0,0,0,3.1,0.52,+1.1,+0.56,8,20,40.0,49,11,20.4,28.1,18,55.6,44.2,26,2,7.7,3,1.50,13.8,GK,20-24,Goalkeeper,Poland,Europe
24,Juan Carlos,ESP,Girona,La Liga,2022,34,1988,10.0,18,2,2,1,0,16.7,0.35,-1.3,-0.13,23,64,35.9,278,51,17.6,28.7,62,24.2,30.3,120,6,5.0,21,2.10,16.9,GK,30-34,Goalkeeper,Spain,Europe
43,Marko Dmitrović,SRB,Sevilla,La Liga,2022,30,1992,14.1,13,0,0,2,1,12.2,0.23,+0.2,+0.02,103,326,31.6,372,44,58.1,44.0,131,84.0,62.4,216,12,5.6,10,0.71,12.2,GK,30-34,Goalkeeper,Serbia,Europe
45,Bartłomiej Drągowski,POL,Spezia,Serie A,2022,24,1997,32.7,54,4,1,7,3,46.1,0.25,-4.9,-0.15,151,482,31.3,975,159,37.6,34.6,196,58.7,46.5,472,13,2.8,32,0.98,14.1,GK,20-24,Goalkeeper,Poland,Europe
50,Łukasz Fabiański,POL,West Ham,Premier League,2022,37,1985,34.6,48,2,0,3,1,45.9,0.28,-1.1,-0.03,198,516,38.4,677,153,54.2,39.3,249,59.8,44.8,513,29,5.7,25,0.72,13.0,GK,35-39,Goalkeeper,Poland,Europe
53,Aitor Fernández,ESP,Osasuna,La Liga,2022,31,1991,21.0,19,0,0,0,1,17.7,0.24,-0.3,-0.01,191,438,43.6,615,87,50.9,41.1,174,71.8,54.2,319,14,4.4,37,1.76,16.3,GK,30-34,Goalkeeper,Spain,Europe
54,Álvaro Fernández,ESP,Espanyol,La Liga,2022,24,1998,11.0,18,0,0,4,1,15.2,0.31,-1.8,-0.17,104,221,47.1,253,37,55.7,42.5,103,77.7,54.8,153,5,3.3,15,1.36,16.3,GK,20-24,Goalkeeper,Spain,Europe
55,Fernando,ESP,Almería,La Liga,2022,32,1990,36.5,61,4,1,4,1,60.5,0.29,+0.5,+0.01,199,557,35.7,967,211,39.1,36.9,341,52.5,42.9,614,39,6.4,26,0.71,12.4,GK,30-34,Goalkeeper,Spain,Europe
61,Joan García,ESP,Espanyol,La Liga,2022,21,2001,1.0,3,1,0,0,0,1.8,0.21,-1.2,-1.16,2,6,33.3,27,4,14.8,21.7,3,66.7,47.3,16,2,12.5,1,1.00,13.0,GK,20-24,Goalkeeper,Spain,Europe
63,David de Gea,ESP,Manchester Utd,Premier League,2022,31,1990,38.0,43,2,2,6,1,41.3,0.27,-0.7,-0.02,141,449,31.4,1032,128,32.6,32.3,179,63.1,47.1,526,15,2.9,32,0.84,14.8,GK,30-34,Goalkeeper,Spain,Europe
64,Rafał Gikiewicz,POL,Augsburg,Bundesliga,2022,34,1987,23.0,41,1,1,4,0,41.3,0.28,+0.3,+0.01,185,452,40.9,916,127,33.3,33.0,234,62.8,48.9,363,21,5.8,45,1.96,16.7,GK,30-34,Goalkeeper,Poland,Europe
65,David Gil,ESP,Cádiz,La Liga,2022,28,1994,4.0,5,1,0,1,0,6.3,0.23,+1.3,+0.32,34,94,36.2,93,15,64.5,46.4,36,94.4,65.1,56,2,3.6,4,1.00,13.6,GK,25-29,Goalkeeper,Spain,Europe
68,Antonio Gomis,ESP,Atlético Madrid,La Liga,2022,19,2003,0.1,1,0,0,0,0,0.6,0.64,-0.4,-5.35,0,3,0.0,2,0,100.0,58.5,1,100.0,94.0,3,0,0.0,0,0.00,1.0,GK,Under 20,Goalkeeper,Spain,Europe
72,Vicente Guaita,ESP,Crystal Palace,Premier League,2022,35,1987,27.0,34,2,0,4,2,32.4,0.26,+0.4,+0.01,115,320,35.9,635,140,34.5,32.3,206,49.0,37.4,410,26,6.3,26,0.96,13.1,GK,35-39,Goalkeeper,Spain,Europe
74,Samir Handanović,SVN,Inter,Serie A,2022,38,1984,13.7,18,1,0,1,1,15.0,0.27,-2.0,-0.14,45,87,51.7,508,71,15.6,24.7,71,11.3,25.5,149,2,1.3,10,0.73,15.4,GK,35-39,Goalkeeper,Slovenia,Europe
77,Sergio Herrera,ESP,Osasuna,La Liga,2022,29,1993,17.0,23,1,1,3,1,21.4,0.28,-0.6,-0.04,151,351,43.0,475,58,56.0,42.7,135,63.0,48.3,215,16,7.4,20,1.18,18.5,GK,25-29,Goalkeeper,Spain,Europe
86,Tomáš Koubek,CZE,Augsburg,Bundesliga,2022,29,1992,11.0,22,0,1,0,2,22.0,0.36,+2.0,+0.19,77,225,34.2,414,48,37.9,36.5,96,70.8,52.5,176,10,5.7,22,2.00,16.8,GK,25-29,Goalkeeper,Czech Republic,Europe
96,Mateusz Lis,POL,Troyes,Ligue 1,2022,25,1997,8.3,16,2,0,2,0,16.4,0.28,+0.4,+0.05,39,127,30.7,235,41,38.7,35.2,78,46.2,37.4,154,12,7.8,13,1.56,14.4,GK,25-29,Goalkeeper,Poland,Europe
99,Diego López,ESP,Rayo Vallecano,La Liga,2022,40,1981,1.1,4,0,0,2,0,1.7,0.33,-2.3,-2.19,2,8,25.0,21,5,28.6,30.3,8,25.0,35.3,12,0,0.0,2,1.88,17.0,GK,Over 40,Goalkeeper,Spain,Europe
100,Pau López,ESP,Marseille,Ligue 1,2022,27,1994,32.5,34,5,0,6,1,33.8,0.24,+0.8,+0.02,112,324,34.6,941,132,25.1,31.0,172,51.2,40.4,370,22,5.9,37,1.14,15.4,GK,25-29,Goalkeeper,Spain,Europe
109,Diego Mariño,ESP,Almería,La Liga,2022,32,1990,0.5,2,0,0,0,0,1.4,0.28,-0.6,-1.25,2,3,66.7,3,1,33.3,35.7,5,40.0,45.6,12,0,0.0,0,0.00,7.0,GK,30-34,Goalkeeper,Spain,Europe
111,Jordi Masip,ESP,Valladolid,La Liga,2022,33,1989,27.9,42,5,0,0,1,45.8,0.27,+4.8,+0.17,133,389,34.2,722,121,36.8,35.9,239,51.5,41.9,396,15,3.8,14,0.50,12.7,GK,30-34,Goalkeeper,Spain,Europe
2,Alisson,BRA,Liverpool,Premier League,2023,30,1992,28.0,30,1,0,4,1,28.7,0.26,-0.3,-0.01,60,183,32.8,1021,140,14.1,24.7,116,33.6,33.3,299,13,4.3,33,1.18,17.7,GK,30-34,Goalkeeper,Brazil,South America
3,Alphonse Areola,FRA,West Ham,Premier League,2023,30,1993,30.0,53,5,0,3,3,52.1,0.24,+2.1,+0.07,160,430,37.2,643,144,43.9,36.8,219,67.6,47.3,468,27,5.8,7,0.23,8.9,GK,30-34,Goalkeeper,France,Europe
4,Simone Aresti,ITA,Cagliari,Serie A,2023,37,1986,0.0,1,1,0,0,0,1.0,0.00,0.0,-1.21,0,1,0.0,1,0,100.0,64.0,0,,,3,0,0.0,0,0.00,,GK,35-39,Goalkeeper,Italy,Europe
6,Noah Atubolu,GER,Freiburg,Bundesliga,2023,21,2002,34.0,58,3,1,5,1,50.0,0.30,-7.0,-0.21,193,568,34.0,1148,160,35.4,34.2,241,67.2,50.7,485,31,6.4,30,0.88,13.6,GK,20-24,Goalkeeper,Germany,Europe
7,Emil Audero,ITA,Inter,Serie A,2023,26,1997,3.7,3,0,0,0,0,3.1,0.28,+0.1,+0.02,6,24,25.0,177,28,11.9,24.6,18,16.7,27.2,54,6,11.1,2,0.53,10.2,GK,25-29,Goalkeeper,Italy,Europe
8,Nicola Bagnolini,ITA,Bologna,Serie A,2023,19,2004,0.1,0,0,0,0,0,0.0,0.02,0.0,+0.36,1,2,50.0,1,0,100.0,47.0,2,50.0,53.0,0,0,,0,0.00,,GK,Under 20,Goalkeeper,Italy,Europe
9,Augusto Batalla,ARG,Granada,La Liga,2023,27,1996,17.0,28,0,0,6,0,22.6,0.27,-5.4,-0.32,127,354,35.9,566,78,45.8,39.4,122,77.9,55.9,275,23,8.4,18,1.06,14.2,GK,25-29,Goalkeeper,Argentina,South America
10,Daniel Batz,GER,Mainz 05,Bundesliga,2023,32,1991,4.0,3,0,1,0,0,2.4,0.15,-0.6,-0.15,18,58,31.0,132,14,38.6,34.7,21,33.3,34.8,38,4,10.5,2,0.50,11.3,GK,30-34,Goalkeeper,Germany,Europe
11,Oliver Baumann,GER,Hoffenheim,Bundesliga,2023,33,1990,34.0,66,2,3,9,1,68.6,0.31,+3.6,+0.11,208,529,39.3,1159,165,33.7,32.7,249,55.4,44.9,545,31,5.7,73,2.15,16.7,GK,30-34,Goalkeeper,Germany,Europe
12,Alaa Bellaarouch,MAR,Strasbourg,Ligue 1,2023,21,2002,15.0,26,3,0,1,1,19.8,0.25,-5.2,-0.35,56,183,30.6,440,57,36.4,34.4,61,37.7,36.0,203,19,9.4,21,1.40,13.4,GK,20-24,Goalkeeper,Morocco,Africa
13,Daniel Bentley,ENG,Wolves,Premier League,2023,30,1993,4.3,7,0,0,0,0,5.8,0.39,-1.2,-0.28,13,56,23.2,111,9,36.0,33.8,33,48.5,36.9,50,0,0.0,3,0.70,13.3,GK,30-34,Goalkeeper,England,Europe
14,Etrit Berisha,ALB,Empoli,Serie A,2023,34,1989,14.0,25,2,0,5,1,20.7,0.24,-3.3,-0.24,44,184,23.9,400,75,34.8,33.0,90,50.0,40.8,236,11,4.7,10,0.71,12.4,GK,30-34,Goalkeeper,Albania,Europe
15,Dimitry Bertaud,COD,Montpellier,Ligue 1,2023,25,1998,4.0,11,0,0,1,0,10.9,0.32,-0.1,-0.02,18,61,29.5,118,26,42.4,38.0,23,47.8,42.5,56,3,5.4,0,0.00,9.6,GK,25-29,Goalkeeper,DR Congo,Africa
16,Marco Bizot,NED,Brest,Ligue 1,2023,32,1991,32.0,34,2,0,4,0,36.2,0.27,+2.2,+0.07,232,482,48.1,908,134,39.3,35.1,188,66.5,47.3,382,18,4.7,41,1.28,15.7,GK,30-34,Goalkeeper,Netherlands,Europe
18,Janis Blaswich,GER,RB Leipzig,Bundesliga,2023,32,1991,21.0,30,4,0,7,0,25.3,0.28,-4.7,-0.22,57,155,36.8,822,89,14.7,25.7,134,25.4,30.7,251,16,6.4,37,1.76,17.6,GK,30-34,Goalkeeper,Germany,Europe
19,Yassine Bounou,MAR,Sevilla,La Liga,2023,32,1991,1.0,2,0,0,0,0,1.1,0.37,-0.9,-0.88,6,16,37.5,24,4,41.7,36.1,7,85.7,57.4,9,0,0.0,0,0.00,,GK,30-34,Goalkeeper,Morocco,Africa
20,Claudio Bravo,CHI,Betis,La Liga,2023,40,1983,7.0,5,0,0,0,1,5.5,0.27,+1.5,+0.21,38,80,47.5,169,30,30.2,30.6,60,48.3,40.1,101,4,4.0,6,0.86,12.6,GK,Over 40,Goalkeeper,Chile,South America
21,Fabian Bredlow,GER,Stuttgart,Bundesliga,2023,28,1995,4.0,3,0,0,1,0,5.0,0.23,+2.0,+0.49,22,61,36.1,168,15,31.5,31.0,11,72.7,51.7,55,1,1.8,5,1.25,16.6,GK,25-29,Goalkeeper,Germany,Europe
22,Alexander Brunst,GER,Darmstadt 98,Bundesliga,2023,28,1995,3.0,10,0,0,2,0,6.3,0.37,-3.7,-1.25,33,72,45.8,129,13,41.1,36.0,21,90.5,59.6,51,3,5.9,9,3.00,19.1,GK,25-29,Goalkeeper,Germany,Europe
24,Elia Caprile,ITA,Empoli,Serie A,2023,21,2001,23.0,27,4,0,5,0,27.6,0.22,+0.6,+0.02,117,350,33.4,657,137,40.3,36.8,159,53.5,45.1,391,31,7.9,20,0.87,13.3,GK,20-24,Goalkeeper,Italy,Europe
26,Marco Carnesecchi,ITA,Atalanta,Serie A,2023,23,2000,26.9,30,4,0,2,0,29.3,0.22,-0.7,-0.03,121,338,35.8,680,142,30.6,33.8,193,67.4,51.7,332,20,6.0,39,1.45,14.7,GK,20-24,Goalkeeper,Italy,Europe
27,Koen Casteels,BEL,Wolfsburg,Bundesliga,2023,31,1992,25.0,39,2,0,2,2,36.4,0.30,-0.6,-0.03,161,390,41.3,786,118,36.3,35.0,161,65.2,48.4,335,25,7.5,38,1.52,15.7,GK,30-34,Goalkeeper,Belgium,Europe
28,Michele Cerofolini,ITA,Frosinone,Serie A,2023,24,1999,7.5,11,0,0,1,1,5.9,0.22,-4.1,-0.55,18,100,18.0,171,28,47.4,37.2,38,50.0,42.8,126,4,3.2,7,0.93,14.3,GK,20-24,Goalkeeper,Italy,Europe
29,Lucas Chevalier,FRA,Lille,Ligue 1,2023,21,2001,33.0,32,3,0,2,2,35.7,0.26,+5.7,+0.17,101,344,29.4,1059,121,26.5,29.6,123,51.2,44.5,388,25,6.4,28,0.85,12.7,GK,20-24,Goalkeeper,France,Europe
30,Oliver Christensen,DEN,Fiorentina,Serie A,2023,24,1999,4.0,9,2,0,0,0,4.7,0.15,-4.3,-1.08,23,61,37.7,170,15,31.8,31.0,20,35.0,33.7,32,1,3.1,9,2.25,19.5,GK,20-24,Goalkeeper,Denmark,Europe
31,Andrea Consigli,ITA,Sassuolo,Serie A,2023,36,1987,35.0,68,7,1,7,3,51.7,0.28,-13.3,-0.38,172,540,31.9,982,143,42.3,36.9,252,49.6,41.2,545,23,4.2,22,0.63,11.8,GK,35-39,Goalkeeper,Italy,Europe
32,Nikita Contini Baranovsky,ITA,Napoli,Serie A,2023,27,1996,0.2,0,0,0,0,0,0.0,,0.0,0.00,0,0,,3,1,0.0,17.0,1,0.0,15.0,1,0,0.0,3,15.88,37.0,GK,25-29,Goalkeeper,Italy,Europe
33,Benoît Costil,FRA,Salernitana,Serie A,2023,36,1987,13.0,29,3,0,2,1,23.6,0.32,-4.4,-0.34,71,228,31.1,323,45,48.0,37.0,104,70.2,51.1,212,2,0.9,19,1.46,18.2,GK,35-39,Goalkeeper,France,Europe
34,Grégoire Coudert,FRA,Brest,Ligue 1,2023,24,1999,2.0,0,0,0,0,0,0.3,0.07,+0.3,+0.13,12,36,33.3,70,10,41.4,37.2,10,70.0,55.4,24,0,0.0,2,0.99,23.0,GK,20-24,Goalkeeper,France,Europe
35,Thibaut Courtois,BEL,Real Madrid,La Liga,2023,31,1992,3.7,0,0,0,0,0,3.1,0.22,+3.1,+0.85,10,19,52.6,105,25,16.2,26.7,18,11.1,27.8,47,2,4.3,5,1.36,15.3,GK,30-34,Goalkeeper,Belgium,Europe
36,Alessio Cragno,ITA,Sassuolo,Serie A,2023,29,1994,3.0,7,1,1,1,1,5.1,0.30,-0.9,-0.28,17,45,37.8,78,11,50.0,37.8,22,27.3,30.5,37,3,8.1,8,2.67,18.6,GK,25-29,Goalkeeper,Italy,Europe
39,Finn Dahmen,GER,Augsburg,Bundesliga,2023,25,1998,31.0,52,7,0,10,2,49.3,0.26,-0.7,-0.02,169,450,37.6,1151,92,30.8,32.4,187,51.3,44.3,484,28,5.8,50,1.61,15.0,GK,25-29,Goalkeeper,Germany,Europe
40,Rémy Descamps,FRA,Nantes,Ligue 1,2023,27,1996,6.0,11,1,0,0,0,12.5,0.35,+1.5,+0.26,51,125,40.8,141,28,51.1,40.3,71,74.6,49.8,116,8,6.9,0,0.00,7.8,GK,25-29,Goalkeeper,France,Europe
41,Arthur Desmas,FRA,Le Havre,Ligue 1,2023,29,1994,33.0,43,1,0,5,2,47.0,0.30,+6.0,+0.18,155,454,34.1,719,135,46.9,37.1,222,52.7,39.1,470,32,6.8,24,0.73,12.5,GK,25-29,Goalkeeper,France,Europe
42,Raffaele Di Gennaro,ITA,Inter,Serie A,2023,29,1993,0.3,0,0,0,0,0,0.5,0.13,+0.5,+2.08,1,2,50.0,15,3,13.3,25.2,1,0.0,10.0,4,0,0.0,0,0.00,,GK,25-29,Goalkeeper,Italy,Europe
43,Michele Di Gregorio,ITA,Monza,Serie A,2023,26,1997,31.9,35,3,1,5,0,45.4,0.26,+10.4,+0.33,179,430,41.6,1126,201,27.8,30.6,223,52.5,44.2,469,19,4.1,18,0.56,11.5,GK,25-29,Goalkeeper,Italy,Europe
44,Mory Diaw,SEN,Clermont Foot,Ligue 1,2023,30,1993,30.0,54,6,0,5,1,57.1,0.28,+4.1,+0.14,206,558,36.9,1065,129,42.8,36.7,176,58.0,44.5,439,39,8.9,46,1.53,14.4,GK,30-34,Goalkeeper,Senegal,Africa
45,Guillaume Dietsch,FRA,Metz,Ligue 1,2023,22,2001,0.8,1,0,0,0,0,0.8,0.31,-0.2,-0.21,6,16,37.5,19,3,47.4,36.4,7,100.0,63.0,14,1,7.1,0,0.00,3.0,GK,20-24,Goalkeeper,France,Europe
46,Stole Dimitrievski,MKD,Rayo Vallecano,La Liga,2023,29,1993,37.0,47,1,1,5,2,46.9,0.31,+1.9,+0.05,168,598,28.1,928,171,47.1,39.4,267,60.3,48.4,529,23,4.3,38,1.03,14.6,GK,25-29,Goalkeeper,North Macedonia,Europe
47,Yehvann Diouf,FRA,Reims,Ligue 1,2023,23,1999,34.0,47,6,1,4,1,42.7,0.27,-3.3,-0.10,124,353,35.1,1135,179,25.2,30.1,157,42.7,36.9,522,38,7.3,46,1.35,14.2,GK,20-24,Goalkeeper,France,Europe
50,Gianluigi Donnarumma,ITA,Paris S-G,Ligue 1,2023,24,1999,24.1,20,3,0,2,0,30.3,0.25,+10.3,+0.43,36,94,38.3,641,113,11.4,24.2,131,16.0,23.0,294,15,5.1,23,0.95,13.2,GK,20-24,Goalkeeper,Italy,Europe
51,Martin Dúbravka,SVK,Newcastle Utd,Premier League,2023,34,1989,22.1,42,4,0,5,0,42.2,0.29,+0.2,+0.01,56,165,33.9,480,143,15.6,25.4,169,53.3,39.1,296,20,6.8,22,1.00,12.9,GK,30-34,Goalkeeper,Slovakia,Europe
52,Ederson,BRA,Manchester City,Premier League,2023,29,1993,30.9,27,3,0,2,1,27.2,0.30,+1.2,+0.04,114,246,46.3,1120,137,18.3,27.2,114,36.0,36.3,247,25,10.1,50,1.62,17.3,GK,25-29,Goalkeeper,Brazil,South America
55,Wladimiro Falcone,ITA,Lecce,Serie A,2023,28,1995,38.0,54,5,1,7,1,53.2,0.28,+0.2,+0.01,152,489,31.1,893,159,42.6,34.9,248,44.0,35.2,522,20,3.8,20,0.53,11.0,GK,25-29,Goalkeeper,Italy,Europe
59,André Ferreira,POR,Granada,La Liga,2023,27,1996,14.9,29,3,0,2,1,27.8,0.33,-0.2,-0.01,73,186,39.2,388,88,31.4,32.2,110,58.2,44.3,195,6,3.1,13,0.87,12.6,GK,25-29,Goalkeeper,Portugal,Europe
60,Vincenzo Fiorillo,ITA,Salernitana,Serie A,2023,33,1990,4.0,8,0,0,4,0,7.3,0.28,-0.7,-0.18,27,96,28.1,72,9,68.1,44.9,54,87.0,56.6,77,4,5.2,1,0.25,7.6,GK,30-34,Goalkeeper,Italy,Europe
